year,age,mid_year_population,num_week
2017,45 to 64,478912.9146682978,20
2017,45 to 64,479045.43709643616,21
2017,45 to 64,479179.7022227,22
2017,45 to 64,479315.75056163885,23
2017,45 to 64,479453.62262780213,24
2017,45 to 64,479593.3589357394,25
2017,45 to 64,479735,26
2017,45 to 64,479878.56550194963,27
2017,45 to 64,480023.9917902186,28
2017,45 to 64,480171.1943802533,29
2017,45 to 64,480320.0887875003,30
2017,45 to 64,480470.59052740596,31
2017,45 to 64,480622.6151154167,32
2017,45 to 64,480776.07806697907,33
2017,45 to 64,480930.8948975395,34
2017,45 to 64,481086.98112254444,35
2017,45 to 64,481244.2522574403,36
2017,45 to 64,481402.6238176736,37
2017,45 to 64,481562.0113186907,38
2017,45 to 64,481722.3302759382,39
2017,45 to 64,481883.49620486243,40
2017,45 to 64,482045.4246209099,41
2017,45 to 64,482208.03103952704,42
2017,45 to 64,482371.2309761603,43
2017,45 to 64,482534.9399462562,44
2017,45 to 64,482699.07346526114,45
2017,45 to 64,482863.5470486216,46
2017,45 to 64,483028.276211784,47
2017,45 to 64,483193.17647019477,48
2017,45 to 64,483358.16333930043,49
2017,45 to 64,483523.1523345474,50
2017,45 to 64,483688.0589713822,51
2017,45 to 64,483852.79876525124,52
2017,45 to 64,484017.2872316009,53
2017,65 to 74,167220.79328164906,1
2017,65 to 74,167260.0920273877,2
2017,65 to 74,167299.430077404,3
2017,65 to 74,167338.8278433465,4
2017,65 to 74,167378.30573686367,5
2017,65 to 74,167417.88416960408,6
2017,65 to 74,167457.58355321625,7
2017,65 to 74,167497.42429934864,8
2017,65 to 74,167537.4268196498,9
2017,65 to 74,167577.61152576824,10
2017,65 to 74,167617.99882935247,11
2017,65 to 74,167658.609142051,12
2017,65 to 74,167699.46287551234,13
2017,65 to 74,167740.580441385,14
2017,65 to 74,167781.98225131753,15
2017,65 to 74,167823.68871695842,16
2017,65 to 74,167865.72024995618,17
2017,65 to 74,167908.09726195934,18
2017,65 to 74,167950.84016461635,19
2017,65 to 74,167993.96936957582,20
2017,65 to 74,168037.5052884862,21
2017,65 to 74,168081.468332996,22
2017,65 to 74,168125.8789147538,23
2017,65 to 74,168170.75744540806,24
2017,65 to 74,168216.1243366073,25
2017,65 to 74,168262,26
2017,65 to 74,168308.39814396447,27
2017,65 to 74,168355.30566379786,28
2017,65 to 74,168402.7027515271,29
2017,65 to 74,168450.56959917909,30
2017,65 to 74,168498.88639878074,31
2017,65 to 74,168547.63334235898,32
2017,65 to 74,168596.79062194072,33
2017,65 to 74,168646.33842955288,34
2017,65 to 74,168696.25695722236,35
2017,65 to 74,168746.52639697609,36
2017,65 to 74,168797.12694084094,37
2017,65 to 74,168848.0387808439,38
2017,65 to 74,168899.24210901183,39
2017,65 to 74,168950.71711737168,40
2017,65 to 74,169002.44399795035,41
2017,65 to 74,169054.40294277473,42
2017,65 to 74,169106.57414387175,43
2017,65 to 74,169158.93779326836,44
2017,65 to 74,169211.47408299142,45
2017,65 to 74,169264.1632050679,46
2017,65 to 74,169316.98535152467,47
2017,65 to 74,169369.92071438863,48
2017,65 to 74,169422.94948568675,49
2017,65 to 74,169476.05185744594,50
2017,65 to 74,169529.20802169308,51
2017,65 to 74,169582.39817045507,52
2017,65 to 74,169635.60249575888,53
2017,75 to 84,96247.05378357897,1
2017,75 to 84,96292.18709169043,2
2017,75 to 84,96337.86246253607,3
2017,75 to 84,96384.08902424345,4
2017,75 to 84,96430.87590494013,5
2017,75 to 84,96478.23223275365,6
2017,75 to 84,96526.1671358116,7
2017,75 to 84,96574.6897422415,8
2017,75 to 84,96623.80918017092,9
2017,75 to 84,96673.53457772743,10
2017,75 to 84,96723.87506303856,11
2017,75 to 84,96774.83976423189,12
2017,75 to 84,96826.43780943497,13
2017,75 to 84,96878.67832677535,14
2017,75 to 84,96931.57044438057,15
2017,75 to 84,96985.12329037824,16
2017,75 to 84,97039.34599289585,17
2017,75 to 84,97094.247680061,18
2017,75 to 84,97149.83748000124,19
2017,75 to 84,97206.12452084413,20
2017,75 to 84,97263.1179307172,21
2017,75 to 84,97320.82683774803,22
2017,75 to 84,97379.26037006416,23
2017,75 to 84,97438.42765579316,24
2017,75 to 84,97498.3378230626,25
2017,75 to 84,97559,26
2017,75 to 84,97620.41950153386,27
2017,75 to 84,97682.58638979636,28
2017,75 to 84,97745.48691372058,29
2017,75 to 84,97809.10732223961,30
2017,75 to 84,97873.43386428655,31
2017,75 to 84,97938.4527887945,32
2017,75 to 84,98004.15034469655,33
2017,75 to 84,98070.51278092578,34
2017,75 to 84,98137.52634641531,35
2017,75 to 84,98205.17729009822,36
2017,75 to 84,98273.45186090759,37
2017,75 to 84,98342.33630777652,38
2017,75 to 84,98411.81687963814,39
2017,75 to 84,98481.87982542548,40
2017,75 to 84,98552.51139407168,41
2017,75 to 84,98623.69783450983,42
2017,75 to 84,98695.42539567302,43
2017,75 to 84,98767.68032649433,44
2017,75 to 84,98840.44887590686,45
2017,75 to 84,98913.7172928437,46
2017,75 to 84,98987.47182623798,47
2017,75 to 84,99061.69872502274,48
2017,75 to 84,99136.3842381311,49
2017,75 to 84,99211.51461449615,50
2017,75 to 84,99287.07610305099,51
2017,75 to 84,99363.05495272871,52
2017,75 to 84,99439.4374124624,53
2017,85+,36858.25825886709,1
2017,85+,36873.11445249986,2
2017,85+,36887.76312815488,3
2017,85+,36902.19845639462,4
2017,85+,36916.4146077815,5
2017,85+,36930.405752878,6
2017,85+,36944.16606224656,7
2017,85+,36957.68970644963,8
2017,85+,36970.97085604966,9
2017,85+,36984.003681609094,10
2017,85+,36996.7823536904,11
2017,85+,37009.301042856016,12
2017,85+,37021.5539196684,13
2017,85+,37033.53515468999,14
2017,85+,37045.23891848326,15
2017,85+,37056.65938161063,16
2017,85+,37067.790714634575,17
2017,85+,37078.627088117544,18
2017,85+,37089.16267262198,19
2017,85+,37099.39163871032,20
2017,85+,37109.30815694505,21
2017,85+,37118.9063978886,22
2017,85+,37128.18053210341,23
2017,85+,37137.12473015195,24
2017,85+,37145.73316259666,25
2017,85+,37154,26
2017,85+,37161.92315840166,27
2017,85+,37169.51553575032,28
2017,85+,37176.79377547191,29
2017,85+,37183.774520992345,30
2017,85+,37190.47441573757,31
2017,85+,37196.910103133494,32
2017,85+,37203.09822660605,33
2017,85+,37209.05542958117,34
2017,85+,37214.79835548477,35
2017,85+,37220.34364774278,36
2017,85+,37225.70794978113,37
2017,85+,37230.907905025735,38
2017,85+,37235.96015690253,39
2017,85+,37240.88134883744,40
2017,85+,37245.68812425639,41
2017,85+,37250.39712658531,42
2017,85+,37255.02499925012,43
2017,85+,37259.58838567675,44
2017,85+,37264.10392929112,45
2017,85+,37268.58827351916,46
2017,85+,37273.0580617868,47
2017,85+,37277.52993751997,48
2017,85+,37282.02054414458,49
2017,85+,37286.54652508657,50
2017,85+,37291.124523771854,51
2017,85+,37295.77118362637,52
2017,85+,37300.50314807604,53
2018,0 to 14,368131.05807580095,1
2018,0 to 14,368108.4594461901,2
2018,0 to 14,368085.82333158836,3
2018,0 to 14,368063.2306681529,4
2018,0 to 14,368040.7623920411,5
2018,0 to 14,368018.4994394102,6
2018,0 to 14,367996.5227464175,7
2018,0 to 14,367974.91324922023,8
2018,0 to 14,367953.7518839757,9
2018,0 to 14,367933.11958684126,10
2018,0 to 14,367913.09729397413,11
2018,0 to 14,367893.76594153163,12
2018,0 to 14,367875.206465671,13
2018,0 to 14,367857.49980254954,14
2018,0 to 14,367840.7268883246,15
2018,0 to 14,367824.9686591533,16
2018,0 to 14,367810.30605119315,17
2018,0 to 14,367796.8200006013,18
2018,0 to 14,367784.591443535,19
2018,0 to 14,367773.70131615165,20
2018,0 to 14,367764.23055460845,21
2018,0 to 14,367756.26009506267,22
2018,0 to 14,367749.87087367167,23
2018,0 to 14,367745.1438265927,24
2018,0 to 14,367742.1598899831,25
2018,0 to 14,367741,26
2018,0 to 14,367741.7189437736,27
2018,0 to 14,367744.26691232517,28
2018,0 to 14,367748.56794764864,29
2018,0 to 14,367754.54609173816,30
2018,0 to 14,367762.1253865877,31
2018,0 to 14,367771.22987419134,32
2018,0 to 14,367781.783596543,33
2018,0 to 14,367793.7105956369,34
2018,0 to 14,367806.934913467,35
2018,0 to 14,367821.3805920273,36
2018,0 to 14,367836.97167331184,37
2018,0 to 14,367853.6321993147,38
2018,0 to 14,367871.2862120299,39
2018,0 to 14,367889.85775345156,40
2018,0 to 14,367909.27086557355,41
2018,0 to 14,367929.44959039,42
2018,0 to 14,367950.317969895,43
2018,0 to 14,367971.8000460825,44
2018,0 to 14,367993.8198609466,45
2018,0 to 14,368016.3014564813,46
2018,0 to 14,368039.16887468065,47
2018,0 to 14,368062.34615753865,48
2018,0 to 14,368085.7573470494,49
2018,0 to 14,368109.32648520696,50
2018,0 to 14,368132.97761400527,51
2018,0 to 14,368156.63477543846,52
2018,15 to 44,719679.303695383,1
2018,15 to 44,719707.8070772447,2
2018,15 to 44,719737.5825815297,3
2018,15 to 44,719768.5547625994,4
2018,15 to 44,719800.6481748149,5
2018,15 to 44,719833.7873725377,6
2018,15 to 44,719867.8969101291,7
2018,15 to 44,719902.9013419504,8
2018,15 to 44,719938.7252223631,9
2018,15 to 44,719975.2931057286,10
2018,15 to 44,720012.529546408,11
2018,15 to 44,720050.3590987627,12
2018,15 to 44,720088.7063171542,13
2018,15 to 44,720127.4957559438,14
2018,15 to 44,720166.6519694928,15
2018,15 to 44,720206.0995121625,16
2018,15 to 44,720245.7629383145,17
2018,15 to 44,720285.5668023098,18
2018,15 to 44,720325.4356585101,19
2018,15 to 44,720365.2940612765,20
2018,15 to 44,720405.0665649703,21
2018,15 to 44,720444.6777239532,22
2018,15 to 44,720484.0520925861,23
2018,15 to 44,720523.1142252306,24
2018,15 to 44,720561.7886762482,25
2018,15 to 44,720600,26
2018,15 to 44,720637.6787857398,27
2018,15 to 44,720674.7797622915,28
2018,15 to 44,720711.2636933707,29
2018,15 to 44,720747.091342694,30
2018,15 to 44,720782.2234739771,31
2018,15 to 44,720816.6208509362,32
2018,15 to 44,720850.2442372873,33
2018,15 to 44,720883.0543967467,34
2018,15 to 44,720915.0120930301,35
2018,15 to 44,720946.078089854,36
2018,15 to 44,720976.2131509341,37
2018,15 to 44,721005.3780399867,38
2018,15 to 44,721033.5335207278,39
2018,15 to 44,721060.6403568734,40
2018,15 to 44,721086.6593121397,41
2018,15 to 44,721111.5511502428,42
2018,15 to 44,721135.2766348986,43
2018,15 to 44,721157.7965298232,44
2018,15 to 44,721179.0715987328,45
2018,15 to 44,721199.0626053435,46
2018,15 to 44,721217.7303133713,47
2018,15 to 44,721235.0354865321,48
2018,15 to 44,721250.9388885422,49
2018,15 to 44,721265.4012831177,50
2018,15 to 44,721278.3834339745,51
2018,15 to 44,721289.8461048288,52
2018,45 to 64,484181.4398858778,1
2018,45 to 64,484345.1722435282,2
2018,45 to 64,484508.39981999865,3
2018,45 to 64,484671.0381307357,4
2018,45 to 64,484833.0026911856,5
2018,45 to 64,484994.209016795,6
2018,45 to 64,485154.5726230102,7
2018,45 to 64,485314.0090252778,8
2018,45 to 64,485472.4337390441,9
2018,45 to 64,485629.76227975567,10
2018,45 to 64,485785.91016285896,11
2018,45 to 64,485940.7929038004,12
2018,45 to 64,486094.3260180264,13
2018,45 to 64,486246.42502098344,14
2018,45 to 64,486397.00542811805,15
2018,45 to 64,486545.98275487655,16
2018,45 to 64,486693.2725167055,17
2018,45 to 64,486838.7902290514,18
2018,45 to 64,486982.4514073605,19
2018,45 to 64,487124.17156707944,20
2018,45 to 64,487263.8662236546,21
2018,45 to 64,487401.4508925325,22
2018,45 to 64,487536.8410891595,23
2018,45 to 64,487669.9523289821,24
2018,45 to 64,487800.7001274468,25
2018,45 to 64,487929,26
2018,45 to 64,488054.7887283276,27
2018,45 to 64,488178.0881590735,28
2018,45 to 64,488298.9414051209,29
2018,45 to 64,488417.3915793531,30
2018,45 to 64,488533.4817946533,31
2018,45 to 64,488647.25516390486,32
2018,45 to 64,488758.7547999911,33
2018,45 to 64,488868.0238157952,34
2018,45 to 64,488975.1053242004,35
2018,45 to 64,489080.04243809014,36
2018,45 to 64,489182.87827034754,37
2018,45 to 64,489283.6559338559,38
2018,45 to 64,489382.4185414986,39
2018,45 to 64,489479.2092061588,40
2018,45 to 64,489574.07104071986,41
2018,45 to 64,489667.04715806496,42
2018,45 to 64,489758.18067107745,43
2018,45 to 64,489847.5146926406,44
2018,45 to 64,489935.0923356376,45
2018,45 to 64,490020.9567129518,46
2018,45 to 64,490105.1509374665,47
2018,45 to 64,490187.7181220649,48
2018,45 to 64,490268.70137963037,49
2018,45 to 64,490348.14382304606,50
2018,45 to 64,490426.0885651954,51
2018,45 to 64,490502.5787189615,52
2018,65 to 74,169688.8011896314,1
2018,65 to 74,169741.97444409953,2
2018,65 to 74,169795.1024511902,3
2018,65 to 74,169848.16540293035,4
2018,65 to 74,169901.14349134683,5
2018,65 to 74,169954.0169084666,6
2018,65 to 74,170006.7658463166,7
2018,65 to 74,170059.37049692366,8
2018,65 to 74,170111.81105231476,9
2018,65 to 74,170164.0677045168,10
2018,65 to 74,170216.12064555672,11
2018,65 to 74,170267.9500674614,12
2018,65 to 74,170319.53616225775,13
2018,65 to 74,170370.85912197272,14
2018,65 to 74,170421.8991386332,15
2018,65 to 74,170472.6364042661,16
2018,65 to 74,170523.05111089835,17
2018,65 to 74,170573.12345055686,18
2018,65 to 74,170622.83361526852,19
2018,65 to 74,170672.1617970603,20
2018,65 to 74,170721.08818795907,21
2018,65 to 74,170769.59297999178,22
2018,65 to 74,170817.65636518528,23
2018,65 to 74,170865.25853556657,24
2018,65 to 74,170912.3796831625,25
2018,65 to 74,170959,26
2018,65 to 74,171005.10435213076,27
2018,65 to 74,171050.69630170552,28
2018,65 to 74,171095.78408489976,29
2018,65 to 74,171140.37593788898,30
2018,65 to 74,171184.48009684865,31
2018,65 to 74,171228.10479795432,32
2018,65 to 74,171271.25827738148,33
2018,65 to 74,171313.9487713056,34
2018,65 to 74,171356.18451590213,35
2018,65 to 74,171397.97374734667,36
2018,65 to 74,171439.32470181465,37
2018,65 to 74,171480.2456154816,38
2018,65 to 74,171520.74472452299,39
2018,65 to 74,171560.83026511432,40
2018,65 to 74,171600.5104734311,41
2018,65 to 74,171639.79358564882,42
2018,65 to 74,171678.68783794294,43
2018,65 to 74,171717.20146648903,44
2018,65 to 74,171755.34270746255,45
2018,65 to 74,171793.11979703896,46
2018,65 to 74,171830.54097139384,47
2018,65 to 74,171867.6144667026,48
2018,65 to 74,171904.3485191408,49
2018,65 to 74,171940.75136488388,50
2018,65 to 74,171976.8312401074,51
2018,65 to 74,172012.5963809868,52
2018,75 to 84,99516.20973118515,1
2018,75 to 84,99593.35815783008,2
2018,75 to 84,99670.86894133025,3
2018,75 to 84,99748.72833061877,4
2018,75 to 84,99826.92257462874,5
2018,75 to 84,99905.43792229323,6
2018,75 to 84,99984.26062254536,7
2018,75 to 84,100063.3769243182,8
2018,75 to 84,100142.77307654488,9
2018,75 to 84,100222.43532815845,10
2018,75 to 84,100302.34992809204,11
2018,75 to 84,100382.50312527872,12
2018,75 to 84,100462.88116865158,13
2018,75 to 84,100543.47030714374,14
2018,75 to 84,100624.25678968827,15
2018,75 to 84,100705.22686521828,16
2018,75 to 84,100786.36678266685,17
2018,75 to 84,100867.6627909671,18
2018,75 to 84,100949.10113905209,19
2018,75 to 84,101030.66807585492,20
2018,75 to 84,101112.3498503087,21
2018,75 to 84,101194.13271134651,22
2018,75 to 84,101276.00290790145,23
2018,75 to 84,101357.94668890662,24
2018,75 to 84,101439.9503032951,25
2018,75 to 84,101522,26
2018,75 to 84,101604.08239774703,27
2018,75 to 84,101686.18559443248,28
2018,75 to 84,101768.29805774524,29
2018,75 to 84,101850.40825537422,30
2018,75 to 84,101932.50465500832,31
2018,75 to 84,102014.57572433646,32
2018,75 to 84,102096.60993104755,33
2018,75 to 84,102178.59574283048,34
2018,75 to 84,102260.52162737417,35
2018,75 to 84,102342.37605236752,36
2018,75 to 84,102424.14748549942,37
2018,75 to 84,102505.82439445879,38
2018,75 to 84,102587.39524693454,39
2018,75 to 84,102668.84851061557,40
2018,75 to 84,102750.17265319079,41
2018,75 to 84,102831.3561423491,42
2018,75 to 84,102912.38744577942,43
2018,75 to 84,102993.25503117064,44
2018,75 to 84,103073.94736621168,45
2018,75 to 84,103154.45291859143,46
2018,75 to 84,103234.7601559988,47
2018,75 to 84,103314.8575461227,48
2018,75 to 84,103394.73355665205,49
2018,75 to 84,103474.37665527573,50
2018,75 to 84,103553.77530968266,51
2018,75 to 84,103632.91798756174,52
2018,85+,37305.337060546786,1
2018,85+,37310.28956446454,2
2018,85+,37315.37730325523,3
2018,85+,37320.616920344764,4
2018,85+,37326.02505915909,5
2018,85+,37331.61836312413,6
2018,85+,37337.413475665795,7
2018,85+,37343.42704021003,8
2018,85+,37349.67570018275,9
2018,85+,37356.176099009885,10
2018,85+,37362.94488011736,11
2018,85+,37369.9986869311,12
2018,85+,37377.35416287703,13
2018,85+,37385.02795138108,14
2018,85+,37393.03669586918,15
2018,85+,37401.397039767246,16
2018,85+,37410.125626501205,17
2018,85+,37419.23909949699,18
2018,85+,37428.75410218052,19
2018,85+,37438.687277977726,20
2018,85+,37449.05527031454,21
2018,85+,37459.87472261687,22
2018,85+,37471.16227831066,23
2018,85+,37482.93458082183,24
2018,85+,37495.208273576296,25
2018,85+,37508,26
2018,85+,37521.320885741014,27
2018,85+,37535.15998533606,28
2018,85+,37549.500835544,29
2018,85+,37564.32697312371,30
2018,85+,37579.62193483405,31
2018,85+,37595.36925743391,32
2018,85+,37611.55247768214,33
2018,85+,37628.15513233762,34
2018,85+,37645.16075815921,35
2018,85+,37662.55289190579,36
2018,85+,37680.31507033623,37
2018,85+,37698.4308302094,38
2018,85+,37716.88370828416,39
2018,85+,37735.657241319386,40
2018,85+,37754.73496607396,41
2018,85+,37774.100419306735,42
2018,85+,37793.73713777658,43
2018,85+,37813.628658242385,44
2018,85+,37833.758517463,45
2018,85+,37854.1102521973,46
2018,85+,37874.66739920416,47
2018,85+,37895.41349524245,48
2018,85+,37916.332077071034,49
2018,85+,37937.40668144879,50
2018,85+,37958.62084513458,51
2018,85+,37979.95810488728,52
2019,0 to 14,368180.2220115005,1
2019,0 to 14,368203.6633641855,2
2019,0 to 14,368226.8828754874,3
2019,0 to 14,368249.80458740034,4
2019,0 to 14,368272.3525419183,5
2019,0 to 14,368294.4507810353,6
2019,0 to 14,368316.02334674547,7
2019,0 to 14,368336.9942810427,8
2019,0 to 14,368357.2876259212,9
2019,0 to 14,368376.8274233749,10
2019,0 to 14,368395.5377153979,11
2019,0 to 14,368413.3425439841,12
2019,0 to 14,368430.16595112777,13
2019,0 to 14,368445.93197882274,14
2019,0 to 14,368460.56466906314,15
2019,0 to 14,368473.988063843,16
2019,0 to 14,368486.1262051563,17
2019,0 to 14,368496.90313499724,18
2019,0 to 14,368506.24289535964,19
2019,0 to 14,368514.06952823774,20
2019,0 to 14,368520.3070756254,21
2019,0 to 14,368524.8795795168,22
2019,0 to 14,368527.71108190593,23
2019,0 to 14,368528.7256247868,24
2019,0 to 14,368527.8472501535,25
2019,0 to 14,368525,26
2019,0 to 14,368520.1278599214,27
2019,0 to 14,368513.254589917,28
2019,0 to 14,368504.42389358697,29
2019,0 to 14,368493.6794745316,30
2019,0 to 14,368481.06503635115,31
2019,0 to 14,368466.6242826459,32
2019,0 to 14,368450.400917016,33
2019,0 to 14,368432.43864306196,34
2019,0 to 14,368412.7811643838,35
2019,0 to 14,368391.47218458186,36
2019,0 to 14,368368.55540725647,37
2019,0 to 14,368344.07453600777,38
2019,0 to 14,368318.0732744361,39
2019,0 to 14,368290.59532614175,40
2019,0 to 14,368261.6843947249,41
2019,0 to 14,368231.3841837859,42
2019,0 to 14,368199.73839692486,43
2019,0 to 14,368166.7907377422,44
2019,0 to 14,368132.58490983816,45
2019,0 to 14,368097.1646168129,46
2019,0 to 14,368060.57356226677,47
2019,0 to 14,368022.85544980003,48
2019,0 to 14,367984.05398301285,49
2019,0 to 14,367944.21286550566,50
2019,0 to 14,367903.37580087857,51
2019,0 to 14,367861.5864927319,52
2019,15 to 44,721299.7500593966,1
2019,15 to 44,721308.0560613939,2
2019,15 to 44,721314.724874537,3
2019,15 to 44,721319.7172625418,4
2019,15 to 44,721322.9939891244,5
2019,15 to 44,721324.5158180009,6
2019,15 to 44,721324.2435128874,7
2019,15 to 44,721322.1378374998,8
2019,15 to 44,721318.1595555545,9
2019,15 to 44,721312.2694307673,10
2019,15 to 44,721304.4282268543,11
2019,15 to 44,721294.5967075316,12
2019,15 to 44,721282.7356365154,13
2019,15 to 44,721268.8057775217,14
2019,15 to 44,721252.7678942664,15
2019,15 to 44,721234.5827504658,16
2019,15 to 44,721214.2111098359,17
2019,15 to 44,721191.6137360928,18
2019,15 to 44,721166.7513929525,19
2019,15 to 44,721139.5848441311,20
2019,15 to 44,721110.0748533447,21
2019,15 to 44,721078.1821843093,22
2019,15 to 44,721043.8676007411,23
2019,15 to 44,721007.0918663561,24
2019,15 to 44,720967.8157448703,25
2019,15 to 44,720926,26
2019,15 to 44,720881.6240731789,27
2019,15 to 44,720834.7421167119,28
2019,15 to 44,720785.4269606222,29
2019,15 to 44,720733.7514349323,30
2019,15 to 44,720679.7883696653,31
2019,15 to 44,720623.610594844,32
2019,15 to 44,720565.2909404911,33
2019,15 to 44,720504.9022366296,34
2019,15 to 44,720442.5173132824,35
2019,15 to 44,720378.2090004722,36
2019,15 to 44,720312.0501282219,37
2019,15 to 44,720244.1135265543,38
2019,15 to 44,720174.4720254923,39
2019,15 to 44,720103.1984550587,40
2019,15 to 44,720030.3656452765,41
2019,15 to 44,719956.0464261684,42
2019,15 to 44,719880.3136277574,43
2019,15 to 44,719803.240080066,44
2019,15 to 44,719724.8986131175,45
2019,15 to 44,719645.3620569344,46
2019,15 to 44,719564.7032415398,47
2019,15 to 44,719482.9949969563,48
2019,15 to 44,719400.3101532069,49
2019,15 to 44,719316.7215403145,50
2019,15 to 44,719232.3019883018,51
2019,15 to 44,719147.1243271917,52
2019,45 to 64,490577.65739722777,1
2019,45 to 64,490651.3677128774,2
2019,45 to 64,490723.7527787937,3
2019,45 to 64,490794.8557078599,4
2019,45 to 64,490864.71961295936,5
2019,45 to 64,490933.38760697533,6
2019,45 to 64,491000.90280279104,7
2019,45 to 64,491067.3083132898,8
2019,45 to 64,491132.6472513548,9
2019,45 to 64,491196.96272986947,10
2019,45 to 64,491260.297861717,11
2019,45 to 64,491322.6957597806,12
2019,45 to 64,491384.1995369437,13
2019,45 to 64,491444.8523060894,14
2019,45 to 64,491504.6971801011,15
2019,45 to 64,491563.7772718621,16
2019,45 to 64,491622.1356942555,17
2019,45 to 64,491679.81556016474,18
2019,45 to 64,491736.8599824731,19
2019,45 to 64,491793.3120740637,20
2019,45 to 64,491849.21494781994,21
2019,45 to 64,491904.6117166251,22
2019,45 to 64,491959.54549336236,23
2019,45 to 64,492014.0593909151,24
2019,45 to 64,492068.19652216655,25
2019,45 to 64,492122,26
2019,45 to 64,492175.5045495939,27
2019,45 to 64,492228.71134530765,28
2019,45 to 64,492281.61317379586,29
2019,45 to 64,492334.202821713,30
2019,45 to 64,492386.4730757138,31
2019,45 to 64,492438.4167224527,32
2019,45 to 64,492490.02654858434,33
2019,45 to 64,492541.2953407633,34
2019,45 to 64,492592.21588564414,35
2019,45 to 64,492642.7809698815,36
2019,45 to 64,492692.9833801299,37
2019,45 to 64,492742.8159030439,38
2019,45 to 64,492792.27132527815,39
2019,45 to 64,492841.3424334872,40
2019,45 to 64,492890.0220143256,41
2019,45 to 64,492938.302854448,42
2019,45 to 64,492986.1777405089,43
2019,45 to 64,493033.63945916295,44
2019,45 to 64,493080.6807970646,45
2019,45 to 64,493127.2945408686,46
2019,45 to 64,493173.4734772295,47
2019,45 to 64,493219.21039280173,48
2019,45 to 64,493264.49807424,49
2019,45 to 64,493309.3293081989,50
2019,45 to 64,493353.6968813329,51
2019,45 to 64,493397.5935802967,52
2019,65 to 74,172048.0550236976,1
2019,65 to 74,172083.2154044153,2
2019,65 to 74,172118.0857593154,3
2019,65 to 74,172152.6743245734,4
2019,65 to 74,172186.98933636476,5
2019,65 to 74,172221.039030865,6
2019,65 to 74,172254.83164424964,7
2019,65 to 74,172288.37541269415,8
2019,65 to 74,172321.67857237405,9
2019,65 to 74,172354.7493594648,10
2019,65 to 74,172387.59601014192,11
2019,65 to 74,172420.22676058087,12
2019,65 to 74,172452.6498469572,13
2019,65 to 74,172484.8735054464,14
2019,65 to 74,172516.90597222393,15
2019,65 to 74,172548.75548346533,16
2019,65 to 74,172580.43027534607,17
2019,65 to 74,172611.9385840416,18
2019,65 to 74,172643.28864572753,19
2019,65 to 74,172674.48869657927,20
2019,65 to 74,172705.54697277234,21
2019,65 to 74,172736.47171048223,22
2019,65 to 74,172767.27114588444,23
2019,65 to 74,172797.95351515448,24
2019,65 to 74,172828.52705446785,25
2019,65 to 74,172859,26
2019,65 to 74,172889.38114788727,27
2019,65 to 74,172919.68153410903,28
2019,65 to 74,172949.91275460547,29
2019,65 to 74,172980.08640531683,30
2019,65 to 74,173010.21408218326,31
2019,65 to 74,173040.307381145,32
2019,65 to 74,173070.3778981422,33
2019,65 to 74,173100.43722911508,34
2019,65 to 74,173130.49697000382,35
2019,65 to 74,173160.56871674862,36
2019,65 to 74,173190.6640652897,37
2019,65 to 74,173220.79461156722,38
2019,65 to 74,173250.97195152138,39
2019,65 to 74,173281.2076810924,40
2019,65 to 74,173311.51339622046,41
2019,65 to 74,173341.90069284575,42
2019,65 to 74,173372.38116690848,43
2019,65 to 74,173402.96641434883,44
2019,65 to 74,173433.668031107,45
2019,65 to 74,173464.49761312318,46
2019,65 to 74,173495.46675633756,47
2019,65 to 74,173526.58705669036,48
2019,65 to 74,173557.87011012176,49
2019,65 to 74,173589.32751257194,50
2019,65 to 74,173620.9708599811,51
2019,65 to 74,173652.81174828947,52
2019,75 to 84,103711.79315660188,1
2019,75 to 84,103790.389284492,2
2019,75 to 84,103868.69483892099,3
2019,75 to 84,103946.69828757775,4
2019,75 to 84,104024.38809815119,5
2019,75 to 84,104101.75273833022,6
2019,75 to 84,104178.78067580375,7
2019,75 to 84,104255.46037826069,8
2019,75 to 84,104331.78031338991,9
2019,75 to 84,104407.72894888038,10
2019,75 to 84,104483.29475242094,11
2019,75 to 84,104558.46619170054,12
2019,75 to 84,104633.23173440808,13
2019,75 to 84,104707.57984823245,14
2019,75 to 84,104781.49900086256,15
2019,75 to 84,104854.97765998731,16
2019,75 to 84,104928.00429329564,17
2019,75 to 84,105000.56736847642,18
2019,75 to 84,105072.65535321856,19
2019,75 to 84,105144.25671521098,20
2019,75 to 84,105215.35992214258,21
2019,75 to 84,105285.95344170228,22
2019,75 to 84,105356.02574157895,23
2019,75 to 84,105425.56528946153,24
2019,75 to 84,105494.56055303891,25
2019,75 to 84,105563,26
2019,75 to 84,105630.87565481212,27
2019,75 to 84,105698.19376905626,28
2019,75 to 84,105764.96415109184,29
2019,75 to 84,105831.19660927825,30
2019,75 to 84,105896.90095197492,31
2019,75 to 84,105962.08698754123,32
2019,75 to 84,106026.76452433661,33
2019,75 to 84,106090.94337072046,34
2019,75 to 84,106154.63333505217,35
2019,75 to 84,106217.84422569118,36
2019,75 to 84,106280.58585099687,37
2019,75 to 84,106342.86801932866,38
2019,75 to 84,106404.70053904597,39
2019,75 to 84,106466.09321850818,40
2019,75 to 84,106527.0558660747,41
2019,75 to 84,106587.59829010497,42
2019,75 to 84,106647.73029895837,43
2019,75 to 84,106707.46170099432,44
2019,75 to 84,106766.80230457221,45
