"","age","death_prob_male","death_prob_female","year","region","female","male","total_pop","male_prop","female_prop","death_prop","total_death"
"631",24,0.000427,0.000182,2019,"Wales",17072,18872,35944,0.525038949476964,0.474961050523036,0.000310634542621856,11
"632",25,0.000546,0.000256,2019,"Wales",18203,20214,38417,0.526173308691465,0.473826691308535,0.000408590259520525,16
"633",26,0.000784,0.000378,2019,"Wales",18407,19345,37752,0.512423182877728,0.487576817122272,0.000586043812248358,22
"634",27,0.000862,0.000349,2019,"Wales",18891,19242,38133,0.504602312957281,0.495397687042719,0.000607860986547085,23
"635",28,0.000671,0.00034,2019,"Wales",18816,19806,38622,0.51281652943918,0.48718347056082,0.000509742271244369,20
"636",29,0.000787,0.00037,2019,"Wales",18061,18805,36866,0.510090598383334,0.489909401616666,0.00058270777952585,21
"637",30,0.000633,0.000538,2019,"Wales",18130,18362,36492,0.503178778910446,0.496821221089554,0.000585801983996492,21
"638",31,0.001161,0.000654,2019,"Wales",17658,17908,35566,0.503514592588427,0.496485407411573,0.000909281898442333,32
"639",32,0.001237,0.000417,2019,"Wales",17224,17063,34287,0.497652171376907,0.502347828623093,0.000825074780529064,28
"640",33,0.000941,0.000503,2019,"Wales",17165,17162,34327,0.49995630261893,0.50004369738107,0.000721980860547091,25
"641",34,0.001199,0.000628,2019,"Wales",17290,17102,34392,0.497266806234008,0.502733193765992,0.000911939346359619,31
"642",35,0.001618,0.000797,2019,"Wales",16553,16476,33029,0.49883435768567,0.50116564231433,0.00120654300765994,40
"643",36,0.001421,0.000788,2019,"Wales",16913,16488,33401,0.493637915032484,0.506362084967516,0.00110047280021556,37
"644",37,0.00161,0.001044,2019,"Wales",16735,16347,33082,0.494135783809927,0.505864216190073,0.00132368085363642,44
"645",38,0.001552,0.00112,2019,"Wales",17361,16866,34227,0.492768866684197,0.507231133315803,0.00133287615040757,46
"646",39,0.001679,0.001209,2019,"Wales",17198,16892,34090,0.495511880316808,0.504488119683192,0.0014418905837489,49
"647",40,0.002069,0.001084,2019,"Wales",16161,16204,32365,0.500664297852619,0.499335702147381,0.00157715433338483,51
"648",41,0.001881,0.001091,2019,"Wales",15346,14610,29956,0.487715315796502,0.512284684203498,0.00147629509947924,44
"649",42,0.001971,0.001492,2019,"Wales",15101,14903,30004,0.496700439941341,0.503299560058659,0.0017299195107319,52
"650",43,0.002389,0.001523,2019,"Wales",15544,14933,30477,0.489976047511238,0.510023952488762,0.00194731925714473,59
"651",44,0.002649,0.001347,2019,"Wales",15983,15594,31577,0.493840453494632,0.506159546505368,0.00198998027045001,63
"652",45,0.002945,0.001918,2019,"Wales",16633,16058,32691,0.491205530574164,0.508794469425836,0.00242246807989967,79
"653",46,0.003726,0.001884,2019,"Wales",17911,16838,34749,0.484560706782929,0.515439293217071,0.00277656082189416,96
"654",47,0.003089,0.002228,2019,"Wales",18857,18272,37129,0.492122060922729,0.507877939077271,0.00265171709445447,98
"655",48,0.003757,0.002447,2019,"Wales",20055,19118,39173,0.488040231792306,0.511959768207694,0.00308633270364792,121
"656",49,0.003797,0.002272,2019,"Wales",19562,18532,38094,0.486480810626345,0.513519189373655,0.00301388323620518,115
"657",50,0.004332,0.002308,2019,"Wales",20552,19519,40071,0.487110379077138,0.512889620922862,0.00329391140725213,132
"658",51,0.004435,0.002655,2019,"Wales",20252,19273,39525,0.487615433270082,0.512384566729918,0.00352295547122075,139
"659",52,0.004612,0.003037,2019,"Wales",20765,19709,40474,0.486954588130652,0.513045411869348,0.00380395347630578,154
"660",53,0.005055,0.003059,2019,"Wales",20951,19861,40812,0.486646084484955,0.513353915515045,0.00403034558463197,164
"661",54,0.005406,0.003391,2019,"Wales",21522,20419,41941,0.486850575808874,0.513149424191126,0.00437200391025488,183
"662",55,0.005967,0.003996,2019,"Wales",21447,20337,41784,0.486717403790925,0.513282596209075,0.00495532000287191,207
"663",56,0.006717,0.004125,2019,"Wales",20958,19934,40892,0.4874792135381,0.5125207864619,0.00538854612149076,220
"664",57,0.007047,0.004235,2019,"Wales",20573,19866,40439,0.49125843863597,0.50874156136403,0.00561641872944435,227
"665",58,0.00723,0.005259,2019,"Wales",20250,19006,39256,0.484155288363562,0.515844711636438,0.00621327007336458,244
"666",59,0.007858,0.005838,2019,"Wales",19382,18476,37858,0.488034233187173,0.511965766812827,0.00682382915103809,258
"667",60,0.00918,0.006469,2019,"Wales",19175,18280,37455,0.488052329462021,0.511947670537979,0.00779210986517154,292
"668",61,0.009478,0.006807,2019,"Wales",18878,17959,36837,0.48752612862068,0.51247387137932,0.00810918228954584,299
"669",62,0.010626,0.007086,2019,"Wales",18353,17464,35817,0.487589692045677,0.512410307954323,0.0088120675098417,316
"670",63,0.011871,0.007632,2019,"Wales",17722,16591,34313,0.483519365838021,0.516480634161979,0.00968163859178737,332
"671",64,0.012305,0.008174,2019,"Wales",16981,16305,33286,0.489845580724629,0.510154419275371,0.0101975520939734,339
"672",65,0.01311,0.008997,2019,"Wales",17757,16632,34389,0.483643025386025,0.516356974613975,0.0109862237634127,378
"673",66,0.015278,0.010488,2019,"Wales",17464,16556,34020,0.486654908877131,0.513345091122869,0.0128190770135215,436
"674",67,0.016312,0.010838,2019,"Wales",16923,16091,33014,0.487399285151754,0.512600714848246,0.0135060236869207,446
"675",68,0.017495,0.011256,2019,"Wales",17201,16048,33249,0.482661132665644,0.517338867334356,0.014267322806701,474
"676",69,0.01974,0.01428,2019,"Wales",17375,16634,34009,0.489105824928695,0.510894175071305,0.0169505178041107,576
"677",70,0.021888,0.014634,2019,"Wales",17773,16943,34716,0.488045857817721,0.511954142182279,0.0181742846526097,631
"678",71,0.022972,0.015003,2019,"Wales",18531,17756,36287,0.489321244522832,0.510678755477168,0.0189024009976024,686
"679",72,0.025311,0.017091,2019,"Wales",19643,18575,38218,0.486027526296509,0.513972473703491,0.0210861462661573,806
"680",73,0.027318,0.018868,2019,"Wales",15170,13809,28979,0.47651747817385,0.52348252182615,0.022894572690569,663
"681",74,0.031679,0.02137,2019,"Wales",14710,13543,28253,0.479347325947687,0.520652674052313,0.0263115915831947,743
"682",75,0.033594,0.024544,2019,"Wales",14522,13326,27848,0.478526285550129,0.521473714449871,0.0288746628842287,804
"683",76,0.037099,0.027167,2019,"Wales",13466,12325,25791,0.477879880578496,0.522120119421504,0.0319133029739056,823
"684",77,0.041615,0.029806,2019,"Wales",12377,10817,23194,0.466370613089592,0.533629386910408,0.035313370569975,819
"685",78,0.050979,0.034162,2019,"Wales",11172,9486,20658,0.459192564623875,0.540807435376126,0.0418842413592797,865
"686",79,0.053596,0.039278,2019,"Wales",10747,9368,20115,0.465722097936863,0.534277902063137,0.04594620899826,924
"687",80,0.060071,0.043235,2019,"Wales",10393,8858,19251,0.46013194119786,0.53986805880214,0.0509817813620072,981
"688",81,0.064967,0.050373,2019,"Wales",9872,8134,18006,0.451738309452405,0.548261690547595,0.0569656688881484,1026
"689",82,0.075171,0.054501,2019,"Wales",9372,7321,16693,0.438567064038819,0.561432935961181,0.0635661812136824,1061
"690",83,0.083141,0.062159,2019,"Wales",8711,6697,15408,0.434644340602285,0.565355659397715,0.0712787075545171,1098
"691",84,0.096331,0.069445,2019,"Wales",8000,6054,14054,0.430767041411698,0.569232958588302,0.0810266026753949,1139
"692",85,0.104525,0.078532,2019,"Wales",7308,5133,12441,0.412587412587413,0.587412587412587,0.0892563846153846,1110
"693",86,0.113786,0.088516,2019,"Wales",6725,4604,11329,0.406390678788949,0.593609321211051,0.0987854924529967,1119
"694",87,0.128717,0.101379,2019,"Wales",6115,3934,10049,0.391481739476565,0.608518260523435,0.11208132779381,1126
"695",88,0.142389,0.1129,2019,"Wales",5456,3429,8885,0.385931344963422,0.614068655036578,0.124280729431626,1104
"696",89,0.158088,0.125902,2019,"Wales",4738,2885,7623,0.378459923914469,0.621540076085531,0.138083111111111,1053
"697",90,0.178999,0.140146,2019,"Wales",19684,9269,28953,0.320139536490174,0.679860463509826,0.152584381411253,4418
"698",91,0.189149,0.158526,2019,NA,NA,NA,NA,NA,NA,NA,NA
"699",92,0.219585,0.174162,2019,NA,NA,NA,NA,NA,NA,NA,NA
"700",93,0.241643,0.194189,2019,NA,NA,NA,NA,NA,NA,NA,NA
"701",94,0.255304,0.213476,2019,NA,NA,NA,NA,NA,NA,NA,NA
"702",95,0.286957,0.244025,2019,NA,NA,NA,NA,NA,NA,NA,NA
"703",96,0.294584,0.265654,2019,NA,NA,NA,NA,NA,NA,NA,NA
"704",97,0.323171,0.279737,2019,NA,NA,NA,NA,NA,NA,NA,NA
"705",98,0.35873,0.322377,2019,NA,NA,NA,NA,NA,NA,NA,NA
"706",99,0.382878,0.325581,2019,NA,NA,NA,NA,NA,NA,NA,NA
"707",100,0.352941,0.353303,2019,NA,NA,NA,NA,NA,NA,NA,NA
"708",0,0.004661,0.003284,2020,"Wales",13126,13632,26758,0.509455116226923,0.490544883773077,0.00398551969504447,107
"709",1,0.000197,0.000116,2020,"Wales",13560,14452,28012,0.515921747822362,0.484078252177638,0.000157789661573611,4
"710",2,0.000105,8.8e-05,2020,"Wales",14494,15202,29696,0.511920797413793,0.488079202586207,9.67026535560345e-05,3
"711",3,0.000243,4.3e-05,2020,"Wales",14883,15566,30449,0.511215475056652,0.488784524943348,0.00014524309501133,4
"712",4,5.9e-05,8.2e-05,2020,"Wales",15500,16180,31680,0.510732323232323,0.489267676767677,7.02531565656566e-05,2
"713",5,7.7e-05,2e-05,2020,"Wales",15420,16327,31747,0.514284814313163,0.485715185686837,4.93142344158503e-05,2
"714",6,7.5e-05,5.9e-05,2020,"Wales",15676,16599,32275,0.51429899302866,0.48570100697134,6.72287838884586e-05,2
"715",7,9.3e-05,5.9e-05,2020,"Wales",16077,16915,32992,0.512700048496605,0.487299951503395,7.64318016488846e-05,3
"716",8,5.5e-05,1.9e-05,2020,"Wales",16556,17453,34009,0.513187685612632,0.486812314387368,3.74747566820548e-05,1
"717",9,3.6e-05,5.6e-05,2020,"Wales",16895,17945,34840,0.515068886337543,0.484931113662457,4.56986222732491e-05,2
"718",10,8.8e-05,0.000111,2020,"Wales",16669,17500,34169,0.512160145160818,0.487839854839182,9.92203166613012e-05,3
"719",11,0.000105,3.7e-05,2020,"Wales",16281,17314,33595,0.51537431165352,0.48462568834648,7.20454531924394e-05,2
"720",12,3.5e-05,5.5e-05,2020,"Wales",16744,17595,34339,0.51239115874079,0.48760884125921,4.47521768251842e-05,2
"721",13,0.000107,0.00015,2020,"Wales",16160,16945,33105,0.511856215073252,0.488143784926748,0.00012799018275185,4
"722",14,0.000145,5.7e-05,2020,"Wales",15969,16814,32783,0.512887777201598,0.487112222798402,0.000102134124393741,3
"723",15,7.3e-05,0.000117,2020,"Wales",15353,16161,31514,0.512819699181316,0.487180300818684,9.44359332360221e-05,3
"724",16,0.000204,0.000119,2020,"Wales",15008,15920,30928,0.514743921365753,0.485256078634247,0.000162753233316089,5
"725",17,0.000262,0.00018,2020,"Wales",14582,15669,30251,0.517966348219894,0.482033651780106,0.000222473240554031,7
"726",18,0.000413,0.00014,2020,"Wales",14841,16098,30939,0.520314166585862,0.479685833414138,0.00028204576747794,9
"727",19,0.000581,0.000212,2020,"Wales",16695,18518,35213,0.525885326441939,0.474114673558061,0.000406051685457076,14
"728",20,0.000347,0.000224,2020,"Wales",17788,19618,37406,0.524461316366358,0.475538683633642,0.000288508741913062,11
"729",21,0.000632,0.000203,2020,"Wales",18157,20214,38371,0.526804096843971,0.473195903156029,0.000428998957546063,16
"730",22,0.000519,0.000201,2020,"Wales",18300,20103,38403,0.523474728536833,0.476525271463167,0.000367464963674713,14
"731",23,0.000591,0.000288,2020,"Wales",18041,19962,38003,0.525274320448386,0.474725679551614,0.000447158119095861,17
"732",24,0.000409,0.000255,2020,"Wales",17406,19775,37181,0.531857669239665,0.468142330760335,0.000336906081062908,13
"733",25,0.000559,0.000346,2020,"Wales",17119,18961,36080,0.525526607538803,0.474473392461197,0.000457937167405765,17
"734",26,0.000856,0.000308,2020,"Wales",18258,20279,38537,0.526221553312401,0.473778446687599,0.000596369411215196,23
"735",27,0.000709,0.000231,2020,"Wales",18510,19376,37886,0.511429023913847,0.488570976086153,0.000475463073430819,18
"736",28,0.00064,0.000344,2020,"Wales",19059,19414,38473,0.504613625139708,0.495386374860292,0.000493365633041354,19
"737",29,0.000842,0.000386,2020,"Wales",18912,19797,38709,0.511431450050376,0.488568549949624,0.000619212741222972,24
"738",30,0.00073,0.000497,2020,"Wales",18150,18853,37003,0.509499229792179,0.490500770207821,0.000615713320541578,23
"739",31,0.001114,0.000447,2020,"Wales",18257,18430,36687,0.502357783411018,0.497642216588983,0.000782072641535149,29
"740",32,0.001235,0.000496,2020,"Wales",17766,17987,35753,0.503090649735687,0.496909350264313,0.000867783990154672,31
"741",33,0.000944,0.000526,2020,"Wales",17351,17177,34528,0.49748030583874,0.50251969416126,0.000733946767840593,25
"742",34,0.001282,0.000629,2020,"Wales",17266,17197,34463,0.498998926384819,0.501001073615182,0.000954846298929286,33
"743",35,0.001437,0.00087,2020,"Wales",17459,17087,34546,0.494615874486192,0.505384125513808,0.00115044720083367,40
"744",36,0.001479,0.000806,2020,"Wales",16587,16486,33073,0.498473074713513,0.501526925286487,0.00114147237928219,38
"745",37,0.001498,0.000952,2020,"Wales",17005,16512,33517,0.492645523167348,0.507354476832652,0.00122098445564937,41
"746",38,0.001822,0.001139,2020,"Wales",16796,16343,33139,0.493165152841063,0.506834847158937,0.00147583179939045,49
"747",39,0.001803,0.001252,2020,"Wales",17401,16954,34355,0.493494396739921,0.506505603260079,0.0015239154126037,52
"748",40,0.002059,0.001182,2020,"Wales",17248,16892,34140,0.494786174575278,0.505213825424722,0.00161592747510252,55
"749",41,0.001969,0.001253,2020,"Wales",16212,16157,32369,0.499150421699774,0.500849578300225,0.00161039170193704,52
"750",42,0.002123,0.001616,2020,"Wales",15392,14638,30030,0.487445887445887,0.512554112554113,0.00186313506493506,56
"751",43,0.002304,0.00135,2020,"Wales",15154,14939,30093,0.496427740670588,0.503572259329412,0.00182359206459974,55
"752",44,0.002773,0.001476,2020,"Wales",15549,14903,30452,0.4893931433075,0.5106068566925,0.00211074290686983,64
"753",45,0.003094,0.001709,2020,"Wales",16038,15606,31644,0.493174061433447,0.506825938566553,0.00239204607508532,76
"754",46,0.003845,0.001869,2020,"Wales",16651,16054,32705,0.490872955205626,0.509127044794374,0.00283896495948632,93
"755",47,0.003419,0.002428,2020,"Wales",17947,16843,34790,0.484133371658523,0.515866628341477,0.0029077761713136,101
"756",48,0.004186,0.002636,2020,"Wales",18930,18282,37212,0.491293131247985,0.508706868752015,0.00339750435343438,126
"757",49,0.003947,0.002007,2020,"Wales",20123,19140,39263,0.487481853144182,0.512518146855818,0.00295271479509971,116
"758",50,0.004138,0.002603,2020,"Wales",19639,18581,38220,0.486159079016222,0.513840920983778,0.0033492541862899,128
"759",51,0.004546,0.002748,2020,"Wales",20609,19539,40148,0.486674305071236,0.513325694928764,0.00362304040051808,145
"760",52,0.004694,0.003365,2020,"Wales",20326,19282,39608,0.486820844273884,0.513179155726116,0.00401198490203999,159
"761",53,0.005176,0.003188,2020,"Wales",20813,19760,40573,0.487023389939122,0.512976610060878,0.00415620249919897,169
"762",54,0.005559,0.003427,2020,"Wales",21034,19930,40964,0.486524753442047,0.513475246557953,0.00446427077433844,183
"763",55,0.005672,0.004144,2020,"Wales",21595,20450,42045,0.486383636579855,0.513616363420145,0.00488719419669402,205
"764",56,0.006457,0.004127,2020,"Wales",21513,20368,41881,0.486330316850123,0.513669683149877,0.00526014963826079,220
"765",57,0.006911,0.004116,2020,"Wales",21062,19958,41020,0.486543149683081,0.513456850316919,0.00547588810336421,225
"766",58,0.006863,0.004714,2020,"Wales",20620,19882,40502,0.490889338798084,0.509110661201916,0.00576892118907708,234
"767",59,0.008073,0.005744,2020,"Wales",20291,18985,39276,0.483374070679295,0.516625929320705,0.00686977821061208,270
"768",60,0.009014,0.006349,2020,"Wales",19444,18449,37893,0.486870926028554,0.513129073971446,0.0076465110178661,290
"769",61,0.009337,0.006857,2020,"Wales",19230,18237,37467,0.486748338537913,0.513251661462087,0.00806413587957402,302
"770",62,0.01041,0.007048,2020,"Wales",18884,17965,36849,0.487530190778583,0.512469809221417,0.0086870765013976,320
"771",63,0.011489,0.00776,2020,"Wales",18295,17411,35706,0.48762112810172,0.51237887189828,0.00957833918669131,342
"772",64,0.012288,0.007975,2020,"Wales",17687,16499,34186,0.482624466155736,0.517375533844264,0.0100565593225297,344
"773",65,0.013555,0.00879,2020,"Wales",16893,16222,33115,0.48986863958931,0.51013136041069,0.0111242240676431,368
"774",66,0.015218,0.010715,2020,"Wales",17642,16504,34146,0.483336261934048,0.516663738065952,0.012891463187489,440
"775",67,0.016649,0.011027,2020,"Wales",17314,16390,33704,0.486292428198433,0.513707571801567,0.0137609360313316,464
"776",68,0.017256,0.012384,2020,"Wales",16815,15871,32686,0.485559566787004,0.514440433212996,0.0147496462093863,482
"777",69,0.020067,0.013669,2020,"Wales",17009,15753,32762,0.480831451071363,0.519168548928637,0.0167453596239546,549
"778",70,0.02168,0.014593,2020,"Wales",17162,16323,33485,0.487472002389129,0.512527997610871,0.0180477140809318,604
"779",71,0.023395,0.015843,2020,"Wales",17539,16658,34197,0.487118753106998,0.512881246893002,0.019521720823464,668
"780",72,0.0257,0.017902,2020,"Wales",18214,17377,35591,0.488241409345059,0.511758590654941,0.0217093065100728,773
"781",73,0.026999,0.019565,2020,"Wales",19299,18127,37426,0.48434243573986,0.51565756426014,0.0231656016672901,867
"782",74,0.030668,0.021775,2020,"Wales",14875,13438,28313,0.474622964715855,0.525377035284145,0.0259958220252181,736
"783",75,0.033448,0.024811,2020,"Wales",14334,13103,27437,0.477566789372016,0.522433210627984,0.0289357443598061,794
"784",76,0.038092,0.026948,2020,"Wales",14172,12885,27057,0.476216875485087,0.523783124514913,0.0322549608604058,873
"785",77,0.042381,0.030243,2020,"Wales",13071,11837,24908,0.475228842139072,0.524771157860928,0.0360113276858841,897
"786",78,0.050078,0.034516,2020,"Wales",11956,10349,22305,0.463976686841515,0.536023313158485,0.0417364052006277,931
"787",79,0.053498,0.038355,2020,"Wales",10756,8958,19714,0.45439788982449,0.54560211017551,0.0452359472456123,892
"788",80,0.060333,0.044984,2020,"Wales",10322,8859,19181,0.461863302226161,0.538136697773839,0.0520731398258693,999
"789",81,0.065178,0.049028,2020,"Wales",9925,8332,18257,0.456372898066495,0.543627101933505,0.0563984223037739,1030
"790",82,0.077333,0.055737,2020,"Wales",9385,7588,16973,0.447062982383786,0.552937017616214,0.0653917721675602,1110
"791",83,0.083632,0.063899,2020,"Wales",8826,6749,15575,0.433322632423756,0.566677367576244,0.072449755505618,1128
"792",84,0.096668,0.069253,2020,"Wales",8168,6138,14306,0.429050747937928,0.570949252062072,0.0810154262547183,1159
"793",85,0.103618,0.079173,2020,"Wales",7378,5442,12820,0.424492979719189,0.575507020280811,0.0895497308892356,1148
"794",86,0.114404,0.088455,2020,"Wales",6721,4572,11293,0.404852563534933,0.595147436465067,0.098960519171168,1118
"795",87,0.130952,0.101076,2020,"Wales",6108,4077,10185,0.400294550810015,0.599705449189985,0.1130352,1151
"796",88,0.143942,0.116323,2020,"Wales",5511,3370,8881,0.379461772322937,0.620538227677063,0.126803354689787,1126
"797",89,0.159515,0.125386,2020,"Wales",4794,2922,7716,0.378693623639191,0.621306376360809,0.138310434681182,1067
"798",90,0.180811,0.141937,2020,"Wales",19752,9510,29262,0.324994873897888,0.675005126102112,0.154570850727906,4523
"799",91,0.192533,0.161244,2020,NA,NA,NA,NA,NA,NA,NA,NA
"800",92,0.226808,0.183077,2020,NA,NA,NA,NA,NA,NA,NA,NA
"801",93,0.238138,0.195676,2020,NA,NA,NA,NA,NA,NA,NA,NA
"802",94,0.254175,0.221778,2020,NA,NA,NA,NA,NA,NA,NA,NA
"803",95,0.299715,0.240943,2020,NA,NA,NA,NA,NA,NA,NA,NA
"804",96,0.313646,0.273126,2020,NA,NA,NA,NA,NA,NA,NA,NA
"805",97,0.317682,0.286488,2020,NA,NA,NA,NA,NA,NA,NA,NA
"806",98,0.33694,0.325733,2020,NA,NA,NA,NA,NA,NA,NA,NA
"807",99,0.401973,0.342484,2020,NA,NA,NA,NA,NA,NA,NA,NA
"808",100,0.344554,0.373667,2020,NA,NA,NA,NA,NA,NA,NA,NA
"809",0,0.003558,0.003194,2013,"Scotland",28587,29821,58408,0.510563621421723,0.489436378578277,0.00337984515819751,197
"810",1,0.000248,0.00019,2013,"Scotland",29315,30892,60207,0.513096483797565,0.486903516202435,0.000219759596060259,13
"811",2,0.000187,0.000138,2013,"Scotland",30538,31856,62394,0.510561913004456,0.489438086995544,0.000163017533737218,10
"812",3,0.00011,4.6e-05,2013,"Scotland",29246,30290,59536,0.508767804353668,0.491232195646332,7.85611394786348e-05,5
"813",4,0.000131,0.000102,2013,"Scotland",29998,31135,61133,0.509299396398017,0.490700603601983,0.000116769682495543,7
"814",5,7.7e-05,3.4e-05,2013,"Scotland",29886,30991,60877,0.509075677185144,0.490924322814856,5.58902541189612e-05,3
"815",6,0.000111,3.5e-05,2013,"Scotland",28452,29935,58387,0.512699744806207,0.487300255193793,7.39651806052717e-05,4
"816",7,6.8e-05,7.1e-05,2013,"Scotland",28148,29187,57335,0.50906078311677,0.49093921688323,6.94728176506497e-05,4
"817",8,8.1e-05,1.2e-05,2013,"Scotland",27668,29157,56825,0.513101627804663,0.486898372195337,4.74040123185218e-05,3
"818",9,8.2e-05,2.5e-05,2013,"Scotland",26955,28632,55587,0.515084462194398,0.484915537805602,5.43598143450807e-05,3
"819",10,9.5e-05,2.5e-05,2013,"Scotland",26536,27504,54040,0.508956328645448,0.491043671354552,6.06269430051813e-05,3
"820",11,0.000171,7.6e-05,2013,"Scotland",26270,27439,53709,0.510882719842112,0.489117280157888,0.000124533858385001,7
"821",12,6.1e-05,5.1e-05,2013,"Scotland",27532,28420,55952,0.507935373177009,0.492064626822991,5.60793537317701e-05,3
"822",13,0.000167,0.000162,2013,"Scotland",27821,29483,57304,0.514501605472567,0.485498394527433,0.000164572508027363,9
"823",14,0.000103,6e-05,2013,"Scotland",29146,30543,59689,0.511702323711237,0.488297676288763,8.20031999195832e-05,5
"824",15,0.000134,0.000176,2013,"Scotland",29649,31275,60924,0.513344494780382,0.486655505219618,0.000154439531219224,9
"825",16,0.000227,0.000205,2013,"Scotland",30683,32409,63092,0.51367843783681,0.48632156216319,0.00021630092563241,14
"826",17,0.000413,0.000236,2013,"Scotland",30267,32441,62708,0.517334311411622,0.482665688588378,0.000327568173119857,21
"827",18,0.000467,0.000176,2013,"Scotland",31093,32922,64015,0.514285714285714,0.485714285714286,0.000325657142857143,21
"828",19,0.000641,0.000275,2013,"Scotland",34352,34984,69336,0.504557517018576,0.495442482981424,0.000459668051228799,32
"829",20,0.000591,0.000239,2013,"Scotland",36646,36451,73097,0.498666155929792,0.501333844070208,0.000414530486887287,30
"830",21,0.000698,0.000263,2013,"Scotland",39345,38631,77976,0.495421668205602,0.504578331794398,0.000478508425669437,37
"831",22,0.000507,0.000184,2013,"Scotland",39520,39449,78969,0.49955045650825,0.50044954349175,0.000345354797452165,27
"832",23,0.000591,0.000227,2013,"Scotland",37734,37829,75563,0.500628614533568,0.499371385466432,0.000409228815690219,31
"833",24,0.000564,0.000259,2013,"Scotland",37574,37369,74943,0.49863229387668,0.50136770612332,0.000411082849632387,31
"834",25,0.000727,0.000353,2013,"Scotland",37978,37378,75356,0.496018896969054,0.503981103030946,0.000538511067466426,41
"835",26,0.000722,0.000383,2013,"Scotland",36761,35803,72564,0.493398930599195,0.506601069400805,0.000550262237473127,40
"836",27,0.000844,0.000378,2013,"Scotland",36320,35899,72219,0.497085254572896,0.502914745427104,0.00060964172863097,44
"837",28,0.001004,0.000336,2013,"Scotland",36529,35299,71828,0.491437879378515,0.508562120621485,0.000664280503424848,48
"838",29,0.001042,0.000368,2013,"Scotland",35172,33950,69122,0.491160556696855,0.508839443303145,0.00069904221521368,48
"839",30,0.001086,0.000615,2013,"Scotland",36015,34347,70362,0.488147011170802,0.511852988829198,0.000844917242261448,59
"840",31,0.001179,0.000662,2013,"Scotland",36534,34548,71082,0.486030218620748,0.513969781379252,0.000913277623026927,65
"841",32,0.001357,0.000563,2013,"Scotland",36101,34872,70973,0.491341777859186,0.508658222140814,0.000953125371620194,68
"842",33,0.001303,0.00066,2013,"Scotland",35469,34124,69593,0.490336671791703,0.509663328208297,0.000975286479962065,68
"843",34,0.001381,0.000697,2013,"Scotland",33769,33178,66947,0.495586060615113,0.504413939384887,0.00103598086546074,69
"844",35,0.001775,0.000957,2013,"Scotland",31893,30437,62330,0.488320231028397,0.511679768971603,0.00135644594898123,85
"845",36,0.001603,0.000863,2013,"Scotland",30871,30403,61274,0.496181088226654,0.503818911773346,0.00123017400528772,75
"846",37,0.00191,0.000924,2013,"Scotland",32913,31830,64743,0.491636161438302,0.508363838561698,0.00140875325517817,91
"847",38,0.002083,0.000877,2013,"Scotland",33443,31846,65289,0.48776976213451,0.51223023786549,0.00146525033313422,96
"848",39,0.001831,0.001104,2013,"Scotland",33731,32771,66502,0.492782171964753,0.507217828035247,0.00146225263901838,97
"849",40,0.002478,0.00126,2013,"Scotland",35924,34648,70572,0.490959587371762,0.509040412628238,0.00185798877741881,131
"850",41,0.002227,0.001134,2013,"Scotland",38707,36294,75001,0.483913547819362,0.516086452180638,0.00166291750776656,125
"851",42,0.002743,0.001315,2013,"Scotland",40492,37638,78130,0.481735568923589,0.518264431076411,0.00200291839242289,156
"852",43,0.002677,0.001579,2013,"Scotland",39784,37277,77061,0.483733665537691,0.516266334462309,0.00211013956476038,163
"853",44,0.003197,0.001619,2013,"Scotland",41248,38675,79923,0.483903256884752,0.516096743115248,0.00238259933936414,190
"854",45,0.00288,0.00185,2013,"Scotland",42166,39363,81529,0.482809797740681,0.517190202259319,0.0023472940916729,191
"855",46,0.003192,0.001849,2013,"Scotland",41974,40205,82179,0.489236909672787,0.510763090327213,0.00250604516969055,206
"856",47,0.003388,0.001984,2013,"Scotland",41949,39669,81618,0.486032492832463,0.513967507167537,0.00266638961993678,218
"857",48,0.003855,0.002419,2013,"Scotland",43272,41243,84515,0.487996213689878,0.512003786310122,0.00311976256285866,264
"858",49,0.003772,0.002458,2013,"Scotland",43218,40409,83627,0.483205184928313,0.516794815071687,0.0030929316129958,259
"859",50,0.004002,0.002874,2013,"Scotland",42693,40361,83054,0.485960941074482,0.514039058925518,0.00342216394153202,284
"860",51,0.004368,0.003179,2013,"Scotland",41468,40018,81486,0.491102766119333,0.508897233880667,0.00376292118891589,307
"861",52,0.00491,0.003058,2013,"Scotland",40687,38915,79602,0.488869626391297,0.511130373608703,0.00396338654807668,315
"862",53,0.004625,0.003352,2013,"Scotland",39081,37634,76715,0.490568989115558,0.509431010884442,0.0039764943231441,305
"863",54,0.005755,0.003569,2013,"Scotland",39088,37092,76180,0.486899448674193,0.513100551325807,0.00463336219480179,353
"864",55,0.006155,0.004364,2013,"Scotland",38149,36239,74388,0.487161907834597,0.512838092165403,0.00523650697693176,390
"865",56,0.006667,0.004662,2013,"Scotland",36898,35480,72378,0.490204205697864,0.509795794302136,0.00564485943242422,409
"866",57,0.007314,0.005064,2013,"Scotland",35748,34326,70074,0.489853583354739,0.510146416645261,0.00616617056254816,432
"867",58,0.008242,0.005069,2013,"Scotland",34377,32751,67128,0.487888809438684,0.512111190561316,0.00661707119234894,444
"868",59,0.009042,0.005644,2013,"Scotland",33825,32497,66322,0.489988239196647,0.510011760803353,0.0073089800367902,485
"869",60,0.009622,0.006218,2013,"Scotland",33387,31861,65248,0.48830615497793,0.51169384502207,0.00788019415154487,514
