"","age","death_prob_male","death_prob_female","year","region","female","male","total_pop","male_prop","female_prop","death_prop","total_death"
"1",0,0.004173,0.003099,2013,"Wales",15237,16161,31398,0.514714313013568,0.485285686986432,0.00365180317217657,115
"2",1,0.000357,0.000198,2013,"Wales",15894,16713,32607,0.512558653049959,0.487441346950041,0.000279496825834943,9
"3",2,0.000164,0.000211,2013,"Wales",16324,17163,33487,0.512527249380357,0.487472750619643,0.000186911219279123,6
"4",3,5.4e-05,5.7e-05,2013,"Wales",16018,16851,32869,0.512671514192704,0.487328485807296,5.54619854574219e-05,2
"5",4,1.8e-05,0,2013,"Wales",15735,16697,32432,0.514831031080414,0.485168968919586,9.26695855944746e-06,0
"6",5,9e-05,7.6e-05,2013,"Wales",16252,16958,33210,0.510629328515507,0.489370671484493,8.31488105992171e-05,3
"7",6,3.6e-05,5.7e-05,2013,"Wales",15728,16375,32103,0.510076939849858,0.489923060150142,4.6288384263153e-05,1
"8",7,0.000147,1.9e-05,2013,"Wales",15385,16275,31660,0.514055590650663,0.485944409349337,8.47991156032849e-05,3
"9",8,0.000151,8e-05,2013,"Wales",14807,15667,30474,0.514110389184223,0.485889610815777,0.00011650183763208,4
"10",9,9.6e-05,2e-05,2013,"Wales",14538,15230,29768,0.511623219564633,0.488376780435367,5.88833646869121e-05,2
"11",10,3.9e-05,8.3e-05,2013,"Wales",14132,14990,29122,0.514731131103633,0.485268868896367,6.03518302314401e-05,2
"12",11,8e-05,0.000105,2013,"Wales",14194,15112,29306,0.515662321708865,0.484337678291135,9.21084419572784e-05,3
"13",12,7.9e-05,4.2e-05,2013,"Wales",14693,15882,30575,0.519443990188062,0.480556009811938,6.12194276369583e-05,2
"14",13,0.000156,8.2e-05,2013,"Wales",15211,16140,31351,0.514816114318523,0.485183885681477,0.000120096392459571,4
"15",14,1.9e-05,0.00014,2013,"Wales",15783,16686,32469,0.51390557146817,0.48609442853183,7.78174258523515e-05,3
"16",15,0.000166,0.000154,2013,"Wales",16279,17015,33294,0.511053042590257,0.488946957409743,0.000160132636511083,5
"17",16,0.000178,0.000112,2013,"Wales",16813,17846,34659,0.514902334170057,0.485097665829943,0.000145983554055224,5
"18",17,0.000333,0.000148,2013,"Wales",16262,17634,33896,0.520238376209582,0.479761623790418,0.000244244099598773,8
"19",18,0.00048,9.1e-05,2013,"Wales",16837,17818,34655,0.514153801760208,0.485846198239792,0.000291005828884721,10
"20",19,0.000433,0.00029,2013,"Wales",19038,20401,39439,0.517279849894774,0.482720150105226,0.000363971018534953,14
"21",20,0.000396,0.000161,2013,"Wales",19966,20874,40840,0.511116552399608,0.488883447600392,0.000281112389813908,11
"22",21,0.000546,0.000268,2013,"Wales",20563,20687,41250,0.50150303030303,0.49849696969697,0.000407417842424242,17
"23",22,0.000604,0.000209,2013,"Wales",19898,21394,41292,0.518114889082631,0.481885110917369,0.000413655381187639,17
"24",23,0.000491,0.000228,2013,"Wales",18910,20102,39012,0.515277350558802,0.484722649441198,0.000363517943196965,14
"25",24,0.000505,0.000169,2013,"Wales",18376,19359,37735,0.513025043063469,0.486974956936531,0.000341376414469326,13
"26",25,0.000813,0.000278,2013,"Wales",17702,18691,36393,0.51358777786937,0.48641222213063,0.000552769461160113,20
"27",26,0.000963,0.000298,2013,"Wales",17151,17550,34701,0.50574911385839,0.49425088614161,0.00063432316071583,22
"28",27,0.000817,0.000248,2013,"Wales",16709,17533,34242,0.512032007476199,0.487967992523801,0.000539346212253957,18
"29",28,0.000664,0.000429,2013,"Wales",16838,17196,34034,0.505259446435917,0.494740553564083,0.000547735969912441,19
"30",29,0.001006,0.000436,2013,"Wales",16318,16569,32887,0.503816097546143,0.496183902453857,0.000723175175601301,24
"31",30,0.000924,0.000419,2013,"Wales",16518,16606,33124,0.501328341987683,0.498671658012317,0.00067217081270378,22
"32",31,0.00088,0.000514,2013,"Wales",16512,16368,32880,0.497810218978102,0.502189781021898,0.000696198540145985,23
"33",32,0.001005,0.000491,2013,"Wales",16779,16754,33533,0.499627232875078,0.500372767124922,0.00074780839769779,25
"34",33,0.001104,0.00054,2013,"Wales",16932,16882,33814,0.499260661264565,0.500739338735435,0.000821583012953215,28
"35",34,0.001491,0.000637,2013,"Wales",15892,16019,31911,0.501989909435618,0.498010090564382,0.00106569938265802,34
"36",35,0.001073,0.000662,2013,"Wales",14996,14539,29535,0.492263416285763,0.507736583714237,0.000864320264093448,26
"37",36,0.001199,0.00079,2013,"Wales",14828,14889,29717,0.501026348554699,0.498973651445301,0.000994919776558872,30
"38",37,0.001433,0.000583,2013,"Wales",15187,14895,30082,0.49514659929526,0.50485340070474,0.00100387460940097,30
"39",38,0.001544,0.000773,2013,"Wales",15684,15515,31199,0.497291579858329,0.502708420141671,0.00115641180807077,36
"40",39,0.001904,0.000862,2013,"Wales",16343,15897,32240,0.493083126550869,0.506916873449131,0.00137579261786601,44
"41",40,0.001754,0.000878,2013,"Wales",17506,16758,34264,0.489084753677329,0.510915246322671,0.00130643824422134,45
"42",41,0.002134,0.001056,2013,"Wales",18460,18128,36588,0.495462993331147,0.504537006668853,0.00159010910681098,58
"43",42,0.001966,0.001122,2013,"Wales",19649,18825,38474,0.489291469563861,0.510708530436139,0.0015349620003119,59
"44",43,0.001781,0.001294,2013,"Wales",19149,18365,37514,0.489550567788026,0.510449432211974,0.00153241112651277,57
"45",44,0.00258,0.001326,2013,"Wales",20147,19394,39541,0.490478237778508,0.509521762221492,0.00194105971017425,77
"46",45,0.002334,0.001496,2013,"Wales",19799,19026,38825,0.490045074050225,0.509954925949775,0.00190665777205409,74
"47",46,0.002914,0.001676,2013,"Wales",20446,19621,40067,0.489704744552874,0.510295255447126,0.00228225447375646,91
"48",47,0.002781,0.001521,2013,"Wales",20403,19678,40081,0.490955814475687,0.509044185524313,0.00213960432623937,86
"49",48,0.003391,0.001765,2013,"Wales",21006,20130,41136,0.489352392065344,0.510647607934656,0.00256068698949825,105
"50",49,0.003134,0.001937,2013,"Wales",21060,20177,41237,0.489293595557388,0.510706404442612,0.00252268443388219,104
"51",50,0.003527,0.00264,2013,"Wales",20393,19827,40220,0.492963699651914,0.507036300348086,0.00307725880159125,124
"52",51,0.00349,0.002602,2013,"Wales",20100,19660,39760,0.494466800804829,0.505533199195171,0.00304108651911469,121
"53",52,0.003898,0.003145,2013,"Wales",19820,19010,38830,0.489569920164821,0.510430079835179,0.00351364614988411,136
"54",53,0.00456,0.003043,2013,"Wales",19054,18512,37566,0.492786029920673,0.507213970079327,0.00379055640738966,142
"55",54,0.004497,0.003389,2013,"Wales",18815,18189,37004,0.49154145497784,0.50845854502216,0.00393362793211545,146
"56",55,0.0053,0.003872,2013,"Wales",18551,17823,36374,0.489992852037169,0.510007147962831,0.00457170979270908,166
"57",56,0.00582,0.00451,2013,"Wales",18151,17472,35623,0.490469640400865,0.509530359599135,0.00515251522892513,184
"58",57,0.006378,0.004605,2013,"Wales",17550,16735,34285,0.488114335715327,0.511885664284673,0.00547042671722328,188
"59",58,0.006893,0.004866,2013,"Wales",16976,16443,33419,0.492025494479188,0.507974505520811,0.00586333567730931,196
"60",59,0.007721,0.005581,2013,"Wales",17800,16972,34772,0.488093868629932,0.511906131370068,0.00662552087886806,230
"61",60,0.008728,0.005616,2013,"Wales",17768,16904,34672,0.487540378403323,0.512459621596677,0.00713322565759114,247
"62",61,0.009479,0.006281,2013,"Wales",17203,16631,33834,0.491546964591831,0.508453035408169,0.00785296719276467,266
"63",62,0.010658,0.007415,2013,"Wales",17674,16834,34508,0.487828909238437,0.512171090761563,0.00899702915266025,310
"64",63,0.011477,0.007122,2013,"Wales",18103,17570,35673,0.49252936394472,0.50747063605528,0.00926696537997925,331
"65",64,0.011775,0.007756,2013,"Wales",18639,17982,36621,0.491029737036127,0.508970262963873,0.00972944851314819,356
"66",65,0.012845,0.009608,2013,"Wales",19674,19099,38773,0.492585046295102,0.507414953704898,0.0112024977948572,434
"67",66,0.014208,0.00876,2013,"Wales",20962,20297,41259,0.491941152233452,0.508058847766548,0.0114400953973678,472
"68",67,0.015951,0.010489,2013,"Wales",16362,15497,31859,0.486424558209611,0.513575441790389,0.0131458509369409,419
"69",68,0.016322,0.011837,2013,"Wales",16094,15387,31481,0.488771004733014,0.511228995266986,0.0140291379562276,442
"70",69,0.018981,0.012735,2013,"Wales",16093,15455,31548,0.489888423988842,0.510111576011158,0.0157948430962343,498
"71",70,0.020583,0.013859,2013,"Wales",15179,14461,29640,0.487887989203779,0.512112010796221,0.0171395588394062,508
"72",71,0.023402,0.015822,2013,"Wales",14095,13085,27180,0.481420161883738,0.518579838116262,0.0194711648270787,529
"73",72,0.026583,0.017398,2013,"Wales",12974,11749,24723,0.475225498523642,0.524774501476358,0.0217629462039396,538
"74",73,0.028275,0.020763,2013,"Wales",12745,11733,24478,0.479328376501348,0.520671623498652,0.0243637147642781,596
"75",74,0.031631,0.021044,2013,"Wales",12491,11488,23979,0.479085866800117,0.520914133199883,0.0261160820718128,626
"76",75,0.035267,0.023726,2013,"Wales",12258,10936,23194,0.471501250323359,0.52849874967664,0.0291675959299819,677
"77",76,0.039388,0.026035,2013,"Wales",11620,10231,21851,0.468216557594618,0.531783442405382,0.0322870956935609,706
"78",77,0.044446,0.030422,2013,"Wales",11284,9605,20889,0.459811383982,0.540188616018,0.0368703948489636,770
"79",78,0.046725,0.031172,2013,"Wales",10683,9155,19838,0.461488053231172,0.538511946768828,0.0383495236919044,761
"80",79,0.05387,0.036521,2013,"Wales",10204,8139,18343,0.443711497574006,0.556288502425994,0.0442189507714114,811
"81",80,0.058914,0.043878,2013,"Wales",9806,7664,17470,0.438694905552376,0.561305094447625,0.0504742165998855,882
"82",81,0.064768,0.046498,2013,"Wales",9347,7073,16420,0.430755176613886,0.569244823386114,0.0543678970767357,893
"83",82,0.074179,0.054004,2013,"Wales",8783,6455,15238,0.423612022575141,0.576387977424859,0.0625503725554535,953
"84",83,0.082207,0.062332,2013,"Wales",8229,5830,14059,0.414680987267942,0.585319012732058,0.0705737846219504,992
"85",84,0.089522,0.068051,2013,"Wales",7602,5174,12776,0.404978083907326,0.595021916092674,0.0767462844395742,981
"86",85,0.105087,0.082623,2013,"Wales",6934,4476,11410,0.392287467134093,0.607712532865907,0.0914353456617003,1043
"87",86,0.118286,0.092238,2013,"Wales",6504,3897,10401,0.374675511970003,0.625324488029997,0.101997547735795,1061
"88",87,0.129133,0.097384,2013,"Wales",5814,3463,9277,0.373288778700011,0.626711221299989,0.109235545434947,1013
"89",88,0.140537,0.116107,2013,"Wales",5306,2785,8091,0.344209615622296,0.655790384377704,0.124516040909653,1007
"90",89,0.156385,0.12464,2013,"Wales",4660,2398,7058,0.339756304902239,0.660243695097761,0.135425563899122,956
"91",90,0.173882,0.138758,2013,"Wales",19069,7190,26259,0.273810883887429,0.726189116112571,0.148375333485662,3896
"92",91,0.19476,0.160082,2013,NA,NA,NA,NA,NA,NA,NA,NA
"93",92,0.220005,0.174665,2013,NA,NA,NA,NA,NA,NA,NA,NA
"94",93,0.23783,0.187783,2013,NA,NA,NA,NA,NA,NA,NA,NA
"95",94,0.238955,0.221663,2013,NA,NA,NA,NA,NA,NA,NA,NA
"96",95,0.278481,0.243258,2013,NA,NA,NA,NA,NA,NA,NA,NA
"97",96,0.291326,0.26189,2013,NA,NA,NA,NA,NA,NA,NA,NA
"98",97,0.313725,0.2826,2013,NA,NA,NA,NA,NA,NA,NA,NA
"99",98,0.37619,0.287703,2013,NA,NA,NA,NA,NA,NA,NA,NA
"100",99,0.40146,0.325184,2013,NA,NA,NA,NA,NA,NA,NA,NA
"101",100,0.336391,0.318208,2013,NA,NA,NA,NA,NA,NA,NA,NA
"102",0,0.004245,0.002666,2014,"Wales",14894,15784,30678,0.514505508833692,0.485494491166308,0.0034784041984484,107
"103",1,0.000345,0.000101,2014,"Wales",15390,16261,31651,0.513759438880288,0.486240561119712,0.00022635730308679,7
"104",2,0.000187,0.000157,2014,"Wales",15972,16783,32755,0.512379789345138,0.487620210654862,0.000172371393680354,6
"105",3,7.3e-05,7.6e-05,2014,"Wales",16405,17284,33689,0.513045801300128,0.486954198699872,7.44608625960996e-05,3
"106",4,5.4e-05,5.7e-05,2014,"Wales",16128,16955,33083,0.51249886648732,0.48750113351268,5.5462503400538e-05,2
"107",5,9e-05,0.000114,2014,"Wales",15809,16803,32612,0.515239789034711,0.484760210965289,0.000101634245063167,3
"108",6,5.4e-05,5.7e-05,2014,"Wales",16354,17018,33372,0.509948459786647,0.490051540213353,5.54701546206401e-05,2
"109",7,7.3e-05,1.9e-05,2014,"Wales",15787,16421,32208,0.509842275211128,0.490157724788872,4.65314828614009e-05,1
"110",8,9.2e-05,7.7e-05,2014,"Wales",15440,16346,31786,0.514251557289373,0.485748442710627,8.47137733593406e-05,3
"111",9,9.4e-05,4e-05,2014,"Wales",14865,15687,30552,0.513452474469757,0.486547525530243,6.77264336213668e-05,2
"112",10,1.9e-05,2e-05,2014,"Wales",14607,15286,29893,0.511357173920316,0.488642826079684,1.94886428260797e-05,1
"113",11,0.000117,8.3e-05,2014,"Wales",14202,15089,29291,0.515141169642552,0.484858830357448,0.000100514799767847,3
"114",12,9.9e-05,8.4e-05,2014,"Wales",14249,15178,29427,0.515784823461447,0.484215176538553,9.17367723519217e-05,3
"115",13,7.9e-05,4.2e-05,2014,"Wales",14740,15922,30662,0.519274672232731,0.480725327767269,6.12131628726111e-05,2
"116",14,1.9e-05,0.000103,2014,"Wales",15289,16212,31501,0.514650328560998,0.485349671439002,5.97693724008762e-05,2
"117",15,0.000132,0.000119,2014,"Wales",15855,16755,32610,0.513799448022079,0.486200551977921,0.000125679392824287,4
"118",16,0.000221,0.000173,2014,"Wales",16294,17062,33356,0.511512171723228,0.488487828276772,0.000197552584242715,7
"119",17,0.000409,0.000167,2014,"Wales",16914,17995,34909,0.515483113237274,0.484516886762726,0.00029174691340342,10
"120",18,0.000536,0.000165,2014,"Wales",16581,17975,34556,0.520170158583169,0.479829841416831,0.000357983128834356,12
"121",19,0.000439,0.000313,2014,"Wales",17868,19091,36959,0.516545361075787,0.483454638924213,0.000378084715495549,14
"122",20,0.000295,0.000218,2014,"Wales",19354,21242,40596,0.523253522514533,0.476746477485467,0.000258290521233619,10
"123",21,0.000449,0.000329,2014,"Wales",19605,20775,40380,0.514487369985141,0.485512630014859,0.000390738484398217,16
"124",22,0.000698,0.000279,2014,"Wales",19872,20375,40247,0.506248912962457,0.493751087037543,0.000491118294531269,20
"125",23,0.000549,0.000181,2014,"Wales",19453,20872,40325,0.51759454432734,0.48240545567266,0.000371474792312461,15
"126",24,0.000526,0.000252,2014,"Wales",18557,19634,38191,0.514100180670839,0.485899819329161,0.00039286344950381,15
"127",25,0.000826,0.000258,2014,"Wales",18060,19038,37098,0.513181303574317,0.486818696425683,0.000549486980430212,20
"128",26,0.001022,0.000263,2014,"Wales",17430,18437,35867,0.51403797362478,0.48596202637522,0.000653154821981208,23
"129",27,0.000904,0.000263,2014,"Wales",17024,17351,34375,0.504756363636364,0.495243636363636,0.000586548829090909,20
"130",28,0.000572,0.000389,2014,"Wales",16721,17321,34042,0.508812643205452,0.491187356794548,0.000482112713706598,16
"131",29,0.000979,0.00041,2014,"Wales",16802,17050,33852,0.503663003663004,0.496336996336996,0.000696584249084249,24
"132",30,0.001011,0.000379,2014,"Wales",16245,16428,32673,0.502800477458452,0.497199522541548,0.000696769901753742,23
"133",31,0.000909,0.000436,2014,"Wales",16455,16591,33046,0.502057737698965,0.497942262301035,0.00067347330993161,22
"134",32,0.001017,0.000421,2014,"Wales",16479,16285,32764,0.4970394335246,0.5029605664754,0.000717235502380662,23
"135",33,0.001047,0.000435,2014,"Wales",16802,16754,33556,0.499284777685064,0.500715222314936,0.000740562283943259,25
"136",34,0.001382,0.000718,2014,"Wales",16872,16769,33641,0.498469129930739,0.501530870069261,0.00104898350227401,35
"137",35,0.001219,0.000618,2014,"Wales",15895,16048,31943,0.502394890899415,0.497605109100585,0.000919939329430548,29
"138",36,0.001266,0.000773,2014,"Wales",15042,14573,29615,0.492081715346953,0.507918284653047,0.00101559628566605,30
"139",37,0.001419,0.000512,2014,"Wales",14852,14873,29725,0.500353238015139,0.499646761984861,0.000965820386879731,29
"140",38,0.001723,0.000702,2014,"Wales",15259,14892,30151,0.493913966369275,0.506086033630725,0.00120628615966303,36
"141",39,0.001969,0.000891,2014,"Wales",15718,15515,31233,0.496750232126277,0.503249767873723,0.00142649675023213,45
"142",40,0.001868,0.00107,2014,"Wales",16376,15877,32253,0.492264285492822,0.507735714507178,0.00146282689982327,47
"143",41,0.002283,0.001205,2014,"Wales",17526,16721,34247,0.488247145735393,0.511752854264607,0.00173133042310275,59
"144",42,0.002206,0.001174,2014,"Wales",18505,18147,36652,0.495116228309506,0.504883771690494,0.00168495994761541,62
"145",43,0.002069,0.001297,2014,"Wales",19651,18797,38448,0.488894090719933,0.511105909280067,0.00167442623803579,64
"146",44,0.002388,0.001406,2014,"Wales",19163,18391,37554,0.489721467753102,0.510278532246898,0.00188690648133355,71
"147",45,0.002128,0.001694,2014,"Wales",20139,19394,39533,0.490577492221688,0.509422507778312,0.00190691063162421,75
"148",46,0.002561,0.001571,2014,"Wales",19837,19052,38889,0.489907171693795,0.510092828306205,0.00205600809997686,80
"149",47,0.002918,0.001509,2014,"Wales",20446,19599,40045,0.489424397552753,0.510575602447247,0.00219859897615183,88
"150",48,0.003375,0.001715,2014,"Wales",20445,19716,40161,0.490924030776126,0.509075969223874,0.00252993389108837,102
"151",49,0.003617,0.001793,2014,"Wales",21041,20160,41201,0.489308511929322,0.510691488070678,0.00268549872575908,111
"152",50,0.003539,0.002447,2014,"Wales",21097,20148,41245,0.488495575221239,0.511504424778761,0.00298043716814159,123
"153",51,0.003649,0.002686,2014,"Wales",20406,19864,40270,0.493270424633722,0.506729575366278,0.00316101941892227,127
"154",52,0.003982,0.003074,2014,"Wales",20121,19693,39814,0.494625006279198,0.505374993720802,0.00352311950570151,140
"155",53,0.004259,0.002975,2014,"Wales",19853,19031,38884,0.489430099783973,0.510569900216027,0.00360342824812262,140
"156",54,0.004552,0.003404,2014,"Wales",19088,18509,37597,0.492299917546613,0.507700082453387,0.00396916030534351,149
"157",55,0.005899,0.003658,2014,"Wales",18900,18218,37118,0.490813082601433,0.509186917398567,0.00475791211810981,177
"158",56,0.005722,0.004621,2014,"Wales",18556,17827,36383,0.489981584806091,0.510018415193909,0.00516046972487151,188
"159",57,0.006,0.004527,2014,"Wales",18150,17508,35658,0.490997812552583,0.509002187447417,0.00525023977788995,187
"160",58,0.006343,0.004848,2014,"Wales",17587,16672,34259,0.486645844887475,0.513354155112525,0.00557553553810677,191
"161",59,0.007624,0.005903,2014,"Wales",16981,16415,33396,0.491525931249251,0.508474068750749,0.00674891612767996,225
"162",60,0.008555,0.005955,2014,"Wales",17846,16903,34749,0.486431264209042,0.513568735790958,0.00721972128694351,251
"163",61,0.009407,0.00618,2014,"Wales",17732,16815,34547,0.486728225316236,0.513271774683764,0.00775067198309549,268
"164",62,0.010552,0.007239,2014,"Wales",17254,16591,33845,0.490205347909588,0.509794652090412,0.00886305031762446,300
"165",63,0.011617,0.007218,2014,"Wales",17645,16752,34397,0.487019216792162,0.512980783207838,0.00936039753466872,322
"166",64,0.012227,0.008085,2014,"Wales",18062,17450,35512,0.491383194413156,0.508616805586844,0.0101203091912593,359
"167",65,0.013201,0.009371,2014,"Wales",18573,17938,36511,0.491303990578182,0.508696009421818,0.0112526942839144,411
"168",66,0.014322,0.00934,2014,"Wales",19569,18986,38555,0.49243937232525,0.50756062767475,0.0117933329529244,455
"169",67,0.01601,0.010417,2014,"Wales",20828,20086,40914,0.490932199247201,0.509067800752799,0.0131627837903896,539
"170",68,0.015963,0.011426,2014,"Wales",16206,15323,31529,0.48599701861778,0.51400298138222,0.0136309684734689,430
"171",69,0.018685,0.012735,2014,"Wales",15908,15145,31053,0.487714552539207,0.512285447460793,0.0156369015876083,486
"172",70,0.02168,0.014562,2014,"Wales",15884,15160,31044,0.488339131555212,0.511660868444788,0.01803799793841,560
"173",71,0.022587,0.015531,2014,"Wales",14937,14177,29114,0.486947860136017,0.513052139863983,0.0189669041011197,552
"174",72,0.026106,0.017676,2014,"Wales",13878,12781,26659,0.47942533478375,0.52057466521625,0.021717555572227,579
"175",73,0.028592,0.019567,2014,"Wales",12756,11435,24191,0.472696457360175,0.527303542639825,0.0238330855276756,577
"176",74,0.031197,0.020121,2014,"Wales",12498,11407,23905,0.477180506170257,0.522819493829743,0.0254062512863418,607
"177",75,0.034964,0.022957,2014,"Wales",12247,11108,23355,0.475615499892957,0.524384500107043,0.0286677153072147,670
"178",76,0.0385,0.026382,2014,"Wales",11950,10571,22521,0.469384130367213,0.530615869632787,0.0320699968917899,722
"179",77,0.044939,0.029167,2014,"Wales",11294,9845,21139,0.465726855575004,0.534273144424996,0.036512443966129,772
"180",78,0.047316,0.03182,2014,"Wales",10924,9219,20143,0.457677605123368,0.542322394876632,0.0389121721689917,784
"181",79,0.055378,0.036257,2014,"Wales",10366,8773,19139,0.458383405611578,0.541616594388422,0.045021749098699,862
"182",80,0.057319,0.042353,2014,"Wales",9821,7703,17524,0.439568591645743,0.560431408354257,0.0489315835425702,857
"183",81,0.063678,0.046694,2014,"Wales",9413,7215,16628,0.433906663459225,0.566093336540775,0.0540634707721915,899
"184",82,0.073451,0.053748,2014,"Wales",8918,6609,15527,0.42564564951375,0.57435435048625,0.0621344962323694,965
"185",83,0.07844,0.062615,2014,"Wales",8318,5980,14298,0.418240313330536,0.581759686669464,0.0692336529584557,990
"186",84,0.088742,0.068561,2014,"Wales",7736,5343,13079,0.408517470754645,0.591482529245355,0.0768052910772995,1005
"187",85,0.106339,0.080324,2014,"Wales",7051,4664,11715,0.3981220657277,0.601877934272301,0.0906811455399061,1062
"188",86,0.11352,0.09112,2014,"Wales",6365,4004,10369,0.38615102710001,0.61384897289999,0.0997697830070402,1035
"189",87,0.125423,0.095782,2014,"Wales",5965,3440,9405,0.365762892078682,0.634237107921318,0.106623577884104,1003
"190",88,0.140363,0.115346,2014,"Wales",5208,3020,8228,0.367039377734565,0.632960622265435,0.124528224112786,1025
"191",89,0.154891,0.12578,2014,"Wales",4711,2411,7122,0.33852850322943,0.66147149677057,0.135634903257512,966
"192",90,0.173363,0.140254,2014,"Wales",19606,7680,27286,0.28146302132962,0.71853697867038,0.149572959173202,4081
"193",91,0.201985,0.158322,2014,NA,NA,NA,NA,NA,NA,NA,NA
"194",92,0.212033,0.173981,2014,NA,NA,NA,NA,NA,NA,NA,NA
"195",93,0.229635,0.192417,2014,NA,NA,NA,NA,NA,NA,NA,NA
"196",94,0.252864,0.222765,2014,NA,NA,NA,NA,NA,NA,NA,NA
"197",95,0.276385,0.239603,2014,NA,NA,NA,NA,NA,NA,NA,NA
"198",96,0.284665,0.243682,2014,NA,NA,NA,NA,NA,NA,NA,NA
"199",97,0.306363,0.283658,2014,NA,NA,NA,NA,NA,NA,NA,NA
"200",98,0.341463,0.289622,2014,NA,NA,NA,NA,NA,NA,NA,NA
"201",99,0.384906,0.335625,2014,NA,NA,NA,NA,NA,NA,NA,NA
"202",100,0.293948,0.333333,2014,NA,NA,NA,NA,NA,NA,NA,NA
"203",0,0.004093,0.002671,2015,"Wales",14899,15613,30512,0.511700314630309,0.488299685369691,0.0033986378474043,104
"204",1,0.000348,0.000142,2015,"Wales",15069,15909,30978,0.513558008909549,0.486441991090451,0.000247792949835367,8
"205",2,0.000171,0.000201,2015,"Wales",15557,16360,31917,0.51257950308613,0.48742049691387,0.000185622614907416,6
"206",3,7.5e-05,5.9e-05,2015,"Wales",16096,16871,32967,0.511754178420845,0.488245821579155,6.71880668547335e-05,2
"207",4,0.000109,9.5e-05,2015,"Wales",16516,17385,33901,0.51281673106988,0.48718326893012,0.000102179434234978,3
"208",5,9e-05,0.00015,2015,"Wales",16207,17089,33296,0.51324483421432,0.48675516578568,0.000119205309947141,4
"209",6,0.000107,7.6e-05,2015,"Wales",15926,16852,32778,0.514125327963878,0.485874672036122,9.19378851668802e-05,3
"210",7,7.2e-05,3.8e-05,2015,"Wales",16416,17127,33543,0.510598336463644,0.489401663536356,5.53603434397639e-05,2
"211",8,9.1e-05,3.8e-05,2015,"Wales",15825,16526,32351,0.510834286420822,0.489165713579178,6.50742171803035e-05,2
"212",9,5.5e-05,5.8e-05,2015,"Wales",15541,16411,31952,0.513614171256885,0.486385828743115,5.64591574862293e-05,2
"213",10,3.8e-05,0,2015,"Wales",14950,15735,30685,0.512791266090924,0.487208733909076,1.94860681114551e-05,1
"214",11,0.000134,0.000101,2015,"Wales",14674,15286,29960,0.510213618157543,0.489786381842457,0.000117837049399199,4
"215",12,0.000136,0.000123,2015,"Wales",14259,15184,29443,0.515708317766532,0.484291682233468,0.000129704208130965,4
"216",13,7.9e-05,2.1e-05,2015,"Wales",14324,15252,29576,0.515688395996754,0.484311604003246,5.09099269678117e-05,2
"217",14,5.9e-05,0.000167,2015,"Wales",14760,16012,30772,0.52034316911478,0.47965683088522,0.000110802937735604,3
"218",15,0.000135,8.2e-05,2015,"Wales",15346,16305,31651,0.515149600328584,0.484850399671416,0.000109302928817415,3
"219",16,0.000188,0.000178,2015,"Wales",15927,16830,32757,0.513783313490246,0.486216686509754,0.000183137833134902,6
"220",17,0.000478,0.000173,2015,"Wales",16354,17168,33522,0.512141280353201,0.487858719646799,0.000329203090507726,11
"221",18,0.000545,0.000148,2015,"Wales",17201,18232,35433,0.514548584652725,0.485451415347275,0.000352275788107132,12
"222",19,0.000512,0.000354,2015,"Wales",17637,19316,36953,0.522718047249208,0.477281952750792,0.000436589451465375,16
"223",20,0.000332,0.000204,2015,"Wales",18298,19771,38069,0.519346449867346,0.480653550132654,0.00027047634558302,10
"224",21,0.000488,0.000338,2015,"Wales",19183,21184,40367,0.524785096737434,0.475214903262566,0.000416717764510615,17
"225",22,0.000681,0.000305,2015,"Wales",19110,20287,39397,0.51493768561058,0.48506231438942,0.000498616569789578,20
"226",23,0.000544,0.000219,2015,"Wales",19363,19903,39266,0.506876177863801,0.493123822136199,0.000383734757805735,15
"227",24,0.000587,0.000339,2015,"Wales",19088,20457,39545,0.517309394360855,0.482690605639145,0.000467292729801492,18
"228",25,0.000864,0.000376,2015,"Wales",18241,19361,37602,0.514892824849742,0.485107175150258,0.000627267698526674,24
"229",26,0.000859,0.00019,2015,"Wales",17936,18712,36648,0.51058720803318,0.489412791966819,0.000531582842174198,19
"230",27,0.000982,0.000314,2015,"Wales",17326,18248,35574,0.512958902569292,0.487041097430708,0.000656656546916287,23
"231",28,0.000891,0.000505,2015,"Wales",16987,17240,34227,0.503695912583633,0.496304087416367,0.000699426622257282,24
"232",29,0.001098,0.000491,2015,"Wales",16737,17103,33840,0.50540780141844,0.49459219858156,0.000797782535460993,27
"233",30,0.001016,0.000371,2015,"Wales",16892,16938,33830,0.500679869937925,0.499320130062075,0.000693938516109961,23
"234",31,0.00105,0.00052,2015,"Wales",16234,16393,32627,0.502436632237104,0.497563367762896,0.000786291415085665,26
"235",32,0.00121,0.000415,2015,"Wales",16462,16503,32965,0.500621871682087,0.499378128317913,0.000812994387987259,27
"236",33,0.001302,0.000565,2015,"Wales",16465,16249,32714,0.496698661123678,0.503301338876322,0.000931066913248151,30
"237",34,0.001253,0.000703,2015,"Wales",16885,16746,33631,0.497933454253516,0.502066545746484,0.000976863399839434,33
"238",35,0.001202,0.000554,2015,"Wales",16878,16684,33562,0.497109826589595,0.502890173410405,0.000876127167630058,29
"239",36,0.001478,0.00076,2015,"Wales",15924,16037,31961,0.501767779481243,0.498232220518757,0.00112026926566753,36
