"","year","age","region","female","male","all"
"2295",2019,52,"Wales",20765,19709,40474
"2296",2019,53,"Wales",20951,19861,40812
"2297",2019,54,"Wales",21522,20419,41941
"2298",2019,55,"Wales",21447,20337,41784
"2299",2019,56,"Wales",20958,19934,40892
"2300",2019,57,"Wales",20573,19866,40439
"2301",2019,58,"Wales",20250,19006,39256
"2302",2019,59,"Wales",19382,18476,37858
"2303",2019,60,"Wales",19175,18280,37455
"2304",2019,61,"Wales",18878,17959,36837
"2305",2019,62,"Wales",18353,17464,35817
"2306",2019,63,"Wales",17722,16591,34313
"2307",2019,64,"Wales",16981,16305,33286
"2308",2019,65,"Wales",17757,16632,34389
"2309",2019,66,"Wales",17464,16556,34020
"2310",2019,67,"Wales",16923,16091,33014
"2311",2019,68,"Wales",17201,16048,33249
"2312",2019,69,"Wales",17375,16634,34009
"2313",2019,70,"Wales",17773,16943,34716
"2314",2019,71,"Wales",18531,17756,36287
"2315",2019,72,"Wales",19643,18575,38218
"2316",2019,73,"Wales",15170,13809,28979
"2317",2019,74,"Wales",14710,13543,28253
"2318",2019,75,"Wales",14522,13326,27848
"2319",2019,76,"Wales",13466,12325,25791
"2320",2019,77,"Wales",12377,10817,23194
"2321",2019,78,"Wales",11172,9486,20658
"2322",2019,79,"Wales",10747,9368,20115
"2323",2019,80,"Wales",10393,8858,19251
"2324",2019,81,"Wales",9872,8134,18006
"2325",2019,82,"Wales",9372,7321,16693
"2326",2019,83,"Wales",8711,6697,15408
"2327",2019,84,"Wales",8000,6054,14054
"2328",2019,85,"Wales",7308,5133,12441
"2329",2019,86,"Wales",6725,4604,11329
"2330",2019,87,"Wales",6115,3934,10049
"2331",2019,88,"Wales",5456,3429,8885
"2332",2019,89,"Wales",4738,2885,7623
"2333",2019,90,"Wales",3400,1840,5240
"2334",2020,0,"Wales",13126,13632,26758
"2335",2020,1,"Wales",13560,14452,28012
"2336",2020,2,"Wales",14494,15202,29696
"2337",2020,3,"Wales",14883,15566,30449
"2338",2020,4,"Wales",15500,16180,31680
"2339",2020,5,"Wales",15420,16327,31747
"2340",2020,6,"Wales",15676,16599,32275
"2341",2020,7,"Wales",16077,16915,32992
"2342",2020,8,"Wales",16556,17453,34009
"2343",2020,9,"Wales",16895,17945,34840
"2344",2020,10,"Wales",16669,17500,34169
"2345",2020,11,"Wales",16281,17314,33595
"2346",2020,12,"Wales",16744,17595,34339
"2347",2020,13,"Wales",16160,16945,33105
"2348",2020,14,"Wales",15969,16814,32783
"2349",2020,15,"Wales",15353,16161,31514
"2350",2020,16,"Wales",15008,15920,30928
"2351",2020,17,"Wales",14582,15669,30251
"2352",2020,18,"Wales",14841,16098,30939
"2353",2020,19,"Wales",16695,18518,35213
"2354",2020,20,"Wales",17788,19618,37406
"2355",2020,21,"Wales",18157,20214,38371
"2356",2020,22,"Wales",18300,20103,38403
"2357",2020,23,"Wales",18041,19962,38003
"2358",2020,24,"Wales",17406,19775,37181
"2359",2020,25,"Wales",17119,18961,36080
"2360",2020,26,"Wales",18258,20279,38537
"2361",2020,27,"Wales",18510,19376,37886
"2362",2020,28,"Wales",19059,19414,38473
"2363",2020,29,"Wales",18912,19797,38709
"2364",2020,30,"Wales",18150,18853,37003
"2365",2020,31,"Wales",18257,18430,36687
"2366",2020,32,"Wales",17766,17987,35753
"2367",2020,33,"Wales",17351,17177,34528
"2368",2020,34,"Wales",17266,17197,34463
"2369",2020,35,"Wales",17459,17087,34546
"2370",2020,36,"Wales",16587,16486,33073
"2371",2020,37,"Wales",17005,16512,33517
"2372",2020,38,"Wales",16796,16343,33139
"2373",2020,39,"Wales",17401,16954,34355
"2374",2020,40,"Wales",17248,16892,34140
"2375",2020,41,"Wales",16212,16157,32369
"2376",2020,42,"Wales",15392,14638,30030
"2377",2020,43,"Wales",15154,14939,30093
"2378",2020,44,"Wales",15549,14903,30452
"2379",2020,45,"Wales",16038,15606,31644
"2380",2020,46,"Wales",16651,16054,32705
"2381",2020,47,"Wales",17947,16843,34790
"2382",2020,48,"Wales",18930,18282,37212
"2383",2020,49,"Wales",20123,19140,39263
"2384",2020,50,"Wales",19639,18581,38220
"2385",2020,51,"Wales",20609,19539,40148
"2386",2020,52,"Wales",20326,19282,39608
"2387",2020,53,"Wales",20813,19760,40573
"2388",2020,54,"Wales",21034,19930,40964
"2389",2020,55,"Wales",21595,20450,42045
"2390",2020,56,"Wales",21513,20368,41881
"2391",2020,57,"Wales",21062,19958,41020
"2392",2020,58,"Wales",20620,19882,40502
"2393",2020,59,"Wales",20291,18985,39276
"2394",2020,60,"Wales",19444,18449,37893
"2395",2020,61,"Wales",19230,18237,37467
"2396",2020,62,"Wales",18884,17965,36849
"2397",2020,63,"Wales",18295,17411,35706
"2398",2020,64,"Wales",17687,16499,34186
"2399",2020,65,"Wales",16893,16222,33115
"2400",2020,66,"Wales",17642,16504,34146
"2401",2020,67,"Wales",17314,16390,33704
"2402",2020,68,"Wales",16815,15871,32686
"2403",2020,69,"Wales",17009,15753,32762
"2404",2020,70,"Wales",17162,16323,33485
"2405",2020,71,"Wales",17539,16658,34197
"2406",2020,72,"Wales",18214,17377,35591
"2407",2020,73,"Wales",19299,18127,37426
"2408",2020,74,"Wales",14875,13438,28313
"2409",2020,75,"Wales",14334,13103,27437
"2410",2020,76,"Wales",14172,12885,27057
"2411",2020,77,"Wales",13071,11837,24908
"2412",2020,78,"Wales",11956,10349,22305
"2413",2020,79,"Wales",10756,8958,19714
"2414",2020,80,"Wales",10322,8859,19181
"2415",2020,81,"Wales",9925,8332,18257
"2416",2020,82,"Wales",9385,7588,16973
"2417",2020,83,"Wales",8826,6749,15575
"2418",2020,84,"Wales",8168,6138,14306
"2419",2020,85,"Wales",7378,5442,12820
"2420",2020,86,"Wales",6721,4572,11293
"2421",2020,87,"Wales",6108,4077,10185
"2422",2020,88,"Wales",5511,3370,8881
"2423",2020,89,"Wales",4794,2922,7716
"2424",2020,90,"Wales",3600,1980,5580
"2425",2013,91,"Wales",3920,1660,5580
"2426",2013,92,"Wales",3390,1260,4650
"2427",2013,93,"Wales",2850,960,3810
"2428",2013,94,"Wales",1530,570,2100
"2429",2013,95,"Wales",1180,340,1520
"2430",2013,96,"Wales",930,240,1170
"2431",2013,97,"Wales",690,190,880
"2432",2013,98,"Wales",510,100,610
"2433",2013,99,"Wales",380,80,460
"2434",2013,100,"Wales",220,50,270
"2435",2013,101,"Wales",160,20,180
"2436",2013,102,"Wales",80,10,90
"2437",2013,103,"Wales",60,0,60
"2438",2013,104,"Wales",30,0,30
"2439",2013,105,"Wales",30,0,30
"2440",2014,91,"Wales",3730,1620,5350
"2441",2014,92,"Wales",3320,1300,4620
"2442",2014,93,"Wales",2810,950,3760
"2443",2014,94,"Wales",2280,740,3020
"2444",2014,95,"Wales",1230,420,1650
"2445",2014,96,"Wales",910,240,1150
"2446",2014,97,"Wales",690,170,860
"2447",2014,98,"Wales",490,140,630
"2448",2014,99,"Wales",370,60,430
"2449",2014,100,"Wales",270,50,320
"2450",2014,101,"Wales",140,40,180
"2451",2014,102,"Wales",110,10,120
"2452",2014,103,"Wales",60,0,60
"2453",2014,104,"Wales",30,0,30
"2454",2014,105,"Wales",40,0,40
"2455",2015,91,"Wales",3640,1770,5410
"2456",2015,92,"Wales",3060,1280,4340
"2457",2015,93,"Wales",2650,1020,3670
"2458",2015,94,"Wales",2200,710,2910
"2459",2015,95,"Wales",1710,530,2240
"2460",2015,96,"Wales",910,310,1220
"2461",2015,97,"Wales",670,160,830
"2462",2015,98,"Wales",470,110,580
"2463",2015,99,"Wales",330,90,420
"2464",2015,100,"Wales",250,40,290
"2465",2015,101,"Wales",170,30,200
"2466",2015,102,"Wales",80,20,100
"2467",2015,103,"Wales",50,10,60
"2468",2015,104,"Wales",30,0,30
"2469",2015,105,"Wales",30,0,30
"2470",2016,91,"Wales",3750,1770,5520
"2471",2016,92,"Wales",3030,1420,4450
"2472",2016,93,"Wales",2520,1010,3530
"2473",2016,94,"Wales",2080,760,2840
"2474",2016,95,"Wales",1670,530,2200
"2475",2016,96,"Wales",1300,390,1690
"2476",2016,97,"Wales",670,210,880
"2477",2016,98,"Wales",480,110,590
"2478",2016,99,"Wales",330,70,400
"2479",2016,100,"Wales",220,60,280
"2480",2016,101,"Wales",160,20,180
"2481",2016,102,"Wales",100,20,120
"2482",2016,103,"Wales",50,10,60
"2483",2016,104,"Wales",30,0,30
"2484",2016,105,"Wales",40,0,40
"2485",2017,91,"Wales",3560,1820,5380
"2486",2017,92,"Wales",3110,1390,4500
"2487",2017,93,"Wales",2450,1100,3550
"2488",2017,94,"Wales",1980,740,2720
"2489",2017,95,"Wales",1610,530,2140
"2490",2017,96,"Wales",1250,370,1620
"2491",2017,97,"Wales",930,270,1200
"2492",2017,98,"Wales",480,140,620
"2493",2017,99,"Wales",310,70,380
"2494",2017,100,"Wales",190,40,230
"2495",2017,101,"Wales",130,30,160
"2496",2017,102,"Wales",100,20,120
"2497",2017,103,"Wales",50,10,60
"2498",2017,104,"Wales",20,0,20
"2499",2017,105,"Wales",30,0,30
"2500",2018,91,"Wales",3620,1870,5490
"2501",2018,92,"Wales",2920,1440,4360
"2502",2018,93,"Wales",2530,1070,3600
"2503",2018,94,"Wales",1920,800,2720
"2504",2018,95,"Wales",1530,570,2100
"2505",2018,96,"Wales",1170,380,1550
"2506",2018,97,"Wales",890,250,1140
"2507",2018,98,"Wales",660,180,840
"2508",2018,99,"Wales",310,90,400
"2509",2018,100,"Wales",210,40,250
"2510",2018,101,"Wales",120,30,150
"2511",2018,102,"Wales",90,20,110
"2512",2018,103,"Wales",60,0,60
"2513",2018,104,"Wales",30,0,30
"2514",2018,105,"Wales",30,0,30
"2515",2019,91,"Wales",3430,1840,5270
"2516",2019,92,"Wales",3060,1500,4560
"2517",2019,93,"Wales",2390,1130,3520
"2518",2019,94,"Wales",2040,800,2840
"2519",2019,95,"Wales",1490,590,2080
"2520",2019,96,"Wales",1170,410,1580
"2521",2019,97,"Wales",880,270,1150
"2522",2019,98,"Wales",660,170,830
"2523",2019,99,"Wales",460,130,590
"2524",2019,100,"Wales",210,60,270
"2525",2019,101,"Wales",130,20,150
"2526",2019,102,"Wales",80,20,100
"2527",2019,103,"Wales",60,10,70
"2528",2019,104,"Wales",30,0,30
"2529",2019,105,"Wales",30,0,30
"2530",2020,91,"Wales",3630,1980,5610
"2531",2020,92,"Wales",2840,1450,4290
"2532",2020,93,"Wales",2530,1120,3650
"2533",2020,94,"Wales",1910,820,2730
"2534",2020,95,"Wales",1570,590,2160
"2535",2020,96,"Wales",1120,420,1540
"2536",2020,97,"Wales",850,270,1120
"2537",2020,98,"Wales",620,180,800
"2538",2020,99,"Wales",440,110,550
"2539",2020,100,"Wales",300,70,370
"2540",2020,101,"Wales",140,30,170
"2541",2020,102,"Wales",80,10,90
"2542",2020,103,"Wales",50,10,60
"2543",2020,104,"Wales",30,10,40
"2544",2020,105,"Wales",30,0,30
