"","year","age","region","female","male","all"
"1687",2020,96,"Scotland",1570,550,2120
"1688",2020,97,"Scotland",1100,330,1430
"1689",2020,98,"Scotland",760,240,1000
"1690",2020,99,"Scotland",580,150,730
"1691",2020,100,"Scotland",350,100,450
"1692",2020,101,"Scotland",150,40,190
"1693",2020,102,"Scotland",90,20,110
"1694",2020,103,"Scotland",60,10,70
"1695",2020,104,"Scotland",30,10,40
"1696",2020,105,"Scotland",30,10,40
"1697",2013,0,"Wales",15237,16161,31398
"1698",2013,1,"Wales",15894,16713,32607
"1699",2013,2,"Wales",16324,17163,33487
"1700",2013,3,"Wales",16018,16851,32869
"1701",2013,4,"Wales",15735,16697,32432
"1702",2013,5,"Wales",16252,16958,33210
"1703",2013,6,"Wales",15728,16375,32103
"1704",2013,7,"Wales",15385,16275,31660
"1705",2013,8,"Wales",14807,15667,30474
"1706",2013,9,"Wales",14538,15230,29768
"1707",2013,10,"Wales",14132,14990,29122
"1708",2013,11,"Wales",14194,15112,29306
"1709",2013,12,"Wales",14693,15882,30575
"1710",2013,13,"Wales",15211,16140,31351
"1711",2013,14,"Wales",15783,16686,32469
"1712",2013,15,"Wales",16279,17015,33294
"1713",2013,16,"Wales",16813,17846,34659
"1714",2013,17,"Wales",16262,17634,33896
"1715",2013,18,"Wales",16837,17818,34655
"1716",2013,19,"Wales",19038,20401,39439
"1717",2013,20,"Wales",19966,20874,40840
"1718",2013,21,"Wales",20563,20687,41250
"1719",2013,22,"Wales",19898,21394,41292
"1720",2013,23,"Wales",18910,20102,39012
"1721",2013,24,"Wales",18376,19359,37735
"1722",2013,25,"Wales",17702,18691,36393
"1723",2013,26,"Wales",17151,17550,34701
"1724",2013,27,"Wales",16709,17533,34242
"1725",2013,28,"Wales",16838,17196,34034
"1726",2013,29,"Wales",16318,16569,32887
"1727",2013,30,"Wales",16518,16606,33124
"1728",2013,31,"Wales",16512,16368,32880
"1729",2013,32,"Wales",16779,16754,33533
"1730",2013,33,"Wales",16932,16882,33814
"1731",2013,34,"Wales",15892,16019,31911
"1732",2013,35,"Wales",14996,14539,29535
"1733",2013,36,"Wales",14828,14889,29717
"1734",2013,37,"Wales",15187,14895,30082
"1735",2013,38,"Wales",15684,15515,31199
"1736",2013,39,"Wales",16343,15897,32240
"1737",2013,40,"Wales",17506,16758,34264
"1738",2013,41,"Wales",18460,18128,36588
"1739",2013,42,"Wales",19649,18825,38474
"1740",2013,43,"Wales",19149,18365,37514
"1741",2013,44,"Wales",20147,19394,39541
"1742",2013,45,"Wales",19799,19026,38825
"1743",2013,46,"Wales",20446,19621,40067
"1744",2013,47,"Wales",20403,19678,40081
"1745",2013,48,"Wales",21006,20130,41136
"1746",2013,49,"Wales",21060,20177,41237
"1747",2013,50,"Wales",20393,19827,40220
"1748",2013,51,"Wales",20100,19660,39760
"1749",2013,52,"Wales",19820,19010,38830
"1750",2013,53,"Wales",19054,18512,37566
"1751",2013,54,"Wales",18815,18189,37004
"1752",2013,55,"Wales",18551,17823,36374
"1753",2013,56,"Wales",18151,17472,35623
"1754",2013,57,"Wales",17550,16735,34285
"1755",2013,58,"Wales",16976,16443,33419
"1756",2013,59,"Wales",17800,16972,34772
"1757",2013,60,"Wales",17768,16904,34672
"1758",2013,61,"Wales",17203,16631,33834
"1759",2013,62,"Wales",17674,16834,34508
"1760",2013,63,"Wales",18103,17570,35673
"1761",2013,64,"Wales",18639,17982,36621
"1762",2013,65,"Wales",19674,19099,38773
"1763",2013,66,"Wales",20962,20297,41259
"1764",2013,67,"Wales",16362,15497,31859
"1765",2013,68,"Wales",16094,15387,31481
"1766",2013,69,"Wales",16093,15455,31548
"1767",2013,70,"Wales",15179,14461,29640
"1768",2013,71,"Wales",14095,13085,27180
"1769",2013,72,"Wales",12974,11749,24723
"1770",2013,73,"Wales",12745,11733,24478
"1771",2013,74,"Wales",12491,11488,23979
"1772",2013,75,"Wales",12258,10936,23194
"1773",2013,76,"Wales",11620,10231,21851
"1774",2013,77,"Wales",11284,9605,20889
"1775",2013,78,"Wales",10683,9155,19838
"1776",2013,79,"Wales",10204,8139,18343
"1777",2013,80,"Wales",9806,7664,17470
"1778",2013,81,"Wales",9347,7073,16420
"1779",2013,82,"Wales",8783,6455,15238
"1780",2013,83,"Wales",8229,5830,14059
"1781",2013,84,"Wales",7602,5174,12776
"1782",2013,85,"Wales",6934,4476,11410
"1783",2013,86,"Wales",6504,3897,10401
"1784",2013,87,"Wales",5814,3463,9277
"1785",2013,88,"Wales",5306,2785,8091
"1786",2013,89,"Wales",4660,2398,7058
"1787",2013,90,"Wales",3890,1660,5550
"1788",2014,0,"Wales",14894,15784,30678
"1789",2014,1,"Wales",15390,16261,31651
"1790",2014,2,"Wales",15972,16783,32755
"1791",2014,3,"Wales",16405,17284,33689
"1792",2014,4,"Wales",16128,16955,33083
"1793",2014,5,"Wales",15809,16803,32612
"1794",2014,6,"Wales",16354,17018,33372
"1795",2014,7,"Wales",15787,16421,32208
"1796",2014,8,"Wales",15440,16346,31786
"1797",2014,9,"Wales",14865,15687,30552
"1798",2014,10,"Wales",14607,15286,29893
"1799",2014,11,"Wales",14202,15089,29291
"1800",2014,12,"Wales",14249,15178,29427
"1801",2014,13,"Wales",14740,15922,30662
"1802",2014,14,"Wales",15289,16212,31501
"1803",2014,15,"Wales",15855,16755,32610
"1804",2014,16,"Wales",16294,17062,33356
"1805",2014,17,"Wales",16914,17995,34909
"1806",2014,18,"Wales",16581,17975,34556
"1807",2014,19,"Wales",17868,19091,36959
"1808",2014,20,"Wales",19354,21242,40596
"1809",2014,21,"Wales",19605,20775,40380
"1810",2014,22,"Wales",19872,20375,40247
"1811",2014,23,"Wales",19453,20872,40325
"1812",2014,24,"Wales",18557,19634,38191
"1813",2014,25,"Wales",18060,19038,37098
"1814",2014,26,"Wales",17430,18437,35867
"1815",2014,27,"Wales",17024,17351,34375
"1816",2014,28,"Wales",16721,17321,34042
"1817",2014,29,"Wales",16802,17050,33852
"1818",2014,30,"Wales",16245,16428,32673
"1819",2014,31,"Wales",16455,16591,33046
"1820",2014,32,"Wales",16479,16285,32764
"1821",2014,33,"Wales",16802,16754,33556
"1822",2014,34,"Wales",16872,16769,33641
"1823",2014,35,"Wales",15895,16048,31943
"1824",2014,36,"Wales",15042,14573,29615
"1825",2014,37,"Wales",14852,14873,29725
"1826",2014,38,"Wales",15259,14892,30151
"1827",2014,39,"Wales",15718,15515,31233
"1828",2014,40,"Wales",16376,15877,32253
"1829",2014,41,"Wales",17526,16721,34247
"1830",2014,42,"Wales",18505,18147,36652
"1831",2014,43,"Wales",19651,18797,38448
"1832",2014,44,"Wales",19163,18391,37554
"1833",2014,45,"Wales",20139,19394,39533
"1834",2014,46,"Wales",19837,19052,38889
"1835",2014,47,"Wales",20446,19599,40045
"1836",2014,48,"Wales",20445,19716,40161
"1837",2014,49,"Wales",21041,20160,41201
"1838",2014,50,"Wales",21097,20148,41245
"1839",2014,51,"Wales",20406,19864,40270
"1840",2014,52,"Wales",20121,19693,39814
"1841",2014,53,"Wales",19853,19031,38884
"1842",2014,54,"Wales",19088,18509,37597
"1843",2014,55,"Wales",18900,18218,37118
"1844",2014,56,"Wales",18556,17827,36383
"1845",2014,57,"Wales",18150,17508,35658
"1846",2014,58,"Wales",17587,16672,34259
"1847",2014,59,"Wales",16981,16415,33396
"1848",2014,60,"Wales",17846,16903,34749
"1849",2014,61,"Wales",17732,16815,34547
"1850",2014,62,"Wales",17254,16591,33845
"1851",2014,63,"Wales",17645,16752,34397
"1852",2014,64,"Wales",18062,17450,35512
"1853",2014,65,"Wales",18573,17938,36511
"1854",2014,66,"Wales",19569,18986,38555
"1855",2014,67,"Wales",20828,20086,40914
"1856",2014,68,"Wales",16206,15323,31529
"1857",2014,69,"Wales",15908,15145,31053
"1858",2014,70,"Wales",15884,15160,31044
"1859",2014,71,"Wales",14937,14177,29114
"1860",2014,72,"Wales",13878,12781,26659
"1861",2014,73,"Wales",12756,11435,24191
"1862",2014,74,"Wales",12498,11407,23905
"1863",2014,75,"Wales",12247,11108,23355
"1864",2014,76,"Wales",11950,10571,22521
"1865",2014,77,"Wales",11294,9845,21139
"1866",2014,78,"Wales",10924,9219,20143
"1867",2014,79,"Wales",10366,8773,19139
"1868",2014,80,"Wales",9821,7703,17524
"1869",2014,81,"Wales",9413,7215,16628
"1870",2014,82,"Wales",8918,6609,15527
"1871",2014,83,"Wales",8318,5980,14298
"1872",2014,84,"Wales",7736,5343,13079
"1873",2014,85,"Wales",7051,4664,11715
"1874",2014,86,"Wales",6365,4004,10369
"1875",2014,87,"Wales",5965,3440,9405
"1876",2014,88,"Wales",5208,3020,8228
"1877",2014,89,"Wales",4711,2411,7122
"1878",2014,90,"Wales",3690,1620,5310
"1879",2015,0,"Wales",14899,15613,30512
"1880",2015,1,"Wales",15069,15909,30978
"1881",2015,2,"Wales",15557,16360,31917
"1882",2015,3,"Wales",16096,16871,32967
"1883",2015,4,"Wales",16516,17385,33901
"1884",2015,5,"Wales",16207,17089,33296
"1885",2015,6,"Wales",15926,16852,32778
"1886",2015,7,"Wales",16416,17127,33543
"1887",2015,8,"Wales",15825,16526,32351
"1888",2015,9,"Wales",15541,16411,31952
"1889",2015,10,"Wales",14950,15735,30685
"1890",2015,11,"Wales",14674,15286,29960
"1891",2015,12,"Wales",14259,15184,29443
"1892",2015,13,"Wales",14324,15252,29576
"1893",2015,14,"Wales",14760,16012,30772
"1894",2015,15,"Wales",15346,16305,31651
"1895",2015,16,"Wales",15927,16830,32757
"1896",2015,17,"Wales",16354,17168,33522
"1897",2015,18,"Wales",17201,18232,35433
"1898",2015,19,"Wales",17637,19316,36953
"1899",2015,20,"Wales",18298,19771,38069
"1900",2015,21,"Wales",19183,21184,40367
"1901",2015,22,"Wales",19110,20287,39397
"1902",2015,23,"Wales",19363,19903,39266
"1903",2015,24,"Wales",19088,20457,39545
"1904",2015,25,"Wales",18241,19361,37602
"1905",2015,26,"Wales",17936,18712,36648
"1906",2015,27,"Wales",17326,18248,35574
"1907",2015,28,"Wales",16987,17240,34227
"1908",2015,29,"Wales",16737,17103,33840
"1909",2015,30,"Wales",16892,16938,33830
"1910",2015,31,"Wales",16234,16393,32627
"1911",2015,32,"Wales",16462,16503,32965
"1912",2015,33,"Wales",16465,16249,32714
"1913",2015,34,"Wales",16885,16746,33631
"1914",2015,35,"Wales",16878,16684,33562
"1915",2015,36,"Wales",15924,16037,31961
"1916",2015,37,"Wales",15111,14591,29702
"1917",2015,38,"Wales",14866,14901,29767
"1918",2015,39,"Wales",15270,14805,30075
"1919",2015,40,"Wales",15773,15441,31214
"1920",2015,41,"Wales",16415,15876,32291
"1921",2015,42,"Wales",17597,16721,34318
"1922",2015,43,"Wales",18580,18153,36733
"1923",2015,44,"Wales",19662,18869,38531
"1924",2015,45,"Wales",19218,18385,37603
"1925",2015,46,"Wales",20190,19343,39533
"1926",2015,47,"Wales",19905,19084,38989
"1927",2015,48,"Wales",20437,19632,40069
"1928",2015,49,"Wales",20548,19722,40270
"1929",2015,50,"Wales",21129,20167,41296
"1930",2015,51,"Wales",21109,20141,41250
"1931",2015,52,"Wales",20485,19859,40344
"1932",2015,53,"Wales",20205,19741,39946
"1933",2015,54,"Wales",19851,19009,38860
"1934",2015,55,"Wales",19139,18497,37636
"1935",2015,56,"Wales",18923,18241,37164
"1936",2015,57,"Wales",18622,17818,36440
"1937",2015,58,"Wales",18214,17492,35706
"1938",2015,59,"Wales",17618,16644,34262
"1939",2015,60,"Wales",17012,16348,33360
"1940",2015,61,"Wales",17759,16873,34632
"1941",2015,62,"Wales",17725,16771,34496
"1942",2015,63,"Wales",17209,16515,33724
"1943",2015,64,"Wales",17597,16679,34276
"1944",2015,65,"Wales",17952,17370,35322
"1945",2015,66,"Wales",18447,17800,36247
"1946",2015,67,"Wales",19427,18762,38189
"1947",2015,68,"Wales",20632,19849,40481
"1948",2015,69,"Wales",16028,15081,31109
"1949",2015,70,"Wales",15724,14893,30617
"1950",2015,71,"Wales",15588,14845,30433
"1951",2015,72,"Wales",14677,13861,28538
"1952",2015,73,"Wales",13608,12444,26052
"1953",2015,74,"Wales",12469,11090,23559
"1954",2015,75,"Wales",12202,11035,23237
"1955",2015,76,"Wales",11931,10706,22637
"1956",2015,77,"Wales",11568,10088,21656
"1957",2015,78,"Wales",10971,9372,20343
"1958",2015,79,"Wales",10521,8714,19235
"1959",2015,80,"Wales",9939,8252,18191
"1960",2015,81,"Wales",9374,7214,16588
"1961",2015,82,"Wales",8938,6723,15661
"1962",2015,83,"Wales",8368,6089,14457
"1963",2015,84,"Wales",7738,5478,13216
"1964",2015,85,"Wales",7141,4829,11970
"1965",2015,86,"Wales",6432,4096,10528
"1966",2015,87,"Wales",5734,3498,9232
"1967",2015,88,"Wales",5341,2963,8304
"1968",2015,89,"Wales",4530,2561,7091
"1969",2015,90,"Wales",3610,1770,5380
"1970",2016,0,"Wales",14877,15520,30397
"1971",2016,1,"Wales",15015,15776,30791
"1972",2016,2,"Wales",15189,16118,31307
"1973",2016,3,"Wales",15683,16456,32139
"1974",2016,4,"Wales",16236,16993,33229
"1975",2016,5,"Wales",16610,17464,34074
"1976",2016,6,"Wales",16277,17174,33451
"1977",2016,7,"Wales",16024,16907,32931
"1978",2016,8,"Wales",16479,17182,33661
"1979",2016,9,"Wales",15869,16607,32476
"1980",2016,10,"Wales",15642,16504,32146
"1981",2016,11,"Wales",15040,15805,30845
"1982",2016,12,"Wales",14747,15374,30121
"1983",2016,13,"Wales",14337,15275,29612
"1984",2016,14,"Wales",14373,15302,29675
"1985",2016,15,"Wales",14808,16171,30979
"1986",2016,16,"Wales",15400,16430,31830
"1987",2016,17,"Wales",15949,16908,32857
"1988",2016,18,"Wales",16586,17493,34079
"1989",2016,19,"Wales",17962,19285,37247
"1990",2016,20,"Wales",18129,20262,38391
"1991",2016,21,"Wales",18119,20015,38134
"1992",2016,22,"Wales",18849,21039,39888
"1993",2016,23,"Wales",18899,19913,38812
"1994",2016,24,"Wales",19110,19685,38795
"1995",2016,25,"Wales",18923,20247,39170
"1996",2016,26,"Wales",18110,19329,37439
"1997",2016,27,"Wales",17932,18693,36625
"1998",2016,28,"Wales",17365,18255,35620
"1999",2016,29,"Wales",16953,17274,34227
"2000",2016,30,"Wales",16825,17180,34005
"2001",2016,31,"Wales",16974,16983,33957
"2002",2016,32,"Wales",16299,16461,32760
"2003",2016,33,"Wales",16535,16499,33034
"2004",2016,34,"Wales",16471,16296,32767
"2005",2016,35,"Wales",16996,16835,33831
"2006",2016,36,"Wales",16947,16785,33732
"2007",2016,37,"Wales",15959,16099,32058
"2008",2016,38,"Wales",15203,14622,29825
"2009",2016,39,"Wales",14906,14887,29793
"2010",2016,40,"Wales",15344,14821,30165
"2011",2016,41,"Wales",15831,15440,31271
"2012",2016,42,"Wales",16508,15972,32480
"2013",2016,43,"Wales",17643,16765,34408
"2014",2016,44,"Wales",18613,18191,36804
"2015",2016,45,"Wales",19778,18952,38730
"2016",2016,46,"Wales",19277,18421,37698
"2017",2016,47,"Wales",20270,19397,39667
"2018",2016,48,"Wales",19978,19174,39152
"2019",2016,49,"Wales",20533,19599,40132
"2020",2016,50,"Wales",20639,19714,40353
"2021",2016,51,"Wales",21143,20237,41380
"2022",2016,52,"Wales",21197,20225,41422
"2023",2016,53,"Wales",20584,19930,40514
"2024",2016,54,"Wales",20236,19727,39963
"2025",2016,55,"Wales",19911,19022,38933
"2026",2016,56,"Wales",19176,18459,37635
"2027",2016,57,"Wales",19031,18260,37291
"2028",2016,58,"Wales",18672,17861,36533
"2029",2016,59,"Wales",18239,17497,35736
"2030",2016,60,"Wales",17702,16622,34324
"2031",2016,61,"Wales",17031,16352,33383
"2032",2016,62,"Wales",17792,16844,34636
"2033",2016,63,"Wales",17673,16713,34386
"2034",2016,64,"Wales",17185,16427,33612
"2035",2016,65,"Wales",17548,16567,34115
"2036",2016,66,"Wales",17849,17231,35080
"2037",2016,67,"Wales",18296,17668,35964
"2038",2016,68,"Wales",19246,18565,37811
"2039",2016,69,"Wales",20483,19617,40100
"2040",2016,70,"Wales",15846,14755,30601
"2041",2016,71,"Wales",15486,14573,30059
"2042",2016,72,"Wales",15357,14496,29853
"2043",2016,73,"Wales",14418,13497,27915
"2044",2016,74,"Wales",13331,12073,25404
"2045",2016,75,"Wales",12167,10680,22847
"2046",2016,76,"Wales",11888,10667,22555
"2047",2016,77,"Wales",11617,10291,21908
"2048",2016,78,"Wales",11216,9625,20841
"2049",2016,79,"Wales",10623,8897,19520
"2050",2016,80,"Wales",10087,8253,18340
"2051",2016,81,"Wales",9487,7770,17257
"2052",2016,82,"Wales",8942,6766,15708
"2053",2016,83,"Wales",8430,6259,14689
"2054",2016,84,"Wales",7809,5568,13377
"2055",2016,85,"Wales",7200,4970,12170
"2056",2016,86,"Wales",6541,4366,10907
"2057",2016,87,"Wales",5820,3613,9433
"2058",2016,88,"Wales",5145,3009,8154
"2059",2016,89,"Wales",4694,2547,7241
"2060",2016,90,"Wales",3710,1770,5480
"2061",2017,0,"Wales",14497,15010,29507
"2062",2017,1,"Wales",15069,15750,30819
"2063",2017,2,"Wales",15151,15882,31033
"2064",2017,3,"Wales",15307,16261,31568
"2065",2017,4,"Wales",15811,16602,32413
"2066",2017,5,"Wales",16356,17093,33449
"2067",2017,6,"Wales",16673,17584,34257
"2068",2017,7,"Wales",16349,17265,33614
"2069",2017,8,"Wales",16074,17030,33104
"2070",2017,9,"Wales",16520,17297,33817
"2071",2017,10,"Wales",15943,16706,32649
"2072",2017,11,"Wales",15711,16596,32307
"2073",2017,12,"Wales",15096,15870,30966
"2074",2017,13,"Wales",14802,15500,30302
"2075",2017,14,"Wales",14351,15355,29706
"2076",2017,15,"Wales",14430,15427,29857
"2077",2017,16,"Wales",14848,16253,31101
"2078",2017,17,"Wales",15424,16511,31935
"2079",2017,18,"Wales",16161,17256,33417
"2080",2017,19,"Wales",17634,18897,36531
"2081",2017,20,"Wales",18316,19956,38272
"2082",2017,21,"Wales",17935,20149,38084
"2083",2017,22,"Wales",17606,19648,37254
"2084",2017,23,"Wales",18424,20642,39066
"2085",2017,24,"Wales",18561,19542,38103
"2086",2017,25,"Wales",18887,19458,38345
"2087",2017,26,"Wales",18759,20073,38832
"2088",2017,27,"Wales",18112,19014,37126
"2089",2017,28,"Wales",17953,18521,36474
"2090",2017,29,"Wales",17391,18134,35525
"2091",2017,30,"Wales",16961,17134,34095
"2092",2017,31,"Wales",16880,17107,33987
"2093",2017,32,"Wales",17057,17017,34074
"2094",2017,33,"Wales",16380,16428,32808
"2095",2017,34,"Wales",16685,16476,33161
"2096",2017,35,"Wales",16543,16321,32864
"2097",2017,36,"Wales",17132,16836,33968
"2098",2017,37,"Wales",17014,16839,33853
"2099",2017,38,"Wales",16030,16101,32131
"2100",2017,39,"Wales",15314,14629,29943
"2101",2017,40,"Wales",14953,14896,29849
"2102",2017,41,"Wales",15414,14863,30277
"2103",2017,42,"Wales",15882,15504,31386
"2104",2017,43,"Wales",16566,15951,32517
"2105",2017,44,"Wales",17729,16776,34505
"2106",2017,45,"Wales",18718,18201,36919
"2107",2017,46,"Wales",19876,18994,38870
"2108",2017,47,"Wales",19381,18519,37900
"2109",2017,48,"Wales",20328,19424,39752
"2110",2017,49,"Wales",20031,19174,39205
"2111",2017,50,"Wales",20602,19647,40249
"2112",2017,51,"Wales",20711,19746,40457
"2113",2017,52,"Wales",21249,20300,41549
"2114",2017,53,"Wales",21244,20216,41460
"2115",2017,54,"Wales",20701,19905,40606
"2116",2017,55,"Wales",20332,19766,40098
"2117",2017,56,"Wales",20009,18992,39001
"2118",2017,57,"Wales",19265,18427,37692
"2119",2017,58,"Wales",19097,18241,37338
"2120",2017,59,"Wales",18750,17881,36631
"2121",2017,60,"Wales",18294,17510,35804
"2122",2017,61,"Wales",17715,16610,34325
"2123",2017,62,"Wales",17029,16361,33390
"2124",2017,63,"Wales",17776,16768,34544
"2125",2017,64,"Wales",17632,16661,34293
"2126",2017,65,"Wales",17114,16378,33492
"2127",2017,66,"Wales",17431,16386,33817
"2128",2017,67,"Wales",17754,17063,34817
"2129",2017,68,"Wales",18150,17470,35620
"2130",2017,69,"Wales",19044,18331,37375
"2131",2017,70,"Wales",20255,19301,39556
"2132",2017,71,"Wales",15633,14468,30101
"2133",2017,72,"Wales",15233,14262,29495
"2134",2017,73,"Wales",15127,14142,29269
"2135",2017,74,"Wales",14146,13134,27280
"2136",2017,75,"Wales",13048,11665,24713
"2137",2017,76,"Wales",11863,10315,22178
"2138",2017,77,"Wales",11538,10253,21791
"2139",2017,78,"Wales",11200,9830,21030
"2140",2017,79,"Wales",10781,9163,19944
"2141",2017,80,"Wales",10245,8406,18651
"2142",2017,81,"Wales",9631,7737,17368
"2143",2017,82,"Wales",8993,7225,16218
"2144",2017,83,"Wales",8442,6251,14693
"2145",2017,84,"Wales",7881,5728,13609
"2146",2017,85,"Wales",7248,5013,12261
"2147",2017,86,"Wales",6652,4414,11066
"2148",2017,87,"Wales",5911,3864,9775
"2149",2017,88,"Wales",5289,3173,8462
"2150",2017,89,"Wales",4547,2563,7110
"2151",2017,90,"Wales",3530,1820,5350
"2152",2018,0,"Wales",14185,14882,29067
"2153",2018,1,"Wales",14675,15222,29897
"2154",2018,2,"Wales",15256,15944,31200
"2155",2018,3,"Wales",15296,16065,31361
"2156",2018,4,"Wales",15477,16438,31915
"2157",2018,5,"Wales",15919,16753,32672
"2158",2018,6,"Wales",16442,17261,33703
"2159",2018,7,"Wales",16764,17732,34496
"2160",2018,8,"Wales",16511,17338,33849
"2161",2018,9,"Wales",16194,17182,33376
"2162",2018,10,"Wales",16609,17395,34004
"2163",2018,11,"Wales",16013,16810,32823
"2164",2018,12,"Wales",15820,16665,32485
"2165",2018,13,"Wales",15191,15979,31170
"2166",2018,14,"Wales",14876,15655,30531
"2167",2018,15,"Wales",14435,15485,29920
"2168",2018,16,"Wales",14491,15512,30003
"2169",2018,17,"Wales",14934,16339,31273
"2170",2018,18,"Wales",15637,16806,32443
"2171",2018,19,"Wales",17061,18683,35744
"2172",2018,20,"Wales",18170,19504,37674
"2173",2018,21,"Wales",18159,20097,38256
"2174",2018,22,"Wales",17549,19966,37515
"2175",2018,23,"Wales",17293,19166,36459
"2176",2018,24,"Wales",18184,20374,38558
"2177",2018,25,"Wales",18414,19465,37879
"2178",2018,26,"Wales",18835,19285,38120
"2179",2018,27,"Wales",18827,19900,38727
"2180",2018,28,"Wales",18017,18819,36836
"2181",2018,29,"Wales",18004,18435,36439
"2182",2018,30,"Wales",17508,18001,35509
"2183",2018,31,"Wales",17123,17026,34149
"2184",2018,32,"Wales",17044,17228,34272
"2185",2018,33,"Wales",17199,17067,34266
"2186",2018,34,"Wales",16469,16438,32907
"2187",2018,35,"Wales",16741,16401,33142
"2188",2018,36,"Wales",16624,16345,32969
"2189",2018,37,"Wales",17333,16902,34235
"2190",2018,38,"Wales",17087,16878,33965
"2191",2018,39,"Wales",16112,16135,32247
"2192",2018,40,"Wales",15354,14625,29979
"2193",2018,41,"Wales",14998,14935,29933
"2194",2018,42,"Wales",15497,14910,30407
"2195",2018,43,"Wales",15915,15598,31513
"2196",2018,44,"Wales",16608,16021,32629
"2197",2018,45,"Wales",17852,16815,34667
"2198",2018,46,"Wales",18776,18233,37009
"2199",2018,47,"Wales",19978,19054,39032
"2200",2018,48,"Wales",19487,18522,38009
"2201",2018,49,"Wales",20393,19474,39867
"2202",2018,50,"Wales",20139,19238,39377
"2203",2018,51,"Wales",20712,19646,40358
"2204",2018,52,"Wales",20848,19804,40652
"2205",2018,53,"Wales",21385,20352,41737
"2206",2018,54,"Wales",21351,20305,41656
"2207",2018,55,"Wales",20855,19896,40751
"2208",2018,56,"Wales",20460,19848,40308
"2209",2018,57,"Wales",20129,19009,39138
"2210",2018,58,"Wales",19328,18456,37784
"2211",2018,59,"Wales",19167,18285,37452
"2212",2018,60,"Wales",18810,17904,36714
"2213",2018,61,"Wales",18349,17516,35865
"2214",2018,62,"Wales",17714,16620,34334
"2215",2018,63,"Wales",17004,16339,33343
"2216",2018,64,"Wales",17786,16719,34505
"2217",2018,65,"Wales",17562,16611,34173
"2218",2018,66,"Wales",17016,16271,33287
"2219",2018,67,"Wales",17333,16241,33574
"2220",2018,68,"Wales",17569,16874,34443
"2221",2018,69,"Wales",17993,17229,35222
"2222",2018,70,"Wales",18828,18043,36871
"2223",2018,71,"Wales",19947,18981,38928
"2224",2018,72,"Wales",15387,14140,29527
"2225",2018,73,"Wales",14958,13916,28874
"2226",2018,74,"Wales",14800,13756,28556
"2227",2018,75,"Wales",13808,12738,26546
"2228",2018,76,"Wales",12712,11247,23959
"2229",2018,77,"Wales",11523,9897,21420
"2230",2018,78,"Wales",11154,9811,20965
"2231",2018,79,"Wales",10786,9377,20163
"2232",2018,80,"Wales",10334,8660,18994
"2233",2018,81,"Wales",9841,7864,17705
"2234",2018,82,"Wales",9207,7202,16409
"2235",2018,83,"Wales",8501,6622,15123
"2236",2018,84,"Wales",7851,5671,13522
"2237",2018,85,"Wales",7305,5157,12462
"2238",2018,86,"Wales",6668,4457,11125
"2239",2018,87,"Wales",6039,3902,9941
"2240",2018,88,"Wales",5306,3339,8645
"2241",2018,89,"Wales",4620,2664,7284
"2242",2018,90,"Wales",3590,1870,5460
"2243",2019,0,"Wales",13406,14328,27734
"2244",2019,1,"Wales",14333,15068,29401
"2245",2019,2,"Wales",14749,15415,30164
"2246",2019,3,"Wales",15379,16072,31451
"2247",2019,4,"Wales",15378,16204,31582
"2248",2019,5,"Wales",15587,16522,32109
"2249",2019,6,"Wales",16014,16842,32856
"2250",2019,7,"Wales",16521,17384,33905
"2251",2019,8,"Wales",16812,17842,34654
"2252",2019,9,"Wales",16585,17419,34004
"2253",2019,10,"Wales",16240,17225,33465
"2254",2019,11,"Wales",16674,17503,34177
"2255",2019,12,"Wales",16102,16883,32985
"2256",2019,13,"Wales",15908,16747,32655
"2257",2019,14,"Wales",15265,16057,31322
"2258",2019,15,"Wales",14960,15809,30769
"2259",2019,16,"Wales",14531,15594,30125
"2260",2019,17,"Wales",14553,15620,30173
"2261",2019,18,"Wales",15200,16696,31896
"2262",2019,19,"Wales",16691,18197,34888
"2263",2019,20,"Wales",17583,19496,37079
"2264",2019,21,"Wales",18126,19642,37768
"2265",2019,22,"Wales",17867,19906,37773
"2266",2019,23,"Wales",17397,19658,37055
"2267",2019,24,"Wales",17072,18872,35944
"2268",2019,25,"Wales",18203,20214,38417
"2269",2019,26,"Wales",18407,19345,37752
"2270",2019,27,"Wales",18891,19242,38133
"2271",2019,28,"Wales",18816,19806,38622
"2272",2019,29,"Wales",18061,18805,36866
"2273",2019,30,"Wales",18130,18362,36492
"2274",2019,31,"Wales",17658,17908,35566
"2275",2019,32,"Wales",17224,17063,34287
"2276",2019,33,"Wales",17165,17162,34327
"2277",2019,34,"Wales",17290,17102,34392
"2278",2019,35,"Wales",16553,16476,33029
"2279",2019,36,"Wales",16913,16488,33401
"2280",2019,37,"Wales",16735,16347,33082
"2281",2019,38,"Wales",17361,16866,34227
"2282",2019,39,"Wales",17198,16892,34090
"2283",2019,40,"Wales",16161,16204,32365
"2284",2019,41,"Wales",15346,14610,29956
"2285",2019,42,"Wales",15101,14903,30004
"2286",2019,43,"Wales",15544,14933,30477
"2287",2019,44,"Wales",15983,15594,31577
"2288",2019,45,"Wales",16633,16058,32691
"2289",2019,46,"Wales",17911,16838,34749
"2290",2019,47,"Wales",18857,18272,37129
"2291",2019,48,"Wales",20055,19118,39173
"2292",2019,49,"Wales",19562,18532,38094
"2293",2019,50,"Wales",20552,19519,40071
"2294",2019,51,"Wales",20252,19273,39525
