"","WeekEnding","Deaths","Gender","WeekNumber","Year","Country"
"1864",2018-11-04,4814.19581410475,"Female",44,2018,"EW"
"1865",2018-11-11,5150.85581432772,"Female",45,2018,"EW"
"1866",2018-11-18,5007.38967493991,"Female",46,2018,"EW"
"1867",2018-11-25,5017.92076288071,"Female",47,2018,"EW"
"1868",2018-12-02,5124.41706945561,"Female",48,2018,"EW"
"1869",2018-12-09,5229.09025958856,"Female",49,2018,"EW"
"1870",2018-12-16,5551.07320414344,"Female",50,2018,"EW"
"1871",2018-12-23,4971.76561188395,"Female",51,2018,"EW"
"1872",2018-12-31,4750.99416923476,"Female",53,2018,"EW"
"1873",2019-01-07,6359.99257669644,"Female",1,2019,"EW"
"1874",2019-01-14,6247.61107078264,"Female",2,2019,"EW"
"1875",2019-01-21,5881.12582238857,"Female",3,2019,"EW"
"1876",2019-01-28,5764.20633937116,"Female",4,2019,"EW"
"1877",2019-02-04,5737.02841196372,"Female",5,2019,"EW"
"1878",2019-02-11,5961.98613522295,"Female",6,2019,"EW"
"1879",2019-02-18,5838.69760108041,"Female",7,2019,"EW"
"1880",2019-02-25,5608.713256374,"Female",8,2019,"EW"
"1881",2019-03-04,5488.64470870025,"Female",9,2019,"EW"
"1882",2019-03-11,5329.01694672625,"Female",10,2019,"EW"
"1883",2019-03-18,5308.36622159602,"Female",11,2019,"EW"
"1884",2019-03-25,5073.61146135023,"Female",12,2019,"EW"
"1885",2019-04-01,4962.38909918373,"Female",13,2019,"EW"
"1886",2019-04-08,5168.6659611566,"Female",14,2019,"EW"
"1887",2019-04-15,4820.87416989263,"Female",15,2019,"EW"
"1888",2019-04-22,4579.38254877692,"Female",16,2019,"EW"
"1889",2019-04-29,5454.61604316323,"Female",17,2019,"EW"
"1890",2019-05-06,5197.1095467913,"Female",18,2019,"EW"
"1891",2019-05-13,4628.24606121681,"Female",19,2019,"EW"
"1892",2019-05-20,5292.54469230678,"Female",20,2019,"EW"
"1893",2019-05-27,4675.56642320007,"Female",21,2019,"EW"
"1894",2019-06-03,4420.96804054873,"Female",22,2019,"EW"
"1895",2019-06-10,4922.27278486756,"Female",23,2019,"EW"
"1896",2019-06-17,4611.34315234306,"Female",24,2019,"EW"
"1897",2019-06-24,4625.16218593507,"Female",25,2019,"EW"
"1898",2019-07-01,4565.38419721089,"Female",26,2019,"EW"
"1899",2019-07-08,4547.43805146078,"Female",27,2019,"EW"
"1900",2019-07-15,4497.46709548798,"Female",28,2019,"EW"
"1901",2019-07-22,4536.17461614986,"Female",29,2019,"EW"
"1902",2019-07-29,4562.63035828038,"Female",30,2019,"EW"
"1903",2019-08-05,4555.23397988337,"Female",31,2019,"EW"
"1904",2019-08-12,4458.37541314797,"Female",32,2019,"EW"
"1905",2019-08-19,4399.35474653356,"Female",33,2019,"EW"
"1906",2019-08-26,4203.11522170901,"Female",34,2019,"EW"
"1907",2019-09-02,4409.82868149923,"Female",35,2019,"EW"
"1908",2019-09-09,4845.48258873681,"Female",36,2019,"EW"
"1909",2019-09-16,4675.44504518644,"Female",37,2019,"EW"
"1910",2019-09-23,4687.84510223754,"Female",38,2019,"EW"
"1911",2019-09-30,4727.88883157773,"Female",39,2019,"EW"
"1912",2019-10-07,4918.75992130558,"Female",40,2019,"EW"
"1913",2019-10-14,5030.37469019741,"Female",41,2019,"EW"
"1914",2019-10-21,5059.49641994503,"Female",42,2019,"EW"
"1915",2019-10-28,5041.75041719456,"Female",43,2019,"EW"
"1916",2019-11-04,5315.01503081038,"Female",44,2019,"EW"
"1917",2019-11-11,5401.29150038026,"Female",45,2019,"EW"
"1918",2019-11-18,5406.29418632737,"Female",46,2019,"EW"
"1919",2019-11-25,5401.5230079547,"Female",47,2019,"EW"
"1920",2019-12-02,5421.32806756813,"Female",48,2019,"EW"
"1921",2019-12-09,5454.03352643736,"Female",49,2019,"EW"
"1922",2019-12-16,6122.06843892788,"Female",50,2019,"EW"
"1923",2019-12-23,5037.23207645142,"Female",51,2019,"EW"
"1924",2019-12-31,5574.69003172684,"Female",53,2019,"EW"
"1925",2020-01-07,7192.77650035662,"Female",1,2020,"EW"
"1926",2020-01-14,6908.5414895867,"Female",2,2020,"EW"
"1927",2020-01-21,6141.36074829381,"Female",3,2020,"EW"
"1928",2020-01-28,5850.8114356054,"Female",4,2020,"EW"
"1929",2020-02-04,5689.09030228737,"Female",5,2020,"EW"
"1930",2020-02-11,5490.72822988033,"Female",6,2020,"EW"
"1931",2020-02-18,5422.63526215591,"Female",7,2020,"EW"
"1932",2020-02-25,5380.37795181712,"Female",8,2020,"EW"
"1933",2020-03-03,5406.60220171278,"Female",9,2020,"EW"
"1934",2020-03-10,5456.60974278953,"Female",10,2020,"EW"
"1935",2020-03-17,5372.7459991409,"Female",11,2020,"EW"
"1936",2020-03-24,5102.97768921778,"Female",12,2020,"EW"
"1937",2020-03-31,6667.41904573701,"Female",13,2020,"EW"
"1938",2020-04-07,8108.20618614345,"Female",14,2020,"EW"
"1939",2020-04-14,9959.922390447,"Female",15,2020,"EW"
"1940",2020-04-21,11121.5882170834,"Female",16,2020,"EW"
"1941",2020-04-28,10038.5847995286,"Female",17,2020,"EW"
"1942",2020-05-05,7299.23876556056,"Female",18,2020,"EW"
"1943",2020-05-12,6843.51261636359,"Female",19,2020,"EW"
"1944",2020-05-19,6939.48627918889,"Female",20,2020,"EW"
"1945",2020-05-26,5302.74343306152,"Female",21,2020,"EW"
"1946",2020-06-02,5167.19596524118,"Female",22,2020,"EW"
"1947",2020-06-09,5241.62430947204,"Female",23,2020,"EW"
"1948",2020-06-16,4708.70621378045,"Female",24,2020,"EW"
"1949",2020-06-23,4480.94150596042,"Female",25,2020,"EW"
"1950",2020-06-30,4520.17499269894,"Female",26,2020,"EW"
"1951",2020-07-07,4354.3964241182,"Female",27,2020,"EW"
"1952",2020-07-14,4368.4463079127,"Female",28,2020,"EW"
"1953",2020-07-21,4449.9291314031,"Female",29,2020,"EW"
"1954",2020-07-28,4375.01500904048,"Female",30,2020,"EW"
"1955",2020-08-04,4389.41024934477,"Female",31,2020,"EW"
"1956",2020-08-11,4530.42271078192,"Female",32,2020,"EW"
"1957",2020-08-18,4768.0155256032,"Female",33,2020,"EW"
"1958",2020-08-25,4712.40148418071,"Female",34,2020,"EW"
"1959",2020-09-01,3938.4864093943,"Female",35,2020,"EW"
"1960",2020-09-08,4348.45754296565,"Female",36,2020,"EW"
"1961",2020-09-15,4833.03327297047,"Female",37,2020,"EW"
"1962",2020-09-22,4647.68050217791,"Female",38,2020,"EW"
"1963",2020-09-29,4828.437138143,"Female",39,2020,"EW"
"1964",2020-10-06,4823.39601813676,"Female",40,2020,"EW"
"1965",2020-10-13,5078.40444528661,"Female",41,2020,"EW"
"1966",2020-10-20,5354.65383920027,"Female",42,2020,"EW"
"1967",2020-10-27,5274.4262620518,"Female",43,2020,"EW"
"1968",2020-11-03,5587.2154566166,"Female",44,2020,"EW"
"1969",2020-11-10,5895.00928757619,"Female",45,2020,"EW"
"1970",2020-11-17,5971.47917150427,"Female",46,2020,"EW"
"1971",2020-11-24,6014.03321008058,"Female",47,2020,"EW"
"1972",2020-12-01,6008.641632488,"Female",48,2020,"EW"
"1973",2020-12-08,5931.41192177357,"Female",49,2020,"EW"
"1974",2020-12-15,6219.18298362521,"Female",50,2020,"EW"
"1975",2020-12-22,6111.96401544521,"Female",51,2020,"EW"
"1976",2020-12-30,5426.85421021609,"Female",53,2020,"EW"
"1977",2021-01-07,9187.98553481558,"Female",1,2021,"EW"
"1978",2021-01-14,8930.368806649,"Female",2,2021,"EW"
"1979",2021-01-21,9066.5342607866,"Female",3,2021,"EW"
"1980",2021-01-28,9163.3571239654,"Female",4,2021,"EW"
"1981",2021-02-04,8664.69030457642,"Female",5,2021,"EW"
"1982",2021-02-11,7649.65133702895,"Female",6,2021,"EW"
"1983",2021-02-18,6868.06586334249,"Female",7,2021,"EW"
"1984",2021-02-25,6280.18141951412,"Female",8,2021,"EW"
"1985",2021-03-04,5709.2084586015,"Female",9,2021,"EW"
"1986",2021-03-11,5453.12760322215,"Female",10,2021,"EW"
"1987",2021-03-18,5078.90211976366,"Female",11,2021,"EW"
"1988",2021-03-25,5002.40385941416,"Female",12,2021,"EW"
"1989",2021-04-01,4148.1734046801,"Female",13,2021,"EW"
"1990",2021-04-08,4395.92001457652,"Female",14,2021,"EW"
"1991",2021-04-15,5153.42933584703,"Female",15,2021,"EW"
"1992",2021-04-22,4975.178968566,"Female",16,2021,"EW"
"1993",2021-04-29,4783.80231175432,"Female",17,2021,"EW"
"1994",2021-05-06,3826.43977275491,"Female",18,2021,"EW"
"1995",2021-05-13,4884.44151267922,"Female",19,2021,"EW"
"1996",2021-05-20,4805.05073629459,"Female",20,2021,"EW"
"1997",2021-05-27,4804.59169374686,"Female",21,2021,"EW"
"1998",2021-06-03,3733.34925256623,"Female",22,2021,"EW"
"1999",2021-06-10,4878.46902193408,"Female",23,2021,"EW"
"2000",2021-06-17,4814.49769176729,"Female",24,2021,"EW"
"2001",2021-06-24,4277.16994860629,"Female",25,2021,"EW"
"2002",2021-07-01,4196.66507940507,"Female",26,2021,"EW"
"2003",2021-07-08,4743.37964630965,"Female",27,2021,"EW"
"2004",2021-07-15,4789.70846363669,"Female",28,2021,"EW"
"2005",2021-07-22,4782.31711138925,"Female",29,2021,"EW"
"2006",2021-07-29,4954.57119576307,"Female",30,2021,"EW"
"2007",2021-08-05,5052.40393646108,"Female",31,2021,"EW"
"2008",2021-08-12,5156.52442865493,"Female",32,2021,"EW"
"2009",2021-08-19,4882.58289702423,"Female",33,2021,"EW"
"2010",2021-08-26,5077.08275875822,"Female",34,2021,"EW"
"2011",2021-09-02,4369.59335657302,"Female",35,2021,"EW"
"2012",2021-09-09,5206.85868375422,"Female",36,2021,"EW"
"2013",2021-09-16,5520.23721453268,"Female",37,2021,"EW"
"2014",2021-09-23,5246.11374091404,"Female",38,2021,"EW"
"2015",2021-09-30,5195.75971685536,"Female",39,2021,"EW"
"2016",2021-10-07,5195.52669195645,"Female",40,2021,"EW"
"2017",2021-10-14,5477.96733456058,"Female",41,2021,"EW"
"2018",2021-10-21,5516.17248291988,"Female",42,2021,"EW"
"2019",2021-10-28,5332.26401655842,"Female",43,2021,"EW"
"2020",2021-11-04,5635.1008969117,"Female",44,2021,"EW"
"2021",2021-11-11,5872.85134623293,"Female",45,2021,"EW"
"2022",2021-11-18,6026.51995722344,"Female",46,2021,"EW"
"2023",2021-11-25,5692.29039921658,"Female",47,2021,"EW"
"2024",2021-12-02,5757.99483075039,"Female",48,2021,"EW"
"2025",2021-12-09,5853.51453434117,"Female",49,2021,"EW"
"2026",2021-12-16,6058.50388319651,"Female",50,2021,"EW"
"2027",2021-12-23,6576.17838768428,"Female",51,2021,"EW"
"2028",2021-12-31,5133.92333973991,"Female",53,2021,"EW"
"2081",2013-01-07,5596.28571428571,"Male",1,2013,"EW"
"2082",2013-01-14,5510.32319293023,"Male",2,2013,"EW"
"2083",2013-01-21,5208.43825070642,"Male",3,2013,"EW"
"2084",2013-01-28,5393.3931919992,"Male",4,2013,"EW"
"2085",2013-02-04,5345.65661978076,"Male",5,2013,"EW"
"2086",2013-02-11,5254.49344841131,"Male",6,2013,"EW"
"2087",2013-02-18,5227.75734167604,"Male",7,2013,"EW"
"2088",2013-02-25,5100.17689333933,"Male",8,2013,"EW"
"2089",2013-03-04,5244.37473511241,"Male",9,2013,"EW"
"2090",2013-03-11,5281.21629449091,"Male",10,2013,"EW"
"2091",2013-03-18,5323.66679246329,"Male",11,2013,"EW"
"2092",2013-03-25,4815.65880970839,"Male",12,2013,"EW"
"2093",2013-04-01,4581.07989290143,"Male",13,2013,"EW"
"2094",2013-04-08,5539.55223093077,"Male",14,2013,"EW"
"2095",2013-04-15,5823.79864693234,"Male",15,2013,"EW"
"2096",2013-04-22,5381.06950787052,"Male",16,2013,"EW"
"2097",2013-04-29,5076.67842362639,"Male",17,2013,"EW"
"2098",2013-05-06,4676.72408625364,"Male",18,2013,"EW"
"2099",2013-05-13,4473.49228675265,"Male",19,2013,"EW"
"2100",2013-05-20,4929.07644603607,"Male",20,2013,"EW"
"2101",2013-05-27,4282.40309528387,"Male",21,2013,"EW"
"2102",2013-06-03,4210.83595416958,"Male",22,2013,"EW"
"2103",2013-06-10,4589.95862739637,"Male",23,2013,"EW"
"2104",2013-06-17,4337.8397403266,"Male",24,2013,"EW"
"2105",2013-06-24,4307.86900021855,"Male",25,2013,"EW"
"2106",2013-07-01,4228.690089703,"Male",26,2013,"EW"
"2107",2013-07-08,4284.53390627552,"Male",27,2013,"EW"
"2108",2013-07-15,4309.06349802294,"Male",28,2013,"EW"
"2109",2013-07-22,4261.04592087466,"Male",29,2013,"EW"
"2110",2013-07-29,3982.70325579622,"Male",30,2013,"EW"
"2111",2013-08-05,4032.87283436616,"Male",31,2013,"EW"
"2112",2013-08-12,4067.47887612684,"Male",32,2013,"EW"
"2113",2013-08-19,4134.81515966874,"Male",33,2013,"EW"
"2114",2013-08-26,3960.6569866559,"Male",34,2013,"EW"
"2115",2013-09-02,4000.36155843071,"Male",35,2013,"EW"
"2116",2013-09-09,4379.75392247841,"Male",36,2013,"EW"
"2117",2013-09-16,4156.45365544574,"Male",37,2013,"EW"
"2118",2013-09-23,4355.43145573864,"Male",38,2013,"EW"
"2119",2013-09-30,4473.73014259097,"Male",39,2013,"EW"
"2120",2013-10-07,4500.20190975754,"Male",40,2013,"EW"
"2121",2013-10-14,4454.12985686274,"Male",41,2013,"EW"
"2122",2013-10-21,4536.69265696057,"Male",42,2013,"EW"
"2123",2013-10-28,4486.11700800637,"Male",43,2013,"EW"
"2124",2013-11-04,4536.84805736967,"Male",44,2013,"EW"
"2125",2013-11-11,4641.18464006591,"Male",45,2013,"EW"
"2126",2013-11-18,4649.02271181281,"Male",46,2013,"EW"
"2127",2013-11-25,4787.45337565659,"Male",47,2013,"EW"
"2128",2013-12-02,4898.57486427805,"Male",48,2013,"EW"
"2129",2013-12-09,4823.72821679388,"Male",49,2013,"EW"
"2130",2013-12-16,5179.06328895452,"Male",50,2013,"EW"
"2131",2013-12-23,4134.94282563872,"Male",51,2013,"EW"
"2132",2013-12-31,4688.12663264698,"Male",53,2013,"EW"
"2133",2014-01-07,5855.76812720892,"Male",1,2014,"EW"
"2134",2014-01-14,5452.15859407419,"Male",2,2014,"EW"
"2135",2014-01-21,5144.17767142138,"Male",3,2014,"EW"
"2136",2014-01-28,5000.3348018729,"Male",4,2014,"EW"
"2137",2014-02-04,4964.90877706371,"Male",5,2014,"EW"
"2138",2014-02-11,4957.09131436201,"Male",6,2014,"EW"
"2139",2014-02-18,5078.88339989062,"Male",7,2014,"EW"
"2140",2014-02-25,5108.36050881591,"Male",8,2014,"EW"
"2141",2014-03-04,4842.35094968544,"Male",9,2014,"EW"
"2142",2014-03-11,4773.16280614509,"Male",10,2014,"EW"
"2143",2014-03-18,4839.72377325606,"Male",11,2014,"EW"
"2144",2014-03-25,4750.3881649705,"Male",12,2014,"EW"
"2145",2014-04-01,4827.40578260546,"Male",13,2014,"EW"
"2146",2014-04-08,4910.25692618196,"Male",14,2014,"EW"
"2147",2014-04-15,4191.12044852669,"Male",15,2014,"EW"
"2148",2014-04-22,4197.62279574625,"Male",16,2014,"EW"
"2149",2014-04-29,5076.96271251165,"Male",17,2014,"EW"
"2150",2014-05-06,4622.91994021292,"Male",18,2014,"EW"
"2151",2014-05-13,4401.61117095163,"Male",19,2014,"EW"
"2152",2014-05-20,4742.65869959566,"Male",20,2014,"EW"
"2153",2014-05-27,4102.20884116145,"Male",21,2014,"EW"
"2154",2014-06-03,4380.98698532116,"Male",22,2014,"EW"
"2155",2014-06-10,4874.7615849009,"Male",23,2014,"EW"
"2156",2014-06-17,4560.34568382148,"Male",24,2014,"EW"
"2157",2014-06-24,4416.87317252456,"Male",25,2014,"EW"
"2158",2014-07-01,4385.48815669253,"Male",26,2014,"EW"
"2159",2014-07-08,4343.81268467038,"Male",27,2014,"EW"
"2160",2014-07-15,4476.68092969892,"Male",28,2014,"EW"
"2161",2014-07-22,4422.49275105284,"Male",29,2014,"EW"
"2162",2014-07-29,4373.01570457377,"Male",30,2014,"EW"
"2163",2014-08-05,4273.37445980654,"Male",31,2014,"EW"
"2164",2014-08-12,4308.16867194348,"Male",32,2014,"EW"
"2165",2014-08-19,4419.23073580151,"Male",33,2014,"EW"
"2166",2014-08-26,3950.24074636656,"Male",34,2014,"EW"
"2167",2014-09-02,4328.33397552517,"Male",35,2014,"EW"
"2168",2014-09-09,4779.11722908384,"Male",36,2014,"EW"
"2169",2014-09-16,4499.8472539119,"Male",37,2014,"EW"
"2170",2014-09-23,4435.17888646392,"Male",38,2014,"EW"
"2171",2014-09-30,4505.50425562612,"Male",39,2014,"EW"
"2172",2014-10-07,4499.97318724159,"Male",40,2014,"EW"
"2173",2014-10-14,4593.99366596137,"Male",41,2014,"EW"
"2174",2014-10-21,4703.9005454143,"Male",42,2014,"EW"
"2175",2014-10-28,4661.02514363511,"Male",43,2014,"EW"
"2176",2014-11-04,4705.96097917057,"Male",44,2014,"EW"
"2177",2014-11-11,4875.64989011991,"Male",45,2014,"EW"
"2178",2014-11-18,4718.60564110795,"Male",46,2014,"EW"
"2179",2014-11-25,4718.08497985062,"Male",47,2014,"EW"
"2180",2014-12-02,5006.41595552443,"Male",48,2014,"EW"
"2181",2014-12-09,4942.16956539871,"Male",49,2014,"EW"
"2182",2014-12-16,5644.94368375529,"Male",50,2014,"EW"
"2183",2014-12-23,4348.10817771434,"Male",51,2014,"EW"
"2184",2014-12-31,5302.36790936778,"Male",53,2014,"EW"
"2185",2015-01-07,7179.59734159563,"Male",1,2015,"EW"
"2186",2015-01-14,7061.89269205951,"Male",2,2015,"EW"
"2187",2015-01-21,6516.89019920427,"Male",3,2015,"EW"
"2188",2015-01-28,6182.20831870352,"Male",4,2015,"EW"
"2189",2015-02-04,5814.73425192916,"Male",5,2015,"EW"
"2190",2015-02-11,5757.80802634964,"Male",6,2015,"EW"
"2191",2015-02-18,5518.93451730791,"Male",7,2015,"EW"
"2192",2015-02-25,5447.42474989989,"Male",8,2015,"EW"
"2193",2015-03-04,5505.01954431692,"Male",9,2015,"EW"
"2194",2015-03-11,5186.80027982942,"Male",10,2015,"EW"
"2195",2015-03-18,5047.73268913513,"Male",11,2015,"EW"
"2196",2015-03-25,5116.68295779906,"Male",12,2015,"EW"
"2197",2015-04-01,4498.64918229263,"Male",13,2015,"EW"
"2198",2015-04-08,4578.3558815436,"Male",14,2015,"EW"
"2199",2015-04-15,5517.699886285,"Male",15,2015,"EW"
"2200",2015-04-22,5285.29063745623,"Male",16,2015,"EW"
"2201",2015-04-29,5044.47284085804,"Male",17,2015,"EW"
"2202",2015-05-06,4451.19409240631,"Male",18,2015,"EW"
"2203",2015-05-13,4820.46799068269,"Male",19,2015,"EW"
"2204",2015-05-20,5150.55493611656,"Male",20,2015,"EW"
"2205",2015-05-27,4167.90701703785,"Male",21,2015,"EW"
"2206",2015-06-03,4615.72078581946,"Male",22,2015,"EW"
"2207",2015-06-10,4854.99992714787,"Male",23,2015,"EW"
"2208",2015-06-17,4517.24743561819,"Male",24,2015,"EW"
"2209",2015-06-24,4596.72461609379,"Male",25,2015,"EW"
"2210",2015-07-01,4482.11357522523,"Male",26,2015,"EW"
"2211",2015-07-08,4525.00475647487,"Male",27,2015,"EW"
"2212",2015-07-15,4377.02483327757,"Male",28,2015,"EW"
"2213",2015-07-22,4374.79678505007,"Male",29,2015,"EW"
"2214",2015-07-29,4257.96586908784,"Male",30,2015,"EW"
"2215",2015-08-05,4398.73332460469,"Male",31,2015,"EW"
"2216",2015-08-12,4548.02794619603,"Male",32,2015,"EW"
"2217",2015-08-19,4520.53098390566,"Male",33,2015,"EW"
"2218",2015-08-26,4529.13966337068,"Male",34,2015,"EW"
"2219",2015-09-02,4002.11444424442,"Male",35,2015,"EW"
"2220",2015-09-09,4424.98856548255,"Male",36,2015,"EW"
"2221",2015-09-16,4503.31030257174,"Male",37,2015,"EW"
"2222",2015-09-23,4649.39704638789,"Male",38,2015,"EW"
"2223",2015-09-30,4649.24436901917,"Male",39,2015,"EW"
"2224",2015-10-07,4703.68087112147,"Male",40,2015,"EW"
"2225",2015-10-14,4714.45197156805,"Male",41,2015,"EW"
"2226",2015-10-21,4835.7765487287,"Male",42,2015,"EW"
"2227",2015-10-28,4757.78585684102,"Male",43,2015,"EW"
"2228",2015-11-04,4752.94882857194,"Male",44,2015,"EW"
"2229",2015-11-11,4946.55877056194,"Male",45,2015,"EW"
"2230",2015-11-18,4963.13387343707,"Male",46,2015,"EW"
"2231",2015-11-25,4813.71331586479,"Male",47,2015,"EW"
"2232",2015-12-02,5059.65426252049,"Male",48,2015,"EW"
"2233",2015-12-09,4986.596747756,"Male",49,2015,"EW"
"2234",2015-12-16,5152.57390680513,"Male",50,2015,"EW"
"2235",2015-12-23,4571.01433056279,"Male",51,2015,"EW"
"2236",2015-12-31,4066.18218825187,"Male",53,2015,"EW"
"2237",2016-01-07,5967.69438178791,"Male",1,2016,"EW"
"2238",2016-01-14,5744.81564099726,"Male",2,2016,"EW"
"2239",2016-01-21,5599.74276267784,"Male",3,2016,"EW"
"2240",2016-01-28,5522.8226377375,"Male",4,2016,"EW"
"2241",2016-02-04,5397.16493710107,"Male",5,2016,"EW"
"2242",2016-02-11,5409.34851764818,"Male",6,2016,"EW"
"2243",2016-02-18,5265.53720221901,"Male",7,2016,"EW"
"2244",2016-02-25,5279.84086589562,"Male",8,2016,"EW"
"2245",2016-03-03,5510.5279056268,"Male",9,2016,"EW"
"2246",2016-03-10,5459.77345911926,"Male",10,2016,"EW"
"2247",2016-03-17,5471.130444485,"Male",11,2016,"EW"
"2248",2016-03-24,4776.24995244504,"Male",12,2016,"EW"
"2249",2016-03-31,4851.75312765897,"Male",13,2016,"EW"
"2250",2016-04-07,5532.92995674431,"Male",14,2016,"EW"
"2251",2016-04-14,5652.82442145701,"Male",15,2016,"EW"
"2252",2016-04-21,5356.4079259407,"Male",16,2016,"EW"
"2253",2016-04-28,5193.48556574248,"Male",17,2016,"EW"
"2254",2016-05-05,4574.75768280961,"Male",18,2016,"EW"
"2255",2016-05-12,5209.29711409786,"Male",19,2016,"EW"
"2256",2016-05-19,4950.33082872885,"Male",20,2016,"EW"
"2257",2016-05-26,4857.29793833359,"Male",21,2016,"EW"
"2258",2016-06-02,3926.50074155198,"Male",22,2016,"EW"
"2259",2016-06-09,4703.8244598899,"Male",23,2016,"EW"
"2260",2016-06-16,4743.35885329079,"Male",24,2016,"EW"
"2261",2016-06-23,4713.37278000789,"Male",25,2016,"EW"
"2262",2016-06-30,4512.97509956395,"Male",26,2016,"EW"
"2263",2016-07-07,4507.2603494334,"Male",27,2016,"EW"
"2264",2016-07-14,4589.48496042832,"Male",28,2016,"EW"
"2265",2016-07-21,4710.16715579201,"Male",29,2016,"EW"
"2266",2016-07-28,4624.4703231093,"Male",30,2016,"EW"
"2267",2016-08-04,4561.56088121701,"Male",31,2016,"EW"
"2268",2016-08-11,4520.08498584176,"Male",32,2016,"EW"
"2269",2016-08-18,4503.95631827298,"Male",33,2016,"EW"
"2270",2016-08-25,4706.18595097878,"Male",34,2016,"EW"
"2271",2016-09-01,3986.51562125224,"Male",35,2016,"EW"
"2272",2016-09-08,4539.69033952244,"Male",36,2016,"EW"
"2273",2016-09-15,4554.7871605996,"Male",37,2016,"EW"
"2274",2016-09-22,4441.25722799194,"Male",38,2016,"EW"
"2275",2016-09-29,4512.50462714094,"Male",39,2016,"EW"
"2276",2016-10-06,4587.3627474095,"Male",40,2016,"EW"
"2277",2016-10-13,4793.71202170511,"Male",41,2016,"EW"
"2278",2016-10-20,4843.4655506094,"Male",42,2016,"EW"
"2279",2016-10-27,4814.06425982225,"Male",43,2016,"EW"
"2280",2016-11-03,4937.49606899393,"Male",44,2016,"EW"
"2281",2016-11-10,5086.07682863355,"Male",45,2016,"EW"
"2282",2016-11-17,5289.65434241924,"Male",46,2016,"EW"
"2283",2016-11-24,5231.92679294338,"Male",47,2016,"EW"
"2284",2016-12-01,5047.51895227935,"Male",48,2016,"EW"
"2285",2016-12-08,5430.39389939711,"Male",49,2016,"EW"
"2286",2016-12-15,5032.12702447618,"Male",50,2016,"EW"
"2287",2016-12-22,5624.05135546788,"Male",51,2016,"EW"
"2288",2016-12-30,4522.45984255453,"Male",53,2016,"EW"
"2289",2017-01-07,6604.31984853139,"Male",1,2017,"EW"
"2290",2017-01-14,6557.43878390687,"Male",2,2017,"EW"
"2291",2017-01-21,6397.02110006462,"Male",3,2017,"EW"
"2292",2017-01-28,6096.87040184042,"Male",4,2017,"EW"
"2293",2017-02-04,6037.62557245698,"Male",5,2017,"EW"
"2294",2017-02-11,5804.65063194663,"Male",6,2017,"EW"
"2295",2017-02-18,5677.56490267185,"Male",7,2017,"EW"
"2296",2017-02-25,5563.78363491688,"Male",8,2017,"EW"
"2297",2017-03-04,5383.74662180082,"Male",9,2017,"EW"
"2298",2017-03-11,5415.50101490621,"Male",10,2017,"EW"
"2299",2017-03-18,5176.87322527985,"Male",11,2017,"EW"
"2300",2017-03-25,5058.69121516962,"Male",12,2017,"EW"
"2301",2017-04-01,4912.45812395471,"Male",13,2017,"EW"
"2302",2017-04-08,4899.6308079618,"Male",14,2017,"EW"
"2303",2017-04-15,4140.26062670513,"Male",15,2017,"EW"
"2304",2017-04-22,4944.08761816239,"Male",16,2017,"EW"
"2305",2017-04-29,5350.5317577878,"Male",17,2017,"EW"
"2306",2017-05-06,4557.86989879142,"Male",18,2017,"EW"
"2307",2017-05-13,5392.70584821259,"Male",19,2017,"EW"
"2308",2017-05-20,5063.57201448129,"Male",20,2017,"EW"
"2309",2017-05-27,4882.69122505723,"Male",21,2017,"EW"
"2310",2017-06-03,4146.2957383506,"Male",22,2017,"EW"
"2311",2017-06-10,4957.51357664261,"Male",23,2017,"EW"
"2312",2017-06-17,4646.36424079374,"Male",24,2017,"EW"
"2313",2017-06-24,4791.13733190228,"Male",25,2017,"EW"
"2314",2017-07-01,4578.48876395868,"Male",26,2017,"EW"
"2315",2017-07-08,4748.21665016375,"Male",27,2017,"EW"
"2316",2017-07-15,4704.56883363728,"Male",28,2017,"EW"
"2317",2017-07-22,4594.78789866855,"Male",29,2017,"EW"
"2318",2017-07-29,4415.13379909424,"Male",30,2017,"EW"
"2319",2017-08-05,4467.19293994014,"Male",31,2017,"EW"
"2320",2017-08-12,4570.13525747159,"Male",32,2017,"EW"
"2321",2017-08-19,4664.57215262274,"Male",33,2017,"EW"
"2322",2017-08-26,4582.50033028796,"Male",34,2017,"EW"
"2323",2017-09-02,4095.20203642896,"Male",35,2017,"EW"
"2324",2017-09-09,4842.02388551272,"Male",36,2017,"EW"
"2325",2017-09-16,4749.39338361914,"Male",37,2017,"EW"
"2326",2017-09-23,4794.94776951522,"Male",38,2017,"EW"
"2327",2017-09-30,4793.12749167206,"Male",39,2017,"EW"
"2328",2017-10-07,4853.41106846114,"Male",40,2017,"EW"
"2329",2017-10-14,4925.09703914844,"Male",41,2017,"EW"
"2330",2017-10-21,5003.90922975587,"Male",42,2017,"EW"
"2331",2017-10-28,4837.85496311099,"Male",43,2017,"EW"
"2332",2017-11-04,5003.43768164841,"Male",44,2017,"EW"
"2333",2017-11-11,5232.12900417252,"Male",45,2017,"EW"
"2334",2017-11-18,5107.83055822109,"Male",46,2017,"EW"
"2335",2017-11-25,5254.41465215618,"Male",47,2017,"EW"
"2336",2017-12-02,5203.2484424843,"Male",48,2017,"EW"
"2337",2017-12-09,5358.32627178379,"Male",49,2017,"EW"
"2338",2017-12-16,5617.56017300417,"Male",50,2017,"EW"
