Country,WeekEnding,Deaths,Gender,Year
NI,02/12/2015,283.5878611,All,2015
NI,09/12/2015,334.5457143,All,2015
NI,16/12/2015,319.8590192,All,2015
NI,23/12/2015,252.0561097,All,2015
NI,30/12/2015,206.7182914,All,2015
NI,07/01/2016,447.9500945,All,2016
NI,14/01/2016,360.1339121,All,2016
NI,21/01/2016,365.912335,All,2016
NI,28/01/2016,362.1176226,All,2016
NI,04/02/2016,314.955367,All,2016
NI,11/02/2016,320.4340872,All,2016
NI,18/02/2016,210.7980801,All,2016
NI,25/02/2016,405.4902104,All,2016
NI,03/03/2016,317.2119236,All,2016
NI,10/03/2016,304.0032029,All,2016
NI,17/03/2016,294.1076263,All,2016
NI,24/03/2016,305.5779536,All,2016
NI,31/03/2016,282.4814339,All,2016
NI,07/04/2016,292.484649,All,2016
NI,14/04/2016,293.5070839,All,2016
NI,21/04/2016,290.5249165,All,2016
NI,28/04/2016,308.4748829,All,2016
NI,05/05/2016,258.1673885,All,2016
NI,12/05/2016,314.3511899,All,2016
NI,19/05/2016,266.3724585,All,2016
NI,26/05/2016,274.7624749,All,2016
NI,02/06/2016,286.1053389,All,2016
NI,09/06/2016,273.1514466,All,2016
NI,16/06/2016,299.1168631,All,2016
NI,23/06/2016,255.3082147,All,2016
NI,30/06/2016,284.40538,All,2016
NI,07/07/2016,292.1810523,All,2016
NI,14/07/2016,239.3193904,All,2016
NI,21/07/2016,272.978704,All,2016
NI,28/07/2016,300.3197295,All,2016
NI,04/08/2016,266.9756143,All,2016
NI,11/08/2016,269.9614867,All,2016
NI,18/08/2016,258.0763979,All,2016
NI,25/08/2016,297.7445834,All,2016
NI,01/09/2016,268.9452684,All,2016
NI,08/09/2016,270.707579,All,2016
NI,15/09/2016,293.9707714,All,2016
NI,22/09/2016,275.3277027,All,2016
NI,29/09/2016,271.1994675,All,2016
NI,06/10/2016,306.2680135,All,2016
NI,13/10/2016,290.1541345,All,2016
NI,20/10/2016,295.1067022,All,2016
NI,27/10/2016,274.6056455,All,2016
NI,03/11/2016,275.7301909,All,2016
NI,10/11/2016,285.3074101,All,2016
NI,17/11/2016,335.8506642,All,2016
NI,24/11/2016,334.0129653,All,2016
NI,01/12/2016,303.3831889,All,2016
NI,08/12/2016,321.0373693,All,2016
NI,15/12/2016,316.977538,All,2016
NI,22/12/2016,370.8134118,All,2016
NI,29/12/2016,203.4714387,All,2016
NI,07/01/2017,516.5463883,All,2017
NI,14/01/2017,426.5774161,All,2017
NI,21/01/2017,394.4715646,All,2017
NI,28/01/2017,385.9503196,All,2017
NI,04/02/2017,366.1790521,All,2017
NI,11/02/2017,333.4734139,All,2017
NI,18/02/2017,339.49289,All,2017
NI,25/02/2017,350.703714,All,2017
NI,04/03/2017,356.3744698,All,2017
NI,11/03/2017,342.2794563,All,2017
NI,18/03/2017,256.3648477,All,2017
NI,25/03/2017,360.7072168,All,2017
NI,01/04/2017,308.3339817,All,2017
NI,08/04/2017,304.4291595,All,2017
NI,15/04/2017,261.4916542,All,2017
NI,22/04/2017,255.4147191,All,2017
NI,29/04/2017,324.0768744,All,2017
NI,06/05/2017,256.373993,All,2017
NI,13/05/2017,307.2114101,All,2017
NI,20/05/2017,318.4013577,All,2017
NI,27/05/2017,320.0782027,All,2017
NI,03/06/2017,254.3616331,All,2017
NI,10/06/2017,298.7434865,All,2017
NI,17/06/2017,295.6760827,All,2017
NI,24/06/2017,275.6250689,All,2017
NI,01/07/2017,294.7449245,All,2017
NI,08/07/2017,257.0599561,All,2017
NI,15/07/2017,257.1726856,All,2017
NI,22/07/2017,289.8528,All,2017
NI,29/07/2017,287.891333,All,2017
NI,05/08/2017,281.0687485,All,2017
NI,12/08/2017,237.2010198,All,2017
NI,19/08/2017,270.5499127,All,2017
NI,26/08/2017,266.3048688,All,2017
NI,02/09/2017,245.6329446,All,2017
NI,09/09/2017,278.699796,All,2017
NI,16/09/2017,267.7952766,All,2017
NI,23/09/2017,292.2298847,All,2017
NI,30/09/2017,284.145243,All,2017
NI,07/10/2017,306.5185896,All,2017
NI,14/10/2017,281.9261714,All,2017
NI,21/10/2017,294.7271622,All,2017
NI,28/10/2017,320.8299027,All,2017
NI,04/11/2017,315.8453553,All,2017
NI,11/11/2017,297.511708,All,2017
NI,18/11/2017,321.3439642,All,2017
NI,25/11/2017,307.9520853,All,2017
NI,02/12/2017,354.5182484,All,2017
NI,09/12/2017,325.3655917,All,2017
NI,16/12/2017,378.7190933,All,2017
NI,23/12/2017,334.5131373,All,2017
NI,30/12/2017,263.3245675,All,2017
NI,07/01/2018,535.5477348,All,2018
NI,14/01/2018,478.7386089,All,2018
NI,21/01/2018,456.6804902,All,2018
NI,28/01/2018,428.2508005,All,2018
NI,04/02/2018,412.7944418,All,2018
NI,11/02/2018,344.2011697,All,2018
NI,18/02/2018,372.6865936,All,2018
NI,25/02/2018,347.2128059,All,2018
NI,04/03/2018,328.5554774,All,2018
NI,11/03/2018,390.9063923,All,2018
NI,18/03/2018,344.8947553,All,2018
NI,25/03/2018,325.7274146,All,2018
NI,01/04/2018,305.0410675,All,2018
NI,08/04/2018,302.2919887,All,2018
NI,15/04/2018,340.1495781,All,2018
NI,22/04/2018,269.5907483,All,2018
NI,29/04/2018,291.3183324,All,2018
NI,06/05/2018,273.4828607,All,2018
NI,13/05/2018,232.97763,All,2018
NI,20/05/2018,274.9418964,All,2018
NI,27/05/2018,261.0332099,All,2018
NI,03/06/2018,256.5987332,All,2018
NI,10/06/2018,279.7555306,All,2018
NI,17/06/2018,273.4082989,All,2018
NI,24/06/2018,263.7220609,All,2018
NI,01/07/2018,278.2690553,All,2018
NI,08/07/2018,232.5136714,All,2018
NI,15/07/2018,195.65002,All,2018
NI,22/07/2018,309.3847908,All,2018
NI,29/07/2018,275.9128576,All,2018
NI,05/08/2018,276.3865192,All,2018
NI,12/08/2018,271.8588499,All,2018
NI,19/08/2018,285.7436789,All,2018
NI,26/08/2018,271.5862594,All,2018
NI,02/09/2018,249.7246945,All,2018
NI,09/09/2018,275.3254582,All,2018
NI,16/09/2018,274.0930061,All,2018
NI,23/09/2018,254.0984356,All,2018
NI,30/09/2018,310.793135,All,2018
NI,07/10/2018,325.4433102,All,2018
NI,14/10/2018,308.7863938,All,2018
NI,21/10/2018,275.1603857,All,2018
NI,28/10/2018,256.3825591,All,2018
NI,04/11/2018,262.5805151,All,2018
NI,11/11/2018,293.1554388,All,2018
NI,18/11/2018,270.8356307,All,2018
NI,25/11/2018,278.5428547,All,2018
NI,02/12/2018,307.2611721,All,2018
NI,09/12/2018,321.3395705,All,2018
NI,16/12/2018,325.1210707,All,2018
NI,23/12/2018,276.3015113,All,2018
NI,30/12/2018,224.5154498,All,2018
NI,07/01/2019,443.597994,All,2019
NI,14/01/2019,347.6114938,All,2019
NI,21/01/2019,334.5457773,All,2019
NI,28/01/2019,318.263706,All,2019
NI,04/02/2019,299.1574163,All,2019
NI,11/02/2019,331.817999,All,2019
NI,18/02/2019,344.5093632,All,2019
NI,25/02/2019,322.3311371,All,2019
NI,04/03/2019,319.2768755,All,2019
NI,11/03/2019,351.4155882,All,2019
NI,18/03/2019,319.9120837,All,2019
NI,25/03/2019,296.4870974,All,2019
NI,01/04/2019,300.4602263,All,2019
NI,08/04/2019,286.1617931,All,2019
NI,15/04/2019,316.1812309,All,2019
NI,22/04/2019,289.0403968,All,2019
NI,29/04/2019,309.6600973,All,2019
NI,06/05/2019,334.8381644,All,2019
NI,13/05/2019,295.5615892,All,2019
NI,20/05/2019,334.5889483,All,2019
NI,27/05/2019,274.3420929,All,2019
NI,03/06/2019,254.0281028,All,2019
NI,10/06/2019,282.5542423,All,2019
NI,17/06/2019,289.9502634,All,2019
NI,24/06/2019,280.7846459,All,2019
NI,01/07/2019,270.826605,All,2019
NI,08/07/2019,273.5153481,All,2019
NI,15/07/2019,262.4093786,All,2019
NI,22/07/2019,278.5614232,All,2019
NI,29/07/2019,269.522771,All,2019
NI,05/08/2019,269.5661515,All,2019
NI,12/08/2019,272.1280747,All,2019
NI,19/08/2019,286.6679053,All,2019
NI,26/08/2019,251.0341232,All,2019
NI,02/09/2019,219.9915203,All,2019
NI,09/09/2019,274.9823028,All,2019
NI,16/09/2019,298.5748952,All,2019
NI,23/09/2019,285.9484371,All,2019
NI,30/09/2019,283.1007443,All,2019
