year,num_week,true_death,fit_death,lower,upper,excess_death
2015,1,1146,1309.8906087654257,1073.9950000000001,1568.0030000000006,-163.89060876542567
2015,2,1708,1386.8110765528024,1133.9879999999998,1675.0110000000022,321.18892344719757
2015,3,1489,1380.2216912544757,1118.994,1638.0030000000006,108.77830874552433
2015,4,1381,1373.6621645393222,1121.997,1655,7.337835460677752
2015,5,1286,1367.1323763804298,1127.99,1646.0020000000004,-81.13237638042983
2015,6,1344,1253.953811735733,999.999,1524.0010000000002,90.0461882642669
2015,7,1360,1247.9904654954105,997,1517.0080000000016,112.00953450458951
2015,8,1320,1242.054196302789,999.998,1519.0010000000002,77.94580369721098
2015,9,1308,1236.1448948411592,992.988,1512.0030000000006,71.85510515884084
2015,10,1192,1154.218662683173,932,1414.0010000000002,37.78133731682692
2015,11,1201,1148.7249164285395,923.99,1391.0040000000008,52.27508357146053
2015,12,1149,1143.2561651530527,917.9989999999999,1419.0020000000004,5.743834846947266
2015,13,1171,1137.812307517551,907,1394.0090000000018,33.18769248244894
2015,14,1042,1048.8689809997538,846,1297.0060000000012,-6.8689809997538305
2015,15,1192,1043.8724917425573,823,1285.0090000000018,148.12750825744274
2015,16,1095,1105.1557858525348,868.994,1360.0030000000006,-10.155785852534791
2015,17,1108,1099.8890014623648,878.9960000000001,1359.0070000000014,8.110998537635169
2015,18,1117,1074.6318410044705,866.999,1329.0060000000012,42.368158995529484
2015,19,1020,1005.3885918501321,791.997,1244.0010000000002,14.611408149867884
2015,20,1103,1064.4084516094883,833.994,1307.005000000001,38.59154839051166
2015,21,1039,1059.3317637277783,842.999,1291,-20.331763727778252
2015,22,1043,991.0715210608511,799.9979999999999,1231.0020000000004,51.92847893914893
2015,23,1106,1028.8506167050075,813.9989999999999,1269.005000000001,77.1493832949925
2015,24,1038,1023.9406181313641,788.998,1298,14.05938186863591
2015,25,1025,1019.0531001606777,802.9960000000001,1240.0030000000006,5.946899839322327
