"","WeekEnding","CumulativeDeaths","Deaths","Gender","Year"
"850",2019-05-06,1701737.37229133,5197.1095467913,"Female",2019
"851",2019-05-13,1706365.61835254,4628.24606121681,"Female",2019
"852",2019-05-20,1711658.16304485,5292.54469230678,"Female",2019
"853",2019-05-27,1716333.72946805,4675.56642320007,"Female",2019
"854",2019-06-03,1720754.6975086,4420.96804054873,"Female",2019
"855",2019-06-10,1725676.97029347,4922.27278486756,"Female",2019
"856",2019-06-17,1730288.31344581,4611.34315234306,"Female",2019
"857",2019-06-24,1734913.47563175,4625.16218593507,"Female",2019
"858",2019-07-01,1739478.85982896,4565.38419721089,"Female",2019
"859",2019-07-08,1744026.29788042,4547.43805146078,"Female",2019
"860",2019-07-15,1748523.76497591,4497.46709548798,"Female",2019
"861",2019-07-22,1753059.93959206,4536.17461614986,"Female",2019
"862",2019-07-29,1757622.56995034,4562.63035828038,"Female",2019
"863",2019-08-05,1762177.80393022,4555.23397988337,"Female",2019
"864",2019-08-12,1766636.17934337,4458.37541314797,"Female",2019
"865",2019-08-19,1771035.5340899,4399.35474653356,"Female",2019
"866",2019-08-26,1775238.64931161,4203.11522170901,"Female",2019
"867",2019-09-02,1779648.47799311,4409.82868149923,"Female",2019
"868",2019-09-09,1784493.96058185,4845.48258873681,"Female",2019
"869",2019-09-16,1789169.40562703,4675.44504518644,"Female",2019
"870",2019-09-23,1793857.25072927,4687.84510223754,"Female",2019
"871",2019-09-30,1798585.13956085,4727.88883157773,"Female",2019
"872",2019-10-07,1803503.89948215,4918.75992130558,"Female",2019
"873",2019-10-14,1808534.27417235,5030.37469019741,"Female",2019
"874",2019-10-21,1813593.7705923,5059.49641994503,"Female",2019
"875",2019-10-28,1818635.52100949,5041.75041719456,"Female",2019
"876",2019-11-04,1823950.5360403,5315.01503081038,"Female",2019
"877",2019-11-11,1829351.82754068,5401.29150038026,"Female",2019
"878",2019-11-18,1834758.12172701,5406.29418632737,"Female",2019
"879",2019-11-25,1840159.64473496,5401.5230079547,"Female",2019
"880",2019-12-02,1845580.97280253,5421.32806756813,"Female",2019
"881",2019-12-09,1851035.00632897,5454.03352643736,"Female",2019
"882",2019-12-16,1857157.0747679,6122.06843892788,"Female",2019
"883",2019-12-23,1862194.30684435,5037.23207645142,"Female",2019
"884",2019-12-31,1867768.99687607,5574.69003172684,"Female",2019
"885",2020-01-07,1874961.77337643,7192.77650035662,"Female",2020
"886",2020-01-14,1881870.31486602,6908.5414895867,"Female",2020
"887",2020-01-21,1888011.67561431,6141.36074829381,"Female",2020
"888",2020-01-28,1893862.48704992,5850.8114356054,"Female",2020
"889",2020-02-04,1899551.5773522,5689.09030228737,"Female",2020
"890",2020-02-11,1905042.30558208,5490.72822988033,"Female",2020
"891",2020-02-18,1910464.94084424,5422.63526215591,"Female",2020
"892",2020-02-25,1915845.31879606,5380.37795181712,"Female",2020
"893",2020-03-03,1921251.92099777,5406.60220171278,"Female",2020
"894",2020-03-10,1926708.53074056,5456.60974278953,"Female",2020
"895",2020-03-17,1932081.2767397,5372.7459991409,"Female",2020
"896",2020-03-24,1937184.25442892,5102.97768921778,"Female",2020
"897",2020-03-31,1943851.67347466,6667.41904573701,"Female",2020
"898",2020-04-07,1951959.8796608,8108.20618614345,"Female",2020
"899",2020-04-14,1961919.80205125,9959.922390447,"Female",2020
"900",2020-04-21,1973041.39026833,11121.5882170834,"Female",2020
"901",2020-04-28,1983079.97506786,10038.5847995286,"Female",2020
"902",2020-05-05,1990379.21383342,7299.23876556056,"Female",2020
"903",2020-05-12,1997222.72644978,6843.51261636359,"Female",2020
"904",2020-05-19,2004162.21272897,6939.48627918889,"Female",2020
"905",2020-05-26,2009464.95616203,5302.74343306152,"Female",2020
"906",2020-06-02,2014632.15212727,5167.19596524118,"Female",2020
"907",2020-06-09,2019873.77643675,5241.62430947204,"Female",2020
"908",2020-06-16,2024582.48265053,4708.70621378045,"Female",2020
"909",2020-06-23,2029063.42415649,4480.94150596042,"Female",2020
"910",2020-06-30,2033583.59914919,4520.17499269894,"Female",2020
"911",2020-07-07,2037937.9955733,4354.3964241182,"Female",2020
"912",2020-07-14,2042306.44188122,4368.4463079127,"Female",2020
"913",2020-07-21,2046756.37101262,4449.9291314031,"Female",2020
"914",2020-07-28,2051131.38602166,4375.01500904048,"Female",2020
"915",2020-08-04,2055520.796271,4389.41024934477,"Female",2020
"916",2020-08-11,2060051.21898179,4530.42271078192,"Female",2020
"917",2020-08-18,2064819.23450739,4768.0155256032,"Female",2020
