"","Date","All","WeekNumber","Nation","Year","Female","Male"
"1621",2017-03-04,65917672.5671233,9,"UK",2017,0,0
"1622",2017-03-11,65925200.5589041,10,"UK",2017,0,0
"1623",2017-03-18,65932728.5506849,11,"UK",2017,0,0
"1624",2017-03-25,65940256.5424658,12,"UK",2017,0,0
"1625",2017-04-01,65947784.5342466,13,"UK",2017,0,0
"1626",2017-04-08,65955312.5260274,14,"UK",2017,0,0
"1627",2017-04-15,65962840.5178082,15,"UK",2017,0,0
"1628",2017-04-22,65970368.509589,16,"UK",2017,0,0
"1629",2017-04-29,65977896.5013699,17,"UK",2017,0,0
"1630",2017-05-06,65985424.4931507,18,"UK",2017,0,0
"1631",2017-05-13,65992952.4849315,19,"UK",2017,0,0
"1632",2017-05-20,66000480.4767123,20,"UK",2017,0,0
"1633",2017-05-27,66008008.4684931,21,"UK",2017,0,0
"1634",2017-06-03,66015536.460274,22,"UK",2017,0,0
"1635",2017-06-10,66023064.4520548,23,"UK",2017,0,0
"1636",2017-06-17,66030592.4438356,24,"UK",2017,0,0
"1637",2017-06-24,66038120.4356164,25,"UK",2017,0,0
"1638",2017-07-01,66045656.8219178,26,"UK",2017,0,0
"1639",2017-07-08,66053243.5753425,27,"UK",2017,0,0
"1640",2017-07-15,66060830.3287671,28,"UK",2017,0,0
"1641",2017-07-22,66068417.0821918,29,"UK",2017,0,0
"1642",2017-07-29,66076003.8356164,30,"UK",2017,0,0
"1643",2017-08-05,66083590.5890411,31,"UK",2017,0,0
"1644",2017-08-12,66091177.3424658,32,"UK",2017,0,0
"1645",2017-08-19,66098764.0958904,33,"UK",2017,0,0
"1646",2017-08-26,66106350.8493151,34,"UK",2017,0,0
"1647",2017-09-02,66113937.6027397,35,"UK",2017,0,0
"1648",2017-09-09,66121524.3561644,36,"UK",2017,0,0
"1649",2017-09-16,66129111.109589,37,"UK",2017,0,0
"1650",2017-09-23,66136697.8630137,38,"UK",2017,0,0
"1651",2017-09-30,66144284.6164384,39,"UK",2017,0,0
"1652",2017-10-07,66151871.369863,40,"UK",2017,0,0
"1653",2017-10-14,66159458.1232877,41,"UK",2017,0,0
"1654",2017-10-21,66167044.8767123,42,"UK",2017,0,0
"1655",2017-10-28,66174631.630137,43,"UK",2017,0,0
"1656",2017-11-04,66182218.3835616,44,"UK",2017,0,0
"1657",2017-11-11,66189805.1369863,45,"UK",2017,0,0
"1658",2017-11-18,66197391.890411,46,"UK",2017,0,0
"1659",2017-11-25,66204978.6438356,47,"UK",2017,0,0
"1660",2017-12-02,66212565.3972603,48,"UK",2017,0,0
"1661",2017-12-09,66220152.1506849,49,"UK",2017,0,0
"1662",2017-12-16,66227738.9041096,50,"UK",2017,0,0
"1663",2017-12-23,66235325.6575342,51,"UK",2017,0,0
"1664",2017-12-31,66243996.2328767,52,"UK",2017,0,0
"1665",2018-01-07,66251582.9863014,1,"UK",2018,0,0
"1666",2018-01-14,66259169.739726,2,"UK",2018,0,0
"1667",2018-01-21,66266756.4931507,3,"UK",2018,0,0
"1668",2018-01-28,66274343.2465753,4,"UK",2018,0,0
"1669",2018-02-04,66281930,5,"UK",2018,0,0
"1670",2018-02-11,66289516.7534247,6,"UK",2018,0,0
"1671",2018-02-18,66297103.5068493,7,"UK",2018,0,0
"1672",2018-02-25,66304690.260274,8,"UK",2018,0,0
"1673",2018-03-04,66312277.0136986,9,"UK",2018,0,0
"1674",2018-03-11,66319863.7671233,10,"UK",2018,0,0
"1675",2018-03-18,66327450.5205479,11,"UK",2018,0,0
"1676",2018-03-25,66335037.2739726,12,"UK",2018,0,0
"1677",2018-04-01,66342624.0273973,13,"UK",2018,0,0
"1678",2018-04-08,66350210.7808219,14,"UK",2018,0,0
"1679",2018-04-15,66357797.5342466,15,"UK",2018,0,0
"1680",2018-04-22,66365384.2876712,16,"UK",2018,0,0
"1681",2018-04-29,66372971.0410959,17,"UK",2018,0,0
"1682",2018-05-06,66380557.7945205,18,"UK",2018,0,0
"1683",2018-05-13,66388144.5479452,19,"UK",2018,0,0
"1684",2018-05-20,66395731.3013699,20,"UK",2018,0,0
"1685",2018-05-27,66403318.0547945,21,"UK",2018,0,0
"1686",2018-06-03,66410904.8082192,22,"UK",2018,0,0
"1687",2018-06-10,66418491.5616438,23,"UK",2018,0,0
"1688",2018-06-17,66426078.3150685,24,"UK",2018,0,0
"1689",2018-06-24,66433665.0684932,25,"UK",2018,0,0
"1690",2018-07-01,66441158.3863014,26,"UK",2018,0,0
"1691",2018-07-08,66448091.090411,27,"UK",2018,0,0
"1692",2018-07-15,66455023.7945205,28,"UK",2018,0,0
"1693",2018-07-22,66461956.4986301,29,"UK",2018,0,0
"1694",2018-07-29,66468889.2027397,30,"UK",2018,0,0
"1695",2018-08-05,66475821.9068493,31,"UK",2018,0,0
"1696",2018-08-12,66482754.6109589,32,"UK",2018,0,0
"1697",2018-08-19,66489687.3150685,33,"UK",2018,0,0
"1698",2018-08-26,66496620.0191781,34,"UK",2018,0,0
"1699",2018-09-02,66503552.7232877,35,"UK",2018,0,0
"1700",2018-09-09,66510485.4273973,36,"UK",2018,0,0
"1701",2018-09-16,66517418.1315068,37,"UK",2018,0,0
"1702",2018-09-23,66524350.8356164,38,"UK",2018,0,0
"1703",2018-09-30,66531283.539726,39,"UK",2018,0,0
"1704",2018-10-07,66538216.2438356,40,"UK",2018,0,0
"1705",2018-10-14,66545148.9479452,41,"UK",2018,0,0
"1706",2018-10-21,66552081.6520548,42,"UK",2018,0,0
"1707",2018-10-28,66559014.3561644,43,"UK",2018,0,0
"1708",2018-11-04,66565947.060274,44,"UK",2018,0,0
"1709",2018-11-11,66572879.7643836,45,"UK",2018,0,0
"1710",2018-11-18,66579812.4684931,46,"UK",2018,0,0
"1711",2018-11-25,66586745.1726027,47,"UK",2018,0,0
"1712",2018-12-02,66593677.8767123,48,"UK",2018,0,0
"1713",2018-12-09,66600610.5808219,49,"UK",2018,0,0
"1714",2018-12-16,66607543.2849315,50,"UK",2018,0,0
"1715",2018-12-23,66614475.9890411,51,"UK",2018,0,0
"1716",2018-12-31,66622399.0794521,52,"UK",2018,0,0
"1717",2019-01-07,66629331.7835616,1,"UK",2019,0,0
"1718",2019-01-14,66636264.4876712,2,"UK",2019,0,0
"1719",2019-01-21,66643197.1917808,3,"UK",2019,0,0
"1720",2019-01-28,66650129.8958904,4,"UK",2019,0,0
"1721",2019-02-04,66657062.6,5,"UK",2019,0,0
"1722",2019-02-11,66663995.3041096,6,"UK",2019,0,0
"1723",2019-02-18,66670928.0082192,7,"UK",2019,0,0
"1724",2019-02-25,66677860.7123288,8,"UK",2019,0,0
"1725",2019-03-04,66684793.4164384,9,"UK",2019,0,0
"1726",2019-03-11,66691726.1205479,10,"UK",2019,0,0
"1727",2019-03-18,66698658.8246575,11,"UK",2019,0,0
"1728",2019-03-25,66705591.5287671,12,"UK",2019,0,0
"1729",2019-04-01,66712524.2328767,13,"UK",2019,0,0
"1730",2019-04-08,66719456.9369863,14,"UK",2019,0,0
"1731",2019-04-15,66726389.6410959,15,"UK",2019,0,0
"1732",2019-04-22,66733322.3452055,16,"UK",2019,0,0
"1733",2019-04-29,66740255.0493151,17,"UK",2019,0,0
"1734",2019-05-06,66747187.7534247,18,"UK",2019,0,0
"1735",2019-05-13,66754120.4575342,19,"UK",2019,0,0
"1736",2019-05-20,66761053.1616438,20,"UK",2019,0,0
"1737",2019-05-27,66767985.8657534,21,"UK",2019,0,0
"1738",2019-06-03,66774918.569863,22,"UK",2019,0,0
"1739",2019-06-10,66781851.2739726,23,"UK",2019,0,0
"1740",2019-06-17,66788783.9780822,24,"UK",2019,0,0
"1741",2019-06-24,66795716.6821918,25,"UK",2019,0,0
"1742",2019-07-01,66802436.5628415,26,"UK",2019,0,0
"1743",2019-07-08,66807879.5027322,27,"UK",2019,0,0
"1744",2019-07-15,66813322.442623,28,"UK",2019,0,0
"1745",2019-07-22,66818765.3825137,29,"UK",2019,0,0
"1746",2019-07-29,66824208.3224044,30,"UK",2019,0,0
"1747",2019-08-05,66829651.2622951,31,"UK",2019,0,0
"1748",2019-08-12,66835094.2021858,32,"UK",2019,0,0
"1749",2019-08-19,66840537.1420765,33,"UK",2019,0,0
"1750",2019-08-26,66845980.0819672,34,"UK",2019,0,0
"1751",2019-09-02,66851423.0218579,35,"UK",2019,0,0
"1752",2019-09-09,66856865.9617486,36,"UK",2019,0,0
"1753",2019-09-16,66862308.9016393,37,"UK",2019,0,0
"1754",2019-09-23,66867751.8415301,38,"UK",2019,0,0
"1755",2019-09-30,66873194.7814208,39,"UK",2019,0,0
"1756",2019-10-07,66878637.7213115,40,"UK",2019,0,0
"1757",2019-10-14,66884080.6612022,41,"UK",2019,0,0
"1758",2019-10-21,66889523.6010929,42,"UK",2019,0,0
"1759",2019-10-28,66894966.5409836,43,"UK",2019,0,0
"1760",2019-11-04,66900409.4808743,44,"UK",2019,0,0
"1761",2019-11-11,66905852.420765,45,"UK",2019,0,0
"1762",2019-11-18,66911295.3606557,46,"UK",2019,0,0
"1763",2019-11-25,66916738.3005464,47,"UK",2019,0,0
"1764",2019-12-02,66922181.2404372,48,"UK",2019,0,0
"1765",2019-12-09,66927624.1803279,49,"UK",2019,0,0
"1766",2019-12-16,66933067.1202186,50,"UK",2019,0,0
"1767",2019-12-23,66938510.0601093,51,"UK",2019,0,0
"1768",2019-12-31,66944730.5628415,52,"UK",2019,0,0
"1769",2020-01-07,66950173.5027322,1,"UK",2020,0,0
"1770",2020-01-14,66955616.442623,2,"UK",2020,0,0
"1771",2020-01-21,66961059.3825137,3,"UK",2020,0,0
"1772",2020-01-28,66966502.3224044,4,"UK",2020,0,0
"1773",2020-02-04,66971945.2622951,5,"UK",2020,0,0
"1774",2020-02-11,66977388.2021858,6,"UK",2020,0,0
"1775",2020-02-18,66982831.1420765,7,"UK",2020,0,0
"1776",2020-02-25,66988274.0819672,8,"UK",2020,0,0
"1777",2020-03-03,66993717.0218579,9,"UK",2020,0,0
"1778",2020-03-10,66999159.9617486,10,"UK",2020,0,0
"1779",2020-03-17,67004602.9016393,11,"UK",2020,0,0
"1780",2020-03-24,67010045.8415301,12,"UK",2020,0,0
"1781",2020-03-31,67015488.7814208,13,"UK",2020,0,0
"1782",2020-04-07,67020931.7213115,14,"UK",2020,0,0
"1783",2020-04-14,67026374.6612022,15,"UK",2020,0,0
"1784",2020-04-21,67031817.6010929,16,"UK",2020,0,0
"1785",2020-04-28,67037260.5409836,17,"UK",2020,0,0
"1786",2020-05-05,67042703.4808743,18,"UK",2020,0,0
"1787",2020-05-12,67048146.420765,19,"UK",2020,0,0
"1788",2020-05-19,67053589.3606557,20,"UK",2020,0,0
"1789",2020-05-26,67059032.3005464,21,"UK",2020,0,0
"1790",2020-06-02,67064475.2404372,22,"UK",2020,0,0
"1791",2020-06-09,67069918.1803279,23,"UK",2020,0,0
"1792",2020-06-16,67075361.1202186,24,"UK",2020,0,0
"1793",2020-06-23,67080804.0601093,25,"UK",2020,0,0
"1794",2020-06-30,67086247,26,"UK",2020,0,0
"1795",2020-07-07,67085097.1972603,27,"UK",2020,0,0
"1796",2020-07-14,67083947.3945205,28,"UK",2020,0,0
"1797",2020-07-21,67082797.5917808,29,"UK",2020,0,0
"1798",2020-07-28,67081647.7890411,30,"UK",2020,0,0
"1799",2020-08-04,67080497.9863014,31,"UK",2020,0,0
"1800",2020-08-11,67079348.1835616,32,"UK",2020,0,0
"1801",2020-08-18,67078198.3808219,33,"UK",2020,0,0
"1802",2020-08-25,67077048.5780822,34,"UK",2020,0,0
"1803",2020-09-01,67075898.7753425,35,"UK",2020,0,0
"1804",2020-09-08,67074748.9726027,36,"UK",2020,0,0
"1805",2020-09-15,67073599.169863,37,"UK",2020,0,0
"1806",2020-09-22,67072449.3671233,38,"UK",2020,0,0
"1807",2020-09-29,67071299.5643836,39,"UK",2020,0,0
"1808",2020-10-06,67070149.7616438,40,"UK",2020,0,0
"1809",2020-10-13,67068999.9589041,41,"UK",2020,0,0
"1810",2020-10-20,67067850.1561644,42,"UK",2020,0,0
"1811",2020-10-27,67066700.3534247,43,"UK",2020,0,0
"1812",2020-11-03,67065550.5506849,44,"UK",2020,0,0
"1813",2020-11-10,67064400.7479452,45,"UK",2020,0,0
"1814",2020-11-17,67063250.9452055,46,"UK",2020,0,0
"1815",2020-11-24,67062101.1424658,47,"UK",2020,0,0
"1816",2020-12-01,67060951.339726,48,"UK",2020,0,0
"1817",2020-12-08,67059801.5369863,49,"UK",2020,0,0
"1818",2020-12-15,67058651.7342466,50,"UK",2020,0,0
"1819",2020-12-22,67057501.9315068,51,"UK",2020,0,0
"1820",2020-12-30,67056187.8712329,52,"UK",2020,0,0
"1821",2021-01-07,67054873.8109589,1,"UK",2021,0,0
"1822",2021-01-14,67053724.0082192,2,"UK",2021,0,0
"1823",2021-01-21,67052574.2054795,3,"UK",2021,0,0
"1824",2021-01-28,67051424.4027397,4,"UK",2021,0,0
"1825",2021-02-04,67050274.6,5,"UK",2021,0,0
"1826",2021-02-11,67049124.7972603,6,"UK",2021,0,0
"1827",2021-02-18,67047974.9945205,7,"UK",2021,0,0
"1828",2021-02-25,67046825.1917808,8,"UK",2021,0,0
"1829",2021-03-04,67045675.3890411,9,"UK",2021,0,0
"1830",2021-03-11,67044525.5863014,10,"UK",2021,0,0
"1831",2021-03-18,67043375.7835616,11,"UK",2021,0,0
"1832",2021-03-25,67042225.9808219,12,"UK",2021,0,0
"1833",2021-04-01,67041076.1780822,13,"UK",2021,0,0
"1834",2021-04-08,67039926.3753425,14,"UK",2021,0,0
"1835",2021-04-15,67038776.5726027,15,"UK",2021,0,0
"1836",2021-04-22,67037626.769863,16,"UK",2021,0,0
"1837",2021-04-29,67036476.9671233,17,"UK",2021,0,0
"1838",2021-05-06,67035327.1643836,18,"UK",2021,0,0
"1839",2021-05-13,67034177.3616438,19,"UK",2021,0,0
"1840",2021-05-20,67033027.5589041,20,"UK",2021,0,0
"1841",2021-05-27,67031877.7561644,21,"UK",2021,0,0
"1842",2021-06-03,67030727.9534247,22,"UK",2021,0,0
"1843",2021-06-10,67029578.1506849,23,"UK",2021,0,0
"1844",2021-06-17,67028428.3479452,24,"UK",2021,0,0
"1845",2021-06-24,67027278.5452055,25,"UK",2021,0,0
"1846",2021-07-01,67027824.0821918,26,"UK",2021,0,0
"1847",2021-07-08,67038541.6575342,27,"UK",2021,0,0
"1848",2021-07-15,67049259.2328767,28,"UK",2021,0,0
"1849",2021-07-22,67059976.8082192,29,"UK",2021,0,0
"1850",2021-07-29,67070694.3835616,30,"UK",2021,0,0
"1851",2021-08-05,67081411.9589041,31,"UK",2021,0,0
"1852",2021-08-12,67092129.5342466,32,"UK",2021,0,0
"1853",2021-08-19,67102847.109589,33,"UK",2021,0,0
"1854",2021-08-26,67113564.6849315,34,"UK",2021,0,0
"1855",2021-09-02,67124282.260274,35,"UK",2021,0,0
"1856",2021-09-09,67134999.8356164,36,"UK",2021,0,0
"1857",2021-09-16,67145717.4109589,37,"UK",2021,0,0
"1858",2021-09-23,67156434.9863014,38,"UK",2021,0,0
"1859",2021-09-30,67167152.5616438,39,"UK",2021,0,0
"1860",2021-10-07,67177870.1369863,40,"UK",2021,0,0
"1861",2021-10-14,67188587.7123288,41,"UK",2021,0,0
"1862",2021-10-21,67199305.2876712,42,"UK",2021,0,0
"1863",2021-10-28,67210022.8630137,43,"UK",2021,0,0
"1864",2021-11-04,67220740.4383562,44,"UK",2021,0,0
"1865",2021-11-11,67231458.0136986,45,"UK",2021,0,0
"1866",2021-11-18,67242175.5890411,46,"UK",2021,0,0
"1867",2021-11-25,67252893.1643836,47,"UK",2021,0,0
"1868",2021-12-02,67263610.739726,48,"UK",2021,0,0
"1869",2021-12-09,67274328.3150685,49,"UK",2021,0,0
"1870",2021-12-16,67285045.890411,50,"UK",2021,0,0
"1871",2021-12-23,67295763.4657534,51,"UK",2021,0,0
"1872",2021-12-31,67308012.1232877,52,"UK",2021,0,0
