"","Date","All","WeekNumber","Nation","Year","Female","Male"
"915",2021-08-05,5475629.31506849,31,"S",2021,0,0
"916",2021-08-12,5474798.90410959,32,"S",2021,0,0
"917",2021-08-19,5473968.49315068,33,"S",2021,0,0
"918",2021-08-26,5473138.08219178,34,"S",2021,0,0
"919",2021-09-02,5472307.67123288,35,"S",2021,0,0
"920",2021-09-09,5471477.26027397,36,"S",2021,0,0
"921",2021-09-16,5470646.84931507,37,"S",2021,0,0
"922",2021-09-23,5469816.43835616,38,"S",2021,0,0
"923",2021-09-30,5468986.02739726,39,"S",2021,0,0
"924",2021-10-07,5468155.61643836,40,"S",2021,0,0
"925",2021-10-14,5467325.20547945,41,"S",2021,0,0
"926",2021-10-21,5466494.79452055,42,"S",2021,0,0
"927",2021-10-28,5465664.38356164,43,"S",2021,0,0
"928",2021-11-04,5464833.97260274,44,"S",2021,0,0
"929",2021-11-11,5464003.56164384,45,"S",2021,0,0
"930",2021-11-18,5463173.15068493,46,"S",2021,0,0
"931",2021-11-25,5462342.73972603,47,"S",2021,0,0
"932",2021-12-02,5461512.32876712,48,"S",2021,0,0
"933",2021-12-09,5460681.91780822,49,"S",2021,0,0
"934",2021-12-16,5459851.50684932,50,"S",2021,0,0
"935",2021-12-23,5459021.09589041,51,"S",2021,0,0
"936",2021-12-31,5458072.05479452,52,"S",2021,0,0
"937",2013-01-07,56766856.7232877,1,"EW",2013,28815771.7479452,27951084.9753425
"938",2013-01-14,56774152.1424658,2,"EW",2013,28819120.0109589,27955032.1315068
"939",2013-01-21,56781447.5616438,3,"EW",2013,28822468.2739726,27958979.2876712
"940",2013-01-28,56788742.9808219,4,"EW",2013,28825816.5369863,27962926.4438356
"941",2013-02-04,56796038.4,5,"EW",2013,28829164.8,27966873.6
"942",2013-02-11,56803333.8191781,6,"EW",2013,28832513.0630137,27970820.7561644
"943",2013-02-18,56810629.2383562,7,"EW",2013,28835861.3260274,27974767.9123288
"944",2013-02-25,56817924.6575342,8,"EW",2013,28839209.5890411,27978715.0684932
"945",2013-03-04,56825220.0767123,9,"EW",2013,28842557.8520548,27982662.2246575
"946",2013-03-11,56832515.4958904,10,"EW",2013,28845906.1150685,27986609.3808219
"947",2013-03-18,56839810.9150685,11,"EW",2013,28849254.3780822,27990556.5369863
"948",2013-03-25,56847106.3342466,12,"EW",2013,28852602.6410959,27994503.6931507
"949",2013-04-01,56854401.7534247,13,"EW",2013,28855950.9041096,27998450.8493151
"950",2013-04-08,56861697.1726027,14,"EW",2013,28859299.1671233,28002398.0054795
"951",2013-04-15,56868992.5917808,15,"EW",2013,28862647.430137,28006345.1616438
"952",2013-04-22,56876288.0109589,16,"EW",2013,28865995.6931507,28010292.3178082
"953",2013-04-29,56883583.430137,17,"EW",2013,28869343.9561644,28014239.4739726
"954",2013-05-06,56890878.8493151,18,"EW",2013,28872692.2191781,28018186.630137
"955",2013-05-13,56898174.2684932,19,"EW",2013,28876040.4821918,28022133.7863014
"956",2013-05-20,56905469.6876712,20,"EW",2013,28879388.7452055,28026080.9424658
"957",2013-05-27,56912765.1068493,21,"EW",2013,28882737.0082192,28030028.0986301
"958",2013-06-03,56920060.5260274,22,"EW",2013,28886085.2712329,28033975.2547945
"959",2013-06-10,56927355.9452055,23,"EW",2013,28889433.5342466,28037922.4109589
"960",2013-06-17,56934651.3643836,24,"EW",2013,28892781.7972603,28041869.5671233
"961",2013-06-24,56941946.7835616,25,"EW",2013,28896130.060274,28045816.7232877
"962",2013-07-01,56949461.369863,26,"EW",2013,28899589.3150685,28049872.0547945
"963",2013-07-08,56958290.9589041,27,"EW",2013,28903714.5205479,28054576.4383562
"964",2013-07-15,56967120.5479452,28,"EW",2013,28907839.7260274,28059280.8219178
"965",2013-07-22,56975950.1369863,29,"EW",2013,28911964.9315068,28063985.2054795
"966",2013-07-29,56984779.7260274,30,"EW",2013,28916090.1369863,28068689.5890411
"967",2013-08-05,56993609.3150685,31,"EW",2013,28920215.3424658,28073393.9726027
"968",2013-08-12,57002438.9041096,32,"EW",2013,28924340.5479452,28078098.3561644
"969",2013-08-19,57011268.4931507,33,"EW",2013,28928465.7534247,28082802.739726
"970",2013-08-26,57020098.0821918,34,"EW",2013,28932590.9589041,28087507.1232877
"971",2013-09-02,57028927.6712329,35,"EW",2013,28936716.1643836,28092211.5068493
"972",2013-09-09,57037757.260274,36,"EW",2013,28940841.369863,28096915.890411
"973",2013-09-16,57046586.8493151,37,"EW",2013,28944966.5753425,28101620.2739726
"974",2013-09-23,57055416.4383562,38,"EW",2013,28949091.7808219,28106324.6575342
"975",2013-09-30,57064246.0273973,39,"EW",2013,28953216.9863014,28111029.0410959
"976",2013-10-07,57073075.6164384,40,"EW",2013,28957342.1917808,28115733.4246575
"977",2013-10-14,57081905.2054795,41,"EW",2013,28961467.3972603,28120437.8082192
"978",2013-10-21,57090734.7945205,42,"EW",2013,28965592.6027397,28125142.1917808
"979",2013-10-28,57099564.3835616,43,"EW",2013,28969717.8082192,28129846.5753425
"980",2013-11-04,57108393.9726027,44,"EW",2013,28973843.0136986,28134550.9589041
"981",2013-11-11,57117223.5616438,45,"EW",2013,28977968.2191781,28139255.3424658
"982",2013-11-18,57126053.1506849,46,"EW",2013,28982093.4246575,28143959.7260274
"983",2013-11-25,57134882.739726,47,"EW",2013,28986218.630137,28148664.109589
"984",2013-12-02,57143712.3287671,48,"EW",2013,28990343.8356164,28153368.4931507
"985",2013-12-09,57152541.9178082,49,"EW",2013,28994469.0410959,28158072.8767123
"986",2013-12-16,57161371.5068493,50,"EW",2013,28998594.2465753,28162777.260274
"987",2013-12-23,57170201.0958904,51,"EW",2013,29002719.4520548,28167481.6438356
"988",2013-12-31,57180292.0547945,52,"EW",2013,29007433.9726027,28172858.0821918
"989",2014-01-07,57189121.6438356,1,"EW",2014,29011559.1780822,28177562.4657534
"990",2014-01-14,57197951.2328767,2,"EW",2014,29015684.3835616,28182266.8493151
"991",2014-01-21,57206780.8219178,3,"EW",2014,29019809.5890411,28186971.2328767
"992",2014-01-28,57215610.4109589,4,"EW",2014,29023934.7945205,28191675.6164384
"993",2014-02-04,57224440,5,"EW",2014,29028060,28196380
"994",2014-02-11,57233269.5890411,6,"EW",2014,29032185.2054795,28201084.3835616
"995",2014-02-18,57242099.1780822,7,"EW",2014,29036310.4109589,28205788.7671233
"996",2014-02-25,57250928.7671233,8,"EW",2014,29040435.6164384,28210493.1506849
"997",2014-03-04,57259758.3561644,9,"EW",2014,29044560.8219178,28215197.5342466
"998",2014-03-11,57268587.9452055,10,"EW",2014,29048686.0273973,28219901.9178082
"999",2014-03-18,57277417.5342466,11,"EW",2014,29052811.2328767,28224606.3013699
"1000",2014-03-25,57286247.1232877,12,"EW",2014,29056936.4383562,28229310.6849315
"1001",2014-04-01,57295076.7123288,13,"EW",2014,29061061.6438356,28234015.0684932
"1002",2014-04-08,57303906.3013699,14,"EW",2014,29065186.8493151,28238719.4520548
"1003",2014-04-15,57312735.890411,15,"EW",2014,29069312.0547945,28243423.8356164
"1004",2014-04-22,57321565.4794521,16,"EW",2014,29073437.260274,28248128.2191781
"1005",2014-04-29,57330395.0684932,17,"EW",2014,29077562.4657534,28252832.6027397
"1006",2014-05-06,57339224.6575342,18,"EW",2014,29081687.6712329,28257536.9863014
"1007",2014-05-13,57348054.2465753,19,"EW",2014,29085812.8767123,28262241.369863
"1008",2014-05-20,57356883.8356164,20,"EW",2014,29089938.0821918,28266945.7534247
"1009",2014-05-27,57365713.4246575,21,"EW",2014,29094063.2876712,28271650.1369863
"1010",2014-06-03,57374543.0136986,22,"EW",2014,29098188.4931507,28276354.5205479
"1011",2014-06-10,57383372.6027397,23,"EW",2014,29102313.6986301,28281058.9041096
"1012",2014-06-17,57392202.1917808,24,"EW",2014,29106438.9041096,28285763.2876712
"1013",2014-06-24,57401031.7808219,25,"EW",2014,29110564.109589,28290467.6712329
"1014",2014-07-01,57409906.3013699,26,"EW",2014,29114693.1506849,28295213.1506849
"1015",2014-07-08,57419050.4109589,27,"EW",2014,29118845.2054795,28300205.2054795
"1016",2014-07-15,57428194.5205479,28,"EW",2014,29122997.260274,28305197.260274
"1017",2014-07-22,57437338.630137,29,"EW",2014,29127149.3150685,28310189.3150685
"1018",2014-07-29,57446482.739726,30,"EW",2014,29131301.369863,28315181.369863
"1019",2014-08-05,57455626.8493151,31,"EW",2014,29135453.4246575,28320173.4246575
"1020",2014-08-12,57464770.9589041,32,"EW",2014,29139605.4794521,28325165.4794521
"1021",2014-08-19,57473915.0684932,33,"EW",2014,29143757.5342466,28330157.5342466
"1022",2014-08-26,57483059.1780822,34,"EW",2014,29147909.5890411,28335149.5890411
"1023",2014-09-02,57492203.2876712,35,"EW",2014,29152061.6438356,28340141.6438356
"1024",2014-09-09,57501347.3972603,36,"EW",2014,29156213.6986301,28345133.6986301
"1025",2014-09-16,57510491.5068493,37,"EW",2014,29160365.7534247,28350125.7534247
"1026",2014-09-23,57519635.6164384,38,"EW",2014,29164517.8082192,28355117.8082192
"1027",2014-09-30,57528779.7260274,39,"EW",2014,29168669.8630137,28360109.8630137
"1028",2014-10-07,57537923.8356164,40,"EW",2014,29172821.9178082,28365101.9178082
"1029",2014-10-14,57547067.9452055,41,"EW",2014,29176973.9726027,28370093.9726027
"1030",2014-10-21,57556212.0547945,42,"EW",2014,29181126.0273973,28375086.0273973
"1031",2014-10-28,57565356.1643836,43,"EW",2014,29185278.0821918,28380078.0821918
"1032",2014-11-04,57574500.2739726,44,"EW",2014,29189430.1369863,28385070.1369863
"1033",2014-11-11,57583644.3835616,45,"EW",2014,29193582.1917808,28390062.1917808
"1034",2014-11-18,57592788.4931507,46,"EW",2014,29197734.2465753,28395054.2465753
"1035",2014-11-25,57601932.6027397,47,"EW",2014,29201886.3013699,28400046.3013699
"1036",2014-12-02,57611076.7123288,48,"EW",2014,29206038.3561644,28405038.3561644
"1037",2014-12-09,57620220.8219178,49,"EW",2014,29210190.4109589,28410030.4109589
"1038",2014-12-16,57629364.9315068,50,"EW",2014,29214342.4657534,28415022.4657534
"1039",2014-12-23,57638509.0410959,51,"EW",2014,29218494.5205479,28420014.5205479
"1040",2014-12-31,57648959.4520548,52,"EW",2014,29223239.7260274,28425719.7260274
"1041",2015-01-07,57658103.5616438,1,"EW",2015,29227391.7808219,28430711.7808219
"1042",2015-01-14,57667247.6712329,2,"EW",2015,29231543.8356164,28435703.8356164
"1043",2015-01-21,57676391.7808219,3,"EW",2015,29235695.890411,28440695.890411
"1044",2015-01-28,57685535.890411,4,"EW",2015,29239847.9452055,28445687.9452055
"1045",2015-02-04,57694680,5,"EW",2015,29244000,28450680
"1046",2015-02-11,57703824.109589,6,"EW",2015,29248152.0547945,28455672.0547945
"1047",2015-02-18,57712968.2191781,7,"EW",2015,29252304.109589,28460664.109589
"1048",2015-02-25,57722112.3287671,8,"EW",2015,29256456.1643836,28465656.1643836
"1049",2015-03-04,57731256.4383562,9,"EW",2015,29260608.2191781,28470648.2191781
"1050",2015-03-11,57740400.5479452,10,"EW",2015,29264760.2739726,28475640.2739726
"1051",2015-03-18,57749544.6575342,11,"EW",2015,29268912.3287671,28480632.3287671
"1052",2015-03-25,57758688.7671233,12,"EW",2015,29273064.3835616,28485624.3835616
"1053",2015-04-01,57767832.8767123,13,"EW",2015,29277216.4383562,28490616.4383562
"1054",2015-04-08,57776976.9863014,14,"EW",2015,29281368.4931507,28495608.4931507
"1055",2015-04-15,57786121.0958904,15,"EW",2015,29285520.5479452,28500600.5479452
"1056",2015-04-22,57795265.2054795,16,"EW",2015,29289672.6027397,28505592.6027397
"1057",2015-04-29,57804409.3150685,17,"EW",2015,29293824.6575342,28510584.6575342
"1058",2015-05-06,57813553.4246575,18,"EW",2015,29297976.7123288,28515576.7123288
"1059",2015-05-13,57822697.5342466,19,"EW",2015,29302128.7671233,28520568.7671233
"1060",2015-05-20,57831841.6438356,20,"EW",2015,29306280.8219178,28525560.8219178
"1061",2015-05-27,57840985.7534247,21,"EW",2015,29310432.8767123,28530552.8767123
"1062",2015-06-03,57850129.8630137,22,"EW",2015,29314584.9315068,28535544.9315068
"1063",2015-06-10,57859273.9726027,23,"EW",2015,29318736.9863014,28540536.9863014
"1064",2015-06-17,57868418.0821918,24,"EW",2015,29322889.0410959,28545529.0410959
"1065",2015-06-24,57877562.1917808,25,"EW",2015,29327041.0958904,28550521.0958904
"1066",2015-07-01,57886754.9180328,26,"EW",2015,29331189.3442623,28555565.5737705
"1067",2015-07-08,57896239.3442623,27,"EW",2015,29335314.7540984,28560924.5901639
"1068",2015-07-15,57905723.7704918,28,"EW",2015,29339440.1639344,28566283.6065574
"1069",2015-07-22,57915208.1967213,29,"EW",2015,29343565.5737705,28571642.6229508
"1070",2015-07-29,57924692.6229508,30,"EW",2015,29347690.9836066,28577001.6393443
"1071",2015-08-05,57934177.0491803,31,"EW",2015,29351816.3934426,28582360.6557377
"1072",2015-08-12,57943661.4754098,32,"EW",2015,29355941.8032787,28587719.6721311
"1073",2015-08-19,57953145.9016393,33,"EW",2015,29360067.2131148,28593078.6885246
"1074",2015-08-26,57962630.3278688,34,"EW",2015,29364192.6229508,28598437.704918
"1075",2015-09-02,57972114.7540984,35,"EW",2015,29368318.0327869,28603796.7213115
"1076",2015-09-09,57981599.1803279,36,"EW",2015,29372443.442623,28609155.7377049
"1077",2015-09-16,57991083.6065574,37,"EW",2015,29376568.852459,28614514.7540984
"1078",2015-09-23,58000568.0327869,38,"EW",2015,29380694.2622951,28619873.7704918
"1079",2015-09-30,58010052.4590164,39,"EW",2015,29384819.6721311,28625232.7868852
"1080",2015-10-07,58019536.8852459,40,"EW",2015,29388945.0819672,28630591.8032787
"1081",2015-10-14,58029021.3114754,41,"EW",2015,29393070.4918033,28635950.8196721
"1082",2015-10-21,58038505.7377049,42,"EW",2015,29397195.9016393,28641309.8360656
"1083",2015-10-28,58047990.1639344,43,"EW",2015,29401321.3114754,28646668.852459
"1084",2015-11-04,58057474.5901639,44,"EW",2015,29405446.7213115,28652027.8688525
"1085",2015-11-11,58066959.0163934,45,"EW",2015,29409572.1311475,28657386.8852459
"1086",2015-11-18,58076443.442623,46,"EW",2015,29413697.5409836,28662745.9016393
"1087",2015-11-25,58085927.8688525,47,"EW",2015,29417822.9508197,28668104.9180328
"1088",2015-12-02,58095412.295082,48,"EW",2015,29421948.3606557,28673463.9344262
"1089",2015-12-09,58104896.7213115,49,"EW",2015,29426073.7704918,28678822.9508197
"1090",2015-12-16,58114381.147541,50,"EW",2015,29430199.1803279,28684181.9672131
"1091",2015-12-23,58123865.5737705,51,"EW",2015,29434324.5901639,28689540.9836066
"1092",2015-12-31,58134704.9180328,52,"EW",2015,29439039.3442623,28695665.5737705
"1093",2016-01-07,58144189.3442623,1,"EW",2016,29443164.7540984,28701024.5901639
"1094",2016-01-14,58153673.7704918,2,"EW",2016,29447290.1639344,28706383.6065574
"1095",2016-01-21,58163158.1967213,3,"EW",2016,29451415.5737705,28711742.6229508
"1096",2016-01-28,58172642.6229508,4,"EW",2016,29455540.9836066,28717101.6393443
"1097",2016-02-04,58182127.0491803,5,"EW",2016,29459666.3934426,28722460.6557377
"1098",2016-02-11,58191611.4754098,6,"EW",2016,29463791.8032787,28727819.6721311
"1099",2016-02-18,58201095.9016393,7,"EW",2016,29467917.2131148,28733178.6885246
"1100",2016-02-25,58210580.3278688,8,"EW",2016,29472042.6229508,28738537.704918
"1101",2016-03-03,58220064.7540984,9,"EW",2016,29476168.0327869,28743896.7213115
"1102",2016-03-10,58229549.1803279,10,"EW",2016,29480293.442623,28749255.7377049
"1103",2016-03-17,58239033.6065574,11,"EW",2016,29484418.852459,28754614.7540984
"1104",2016-03-24,58248518.0327869,12,"EW",2016,29488544.2622951,28759973.7704918
"1105",2016-03-31,58258002.4590164,13,"EW",2016,29492669.6721311,28765332.7868852
"1106",2016-04-07,58267486.8852459,14,"EW",2016,29496795.0819672,28770691.8032787
"1107",2016-04-14,58276971.3114754,15,"EW",2016,29500920.4918033,28776050.8196721
"1108",2016-04-21,58286455.7377049,16,"EW",2016,29505045.9016393,28781409.8360656
"1109",2016-04-28,58295940.1639344,17,"EW",2016,29509171.3114754,28786768.852459
"1110",2016-05-05,58305424.5901639,18,"EW",2016,29513296.7213115,28792127.8688525
"1111",2016-05-12,58314909.0163934,19,"EW",2016,29517422.1311475,28797486.8852459
"1112",2016-05-19,58324393.442623,20,"EW",2016,29521547.5409836,28802845.9016393
"1113",2016-05-26,58333877.8688525,21,"EW",2016,29525672.9508197,28808204.9180328
"1114",2016-06-02,58343362.295082,22,"EW",2016,29529798.3606557,28813563.9344262
"1115",2016-06-09,58352846.7213115,23,"EW",2016,29533923.7704918,28818922.9508197
"1116",2016-06-16,58362331.147541,24,"EW",2016,29538049.1803279,28824281.9672131
"1117",2016-06-23,58371815.5737705,25,"EW",2016,29542174.5901639,28829640.9836066
"1118",2016-06-30,58381300,26,"EW",2016,29546300,28835000
"1119",2016-07-07,58388267.3013699,27,"EW",2016,29549695.3260274,28838571.9753425
"1120",2016-07-14,58395234.6027397,28,"EW",2016,29553090.6520548,28842143.9506849
"1121",2016-07-21,58402201.9041096,29,"EW",2016,29556485.9780822,28845715.9260274
"1122",2016-07-28,58409169.2054795,30,"EW",2016,29559881.3041096,28849287.9013699
"1123",2016-08-04,58416136.5068493,31,"EW",2016,29563276.630137,28852859.8767123
"1124",2016-08-11,58423103.8082192,32,"EW",2016,29566671.9561644,28856431.8520548
"1125",2016-08-18,58430071.109589,33,"EW",2016,29570067.2821918,28860003.8273973
"1126",2016-08-25,58437038.4109589,34,"EW",2016,29573462.6082192,28863575.8027397
"1127",2016-09-01,58444005.7123288,35,"EW",2016,29576857.9342466,28867147.7780822
"1128",2016-09-08,58450973.0136986,36,"EW",2016,29580253.260274,28870719.7534247
"1129",2016-09-15,58457940.3150685,37,"EW",2016,29583648.5863014,28874291.7287671
"1130",2016-09-22,58464907.6164384,38,"EW",2016,29587043.9123288,28877863.7041096
"1131",2016-09-29,58471874.9178082,39,"EW",2016,29590439.2383562,28881435.6794521
"1132",2016-10-06,58478842.2191781,40,"EW",2016,29593834.5643836,28885007.6547945
"1133",2016-10-13,58485809.5205479,41,"EW",2016,29597229.890411,28888579.630137
"1134",2016-10-20,58492776.8219178,42,"EW",2016,29600625.2164384,28892151.6054795
"1135",2016-10-27,58499744.1232877,43,"EW",2016,29604020.5424658,28895723.5808219
"1136",2016-11-03,58506711.4246575,44,"EW",2016,29607415.8684932,28899295.5561644
"1137",2016-11-10,58513678.7260274,45,"EW",2016,29610811.1945205,28902867.5315068
"1138",2016-11-17,58520646.0273973,46,"EW",2016,29614206.5205479,28906439.5068493
"1139",2016-11-24,58527613.3287671,47,"EW",2016,29617601.8465753,28910011.4821918
"1140",2016-12-01,58534580.630137,48,"EW",2016,29620997.1726027,28913583.4575342
"1141",2016-12-08,58541547.9315068,49,"EW",2016,29624392.4986301,28917155.4328767
"1142",2016-12-15,58548515.2328767,50,"EW",2016,29627787.8246575,28920727.4082192
"1143",2016-12-22,58555482.5342466,51,"EW",2016,29631183.1506849,28924299.3835616
"1144",2016-12-30,58563445.1643836,52,"EW",2016,29635063.5232877,28928381.6410959
"1145",2017-01-07,58571407.7945205,1,"EW",2017,29638943.8958904,28932463.8986301
"1146",2017-01-14,58578375.0958904,2,"EW",2017,29642339.2219178,28936035.8739726
"1147",2017-01-21,58585342.3972603,3,"EW",2017,29645734.5479452,28939607.8493151
"1148",2017-01-28,58592309.6986301,4,"EW",2017,29649129.8739726,28943179.8246575
"1149",2017-02-04,58599277,5,"EW",2017,29652525.2,28946751.8
"1150",2017-02-11,58606244.3013699,6,"EW",2017,29655920.5260274,28950323.7753425
"1151",2017-02-18,58613211.6027397,7,"EW",2017,29659315.8520548,28953895.7506849
"1152",2017-02-25,58620178.9041096,8,"EW",2017,29662711.1780822,28957467.7260274
"1153",2017-03-04,58627146.2054795,9,"EW",2017,29666106.5041096,28961039.7013699
"1154",2017-03-11,58634113.5068493,10,"EW",2017,29669501.830137,28964611.6767123
"1155",2017-03-18,58641080.8082192,11,"EW",2017,29672897.1561644,28968183.6520548
"1156",2017-03-25,58648048.109589,12,"EW",2017,29676292.4821918,28971755.6273973
"1157",2017-04-01,58655015.4109589,13,"EW",2017,29679687.8082192,28975327.6027397
"1158",2017-04-08,58661982.7123288,14,"EW",2017,29683083.1342466,28978899.5780822
"1159",2017-04-15,58668950.0136986,15,"EW",2017,29686478.460274,28982471.5534247
"1160",2017-04-22,58675917.3150685,16,"EW",2017,29689873.7863014,28986043.5287671
"1161",2017-04-29,58682884.6164384,17,"EW",2017,29693269.1123288,28989615.5041096
"1162",2017-05-06,58689851.9178082,18,"EW",2017,29696664.4383562,28993187.4794521
"1163",2017-05-13,58696819.2191781,19,"EW",2017,29700059.7643836,28996759.4547945
"1164",2017-05-20,58703786.5205479,20,"EW",2017,29703455.090411,29000331.430137
"1165",2017-05-27,58710753.8219178,21,"EW",2017,29706850.4164384,29003903.4054795
"1166",2017-06-03,58717721.1232877,22,"EW",2017,29710245.7424658,29007475.3808219
"1167",2017-06-10,58724688.4246575,23,"EW",2017,29713641.0684932,29011047.3561644
"1168",2017-06-17,58731655.7260274,24,"EW",2017,29717036.3945205,29014619.3315068
"1169",2017-06-24,58738623.0273973,25,"EW",2017,29720431.7205479,29018191.3068493
"1170",2017-07-01,58745612.0246575,26,"EW",2017,29723827.5232877,29021784.5013699
"1171",2017-07-08,58752731.1972603,27,"EW",2017,29727226.1863014,29025505.0109589
"1172",2017-07-15,58759850.369863,28,"EW",2017,29730624.8493151,29029225.5205479
"1173",2017-07-22,58766969.5424658,29,"EW",2017,29734023.5123288,29032946.030137
"1174",2017-07-29,58774088.7150685,30,"EW",2017,29737422.1753425,29036666.539726
"1175",2017-08-05,58781207.8876712,31,"EW",2017,29740820.8383562,29040387.0493151
"1176",2017-08-12,58788327.060274,32,"EW",2017,29744219.5013699,29044107.5589041
"1177",2017-08-19,58795446.2328767,33,"EW",2017,29747618.1643836,29047828.0684932
"1178",2017-08-26,58802565.4054795,34,"EW",2017,29751016.8273973,29051548.5780822
"1179",2017-09-02,58809684.5780822,35,"EW",2017,29754415.490411,29055269.0876712
"1180",2017-09-09,58816803.7506849,36,"EW",2017,29757814.1534247,29058989.5972603
"1181",2017-09-16,58823922.9232877,37,"EW",2017,29761212.8164384,29062710.1068493
"1182",2017-09-23,58831042.0958904,38,"EW",2017,29764611.4794521,29066430.6164384
"1183",2017-09-30,58838161.2684932,39,"EW",2017,29768010.1424658,29070151.1260274
"1184",2017-10-07,58845280.4410959,40,"EW",2017,29771408.8054795,29073871.6356164
"1185",2017-10-14,58852399.6136986,41,"EW",2017,29774807.4684932,29077592.1452055
"1186",2017-10-21,58859518.7863014,42,"EW",2017,29778206.1315068,29081312.6547945
"1187",2017-10-28,58866637.9589041,43,"EW",2017,29781604.7945205,29085033.1643836
"1188",2017-11-04,58873757.1315069,44,"EW",2017,29785003.4575342,29088753.6739726
"1189",2017-11-11,58880876.3041096,45,"EW",2017,29788402.1205479,29092474.1835616
"1190",2017-11-18,58887995.4767123,46,"EW",2017,29791800.7835616,29096194.6931507
"1191",2017-11-25,58895114.6493151,47,"EW",2017,29795199.4465753,29099915.2027397
"1192",2017-12-02,58902233.8219178,48,"EW",2017,29798598.109589,29103635.7123288
"1193",2017-12-09,58909352.9945205,49,"EW",2017,29801996.7726027,29107356.2219178
"1194",2017-12-16,58916472.1671233,50,"EW",2017,29805395.4356164,29111076.7315069
"1195",2017-12-23,58923591.339726,51,"EW",2017,29808794.0986301,29114797.2410959
"1196",2017-12-31,58931727.5369863,52,"EW",2017,29812678.2849315,29119049.2520548
"1197",2018-01-07,58938846.709589,1,"EW",2018,29816076.9479452,29122769.7616438
"1198",2018-01-14,58945965.8821918,2,"EW",2018,29819475.6109589,29126490.2712329
"1199",2018-01-21,58953085.0547945,3,"EW",2018,29822874.2739726,29130210.7808219
"1200",2018-01-28,58960204.2273973,4,"EW",2018,29826272.9369863,29133931.290411
"1201",2018-02-04,58967323.4,5,"EW",2018,29829671.6,29137651.8
"1202",2018-02-11,58974442.5726027,6,"EW",2018,29833070.2630137,29141372.309589
"1203",2018-02-18,58981561.7452055,7,"EW",2018,29836468.9260274,29145092.8191781
"1204",2018-02-25,58988680.9178082,8,"EW",2018,29839867.5890411,29148813.3287671
"1205",2018-03-04,58995800.090411,9,"EW",2018,29843266.2520548,29152533.8383562
"1206",2018-03-11,59002919.2630137,10,"EW",2018,29846664.9150685,29156254.3479452
"1207",2018-03-18,59010038.4356164,11,"EW",2018,29850063.5780822,29159974.8575342
"1208",2018-03-25,59017157.6082192,12,"EW",2018,29853462.2410959,29163695.3671233
"1209",2018-04-01,59024276.7808219,13,"EW",2018,29856860.9041096,29167415.8767123
"1210",2018-04-08,59031395.9534247,14,"EW",2018,29860259.5671233,29171136.3863014
"1211",2018-04-15,59038515.1260274,15,"EW",2018,29863658.230137,29174856.8958904
"1212",2018-04-22,59045634.2986301,16,"EW",2018,29867056.8931507,29178577.4054795
"1213",2018-04-29,59052753.4712329,17,"EW",2018,29870455.5561644,29182297.9150685
"1214",2018-05-06,59059872.6438356,18,"EW",2018,29873854.2191781,29186018.4246575
"1215",2018-05-13,59066991.8164384,19,"EW",2018,29877252.8821918,29189738.9342466
"1216",2018-05-20,59074110.9890411,20,"EW",2018,29880651.5452055,29193459.4438356
"1217",2018-05-27,59081230.1616438,21,"EW",2018,29884050.2082192,29197179.9534247
"1218",2018-06-03,59088349.3342466,22,"EW",2018,29887448.8712329,29200900.4630137
"1219",2018-06-10,59095468.5068493,23,"EW",2018,29890847.5342466,29204620.9726027
"1220",2018-06-17,59102587.6794521,24,"EW",2018,29894246.1972603,29208341.4821918
"1221",2018-06-24,59109706.8520548,25,"EW",2018,29897644.860274,29212061.9917808
"1222",2018-07-01,59116696.7561644,26,"EW",2018,29900987.5150685,29215709.2410959
"1223",2018-07-08,59122911.0493151,27,"EW",2018,29903994.1205479,29218916.9287671
"1224",2018-07-15,59129125.3424658,28,"EW",2018,29907000.7260274,29222124.6164384
"1225",2018-07-22,59135339.6356164,29,"EW",2018,29910007.3315068,29225332.3041096
"1226",2018-07-29,59141553.9287671,30,"EW",2018,29913013.9369863,29228539.9917808
"1227",2018-08-05,59147768.2219178,31,"EW",2018,29916020.5424658,29231747.6794521
"1228",2018-08-12,59153982.5150685,32,"EW",2018,29919027.1479452,29234955.3671233
"1229",2018-08-19,59160196.8082192,33,"EW",2018,29922033.7534247,29238163.0547945
"1230",2018-08-26,59166411.1013699,34,"EW",2018,29925040.3589041,29241370.7424658
"1231",2018-09-02,59172625.3945206,35,"EW",2018,29928046.9643836,29244578.430137
"1232",2018-09-09,59178839.6876712,36,"EW",2018,29931053.569863,29247786.1178082
"1233",2018-09-16,59185053.9808219,37,"EW",2018,29934060.1753425,29250993.8054795
"1234",2018-09-23,59191268.2739726,38,"EW",2018,29937066.7808219,29254201.4931507
"1235",2018-09-30,59197482.5671233,39,"EW",2018,29940073.3863014,29257409.1808219
"1236",2018-10-07,59203696.860274,40,"EW",2018,29943079.9917808,29260616.8684932
"1237",2018-10-14,59209911.1534247,41,"EW",2018,29946086.5972603,29263824.5561644
"1238",2018-10-21,59216125.4465753,42,"EW",2018,29949093.2027397,29267032.2438356
"1239",2018-10-28,59222339.739726,43,"EW",2018,29952099.8082192,29270239.9315068
"1240",2018-11-04,59228554.0328767,44,"EW",2018,29955106.4136986,29273447.6191781
"1241",2018-11-11,59234768.3260274,45,"EW",2018,29958113.0191781,29276655.3068493
"1242",2018-11-18,59240982.6191781,46,"EW",2018,29961119.6246575,29279862.9945205
